"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Grenada","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Fiji","Samoa"
"Sierra Leone",17.729,0.41499999,0.0020000001,0,0,0.035,0.039999999,0.001,0,0,0,0,0.147,0,0,0,0,0.021,0,0,0,0,0,0.926,0,0,0,0.0049999999,0,35.666,1.176,7.3309999,3.3841901,0.14580999,9.4919996,2.2,1.404,0.011,0,0.184,0.97600001,0.2,2.8169999,1.559,3.168,0.011,0,0.039999999,0.44600001,0.063000001,0,0.46599999,3.1110001,0.229,0.602,0.114,1.614,0,0,0,0,0,0.057999998,0.001,0.373,0,0,0,0.27700001,0.15700001,0,0.55400002,0,0.30899999,0,0.045000002,48.321999,0.114,0,0,0.001,0.001,0.0020000001,0.011,0.064999998,0.001,0,0,0,0,0,0,0,0,2.5320001,0,0.0020000001,0,0,0,0,0.001,0,0.071000002,0,0,0,0,0.001,0.003,0.001,0.16500001,0.029999999,0.082000002,0,0.0060000001,0,0,0,0,0,0,0,0,0,7.7509999,0,1.444,0.0070000002,1.238,13.841,2.533,0,2.6530001,0.257,0,0.039999999,0,0,1.946,0,0,0,0.32699999,2.8050001,0.308,0.011,0.42399999,0,0.048,0,0
"Ghana",153.37801,15.904,0,0.708,0,0,3.6400001,0.0040000002,0,0,0.093999997,0,0,0.0020000001,0.097000003,0,0,0.014,0,0,0,0,0,6.8509998,0.949,0,0,1.9349999,2.602,157.136,2.276,20.124001,13.57511,0.58489221,27.016001,27.716,3.984,0.0099999998,0,0.278,2.2160001,4.9349999,0.76999998,2.4649999,38.756001,0.0089999996,0,10.008,0.39899999,0,1.196,7.5489998,24.57,1.881,9.5039997,22.162001,5.3140001,0,0,0,0,0,1.276,0.331,1.053,0.101,0.003,1.117,4.3439999,0.0080000004,3.283,0.56,0.30399999,0,4.408,0.115,117.141,0,0,0,0.014,1.457,0.07,0.077,0.001,0,0,0.001,0,0.081,0,0,0.023,0,0.001,0,0,5.5910001,0,0,0,0,0,0.211,0.018999999,25.339001,0,0,0,0,0.0040000002,3.053,0.052000001,1.3329999,0.014,1.6289999,0,0,0,0,0.003,0,0,0,0,21.628,0,15.739,0,5.0739999,50.369999,3.5999999,0,4.823,12.025,0,0,0,0,1.665,0,0,0,13.654,17.85,0,0.0089999996,3.652,0,1.573,0,0
"Togo",22.320999,1.439,0,0,0,0,0.001,1.14,0,0,0,0,0,0,0,0,0,0,8.2069998,0,0,0,0,0.94,0,0,0,5.1100001,0,27.413,0.021,20.792999,3.317081,0.1429186,96.567001,3.9660001,11.789,0.050000001,0,0.207,1.2640001,0.51599997,0.208,1.01,6.6399999,0,0,0.02,0.079999998,0,0,0,3.1530001,0.514,0.79699999,0.336,0.80500001,0,0,0,0,0,0,0,2.0350001,0.38499999,0,0.18099999,3.3210001,0,0.204,0.1,0,1.275,0,0.094999999,0.30899999,0.026000001,0,0,0.29899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0.20999999,0.248,0.0040000002,0,0,0.121,0,0.131,0,0,0,0,1.5599999,0,0,0,0,0,0,0,0,0,9.5270004,0,1.716,0,1.2,12.344,1.265,0,0.273,0.13,0,0,0,0,4.9000001,0,0,0,0,0,0.0099999998,0,0.093000002,0,0,0,0
"Cameroon",57.713001,2.6429999,0,0.012,0,0.037,0,6.3829999,0,0,0.021,0,0,0,0,0,0,0,1.626,0.0040000002,0,0.0040000002,0.0040000002,1.6799999,0,0.028000001,0,0.19400001,0,32.372002,5.5500002,21.872,16.43202,0.70798391,339.76401,4.177,13.924,0.93699998,0,0.537,1.274,2.5280001,2.0769999,0.72899997,39.473,0.185,0,0.99000001,0.61199999,0.012,0.052999999,0.44,5.1139998,1.225,3.0869999,1.099,3.4230001,0.0080000004,0,0,0,0.012,0,0,3.0050001,0.02,0.0040000002,0.071999997,9.3809996,10.953,0.012,0.041999999,0.0020000001,0.0080000004,0.42500001,0,3.158,32.047001,0.62800002,0.847,4.9400001,0.054000001,0,0.048999999,0.206,0.048999999,0.003,0,0,0.016000001,0.07,0,0.0060000001,0,0.889,0,0,0,0,0.016000001,0,0,0,2.148,0.02,0.02,0,0,0.016000001,0.035999998,0,0.039999999,0,0.0040000002,0,0.50099999,0.016000001,0,0,0.0040000002,1.276,0,0,0,0,12.066,0,5.869,0.032000002,1.219,45.356998,0.55500001,0,5.7470002,1.62,0,3.8959999,0,0,0.285,0,0,0.024,1.102,0,0.093000002,0.035999998,0.057999998,0,0.153,0,0
"Nigeria",1228.4,38.799999,0.039999999,0,0,0,0.027000001,0.51999998,0,0,1.7,0,0,0,0,0,0,0,0,0,0.034000002,0,0.57999998,116.6,0,0,0,12.2,0.83899999,2423.3999,37.299999,463.5,256.0672,11.03282,769.29999,199.7,179.10001,5.5,0,9.6999998,122.5,82.699997,17.5,25.1,773.70001,0.89999998,0,33.700001,66.199997,2.0999999,2.5999999,25.200001,25.200001,23,120.9,48,129.8,6.1999998,0,0,0.23100001,0,0.061000001,0.0060000001,28.799999,1.4,0,18.5,10.6,0,0.1,0.2,0.30000001,8.8999996,1.2,7,0,0,0.54799998,0,0.184,8.1999998,0,2.3,0.1,0,0,0.0060000001,0,0.0070000002,3.7,3,0.2,0,0,0,0,0,0,0.40000001,0,0.80000001,0,15,2.2,0.69999999,0.2,0.60000002,0.69999999,5.5999999,0,0.80000001,0,2.0999999,0,25.9,0.30000001,0,0,0,0,0,0,0,0,146.8,0,0,0,27.1,1171.6,51.799999,0,2,12.6,1.183,0.2,0,0,78,0,0,0,2.9000001,32.299999,0.60000002,0,9.6999998,0,5.1999998,0.0089999996,0
"Gabon",23.259001,1.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041000001,0,0,0,0.018999999,0,7.3899999,0.94800001,14.233,32.998249,1.421751,488.51401,0.65399998,16.812,0.223,0,0.0060000001,0,0.017999999,0.016000001,0.101,31.983999,0.171,0,2.6459999,0.082999997,0,0,0.0070000002,0.041000001,0.050999999,0.31600001,1.023,0.059,0.223,0,0,0,0.0089999996,0,0,1.419,0.015,0,0.0049999999,9.2139997,0,0,0.0089999996,0,0.003,0.16599999,0.0070000002,0.72899997,0,1.809,0.026000001,0.111,0.068999998,0,0,0,0,0,0,0,0,0.537,0,0,0,0.21699999,0,0,0,0,0,0,0,0,1.145,0.241,0.161,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,1.1210001,0,3.299,0.0020000001,0.088,29.754999,0.090000004,0,0.02,0.0099999998,0,0,0,0,0,0,0,0,0,0.061999999,0.0099999998,0,0.016000001,0,0,0,0
"Central African Republic",2.171,0.0080000004,0,0.014,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.015,0,0,0,1.969,0,1.962,0.54645562,0.023544401,34.859001,1.396,0.98100001,0.079999998,0,0.026000001,0.029999999,0.067000002,0.003,0.048,1.126,0.17900001,0,0.14399999,0.017000001,0,0,0.80000001,0.050000001,0,0.112,0.021,0.071000002,0,0,0,0.391,0,0,0,0.088,0.001,0,0.001,0.21699999,0,0,0,0,0,0.102,9.0559998,0.59899998,0,0,0.26300001,0,1.791,0,0,0,0,0.001,0,0,0,0,0,0.175,0,0.050000001,2.8180001,0,0,0,0.001,0,0,0,0.204,0.0060000001,0.025,0,0.322,0,0.0020000001,0,0.093999997,0,0.0070000002,0,0.061999999,0.0020000001,0,0,0,0,0,0,0,0,0.22,0,0.223,0,0.017999999,2.8940001,0.02,0,0.0020000001,0.79000002,0,0,0,0,0.39199999,0,0,0,0.034000002,0,0,0.024,0,0,0,0,0
"Chad",8.3999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,1.3,0.07,5.4000001,3.6430371,0.1569626,53.299999,0.69999999,0.63999999,0.0099999998,0,0,0,0.1,0,0,1.6,0.0099999998,0,0.050000001,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.191,0,0,0.54500002,0,0,0,0,0,0,0,8.9720001,0,0,1.329,0,0.66100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0.0099999998,0.2,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo",10.422,0.15700001,0,0.147,0,0,0.001,0,0,0,0.0040000002,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0.57800001,0,0.149,0.001,0.82300001,0.43099999,3.812,0.39199999,5.8839998,4.6017318,0.19826861,101.179,1.5420001,4.3039999,0.259,0,0.096000001,0.082000002,0.25600001,0.090000004,0.264,4.427,0.27700001,0,0.041999999,0.054000001,0,0,0.40400001,1.01,0.078000002,0.36700001,0.141,0.243,0.029999999,0,0,0,0,0,0.001,1.108,0.118,0,0.0070000002,0.76999998,0,0.027000001,0.0099999998,0,0.0060000001,0.223,7.908,0.28299999,0,0,1.916,0,1.931,0,0.001,0,0,0.0060000001,0,0,0,0.78399998,0,0.80299997,0,0.182,0.38699999,0,0.66299999,0,0.0040000002,0,0.064000003,0,0.611,0.115,0.25999999,0,0.0070000002,0.001,0.0049999999,0,0.028000001,0,0.003,0,0.47799999,0.0099999998,0,0,0.001,0,0,0,0,0,2.0829999,0,3.4990001,0,0.068999998,6.1929998,0.105,0,0.0040000002,0.003,0,0.001,0,0,0.75099999,0,0,0.001,0.048999999,0.139,0.052000001,0.035,0.057,0,0.039000001,0,0
"Democratic Republic of the Congo",102.8,1.3,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,4.1999998,1.91,39.099998,0.72000003,20.200001,161.7317,6.9683132,82.699997,14.6,21.799999,11,0,1.6,0.40000001,10,0,2.3,41.599998,0,0,2.4000001,13.4,0,0,0.5,0,1.89,9.1000004,7.8000002,1.1,0.60000002,0,0,0,0,0,0,0.212,0.011,0,0,0,0,0,0.105,0,0.96499997,0.52999997,0.25600001,0,0,0.012,0,0.95700002,0,0.0040000002,2.3,1.433,0.027000001,0.152,0,0,0,0,0,22.200001,36.700001,0.65100002,44.200001,0,0,0,0,0,0,0,1.6,7.5999999,3.4000001,0,0,0.89999998,0.89999998,0,0.33000001,0,0,0,1.8,4,0,0,0,1.14,0,0,0,0,9.1000004,0,0,0,0.40000001,35.599998,1.8200001,0,0.039999999,0.37,0,0,0,0,0.14,0,0,0,0,0,0.02,0,0,0,0,0,0
"Uganda",1.688,0.36899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,5.3699999,0,0,0,0.013,0,22.503,0.51999998,1.604,1.850279,0.079720497,6.5419998,1.975,0.37799999,0,0,0.02,0.041000001,0.133,0.303,0.442,13.593,1.2,0,0.33399999,0.029999999,0,0,0.033,0.62,0.016000001,0.47600001,0.176,0.73699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.003,0,0,0,0,0.57800001,0,140.03101,0.26300001,0.15000001,0.112,0.39500001,0,0.001,0,0,0.0020000001,0,0.001,0,0,0,0.226,0,0,0,0.0049999999,0.029999999,0,0,0.145,0.001,0.34299999,0,0,0.103,0.029999999,0.027000001,0.001,0.041999999,0.001,0,0.103,0,0,0,0.1,0,0,0.36700001,0,0.061999999,0,0,7.789,6.5430002,0,0.055,0.85100001,0,0.016000001,0,0,0.059999999,0,0,0,0.0049999999,0.142,0,0,0.36300001,0,0.003,0,0
"Kenya",77.821999,12.782,0,0,0,0,0.011,0.015,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,0,0,2.865,0,0,0,0.303,0.001,230.938,0.72600001,26.326,27.380301,1.179698,63.583,23.636999,2.3640001,0.12800001,0,0.156,1.119,15.709,0.82300001,5.0120001,53.345001,0.0099999998,0,1.141,3.3,0.87900001,0.028999999,1.719,0.34,1.831,15.487,5.1129999,11.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016000001,0,0,0.032000002,0,0,0,0,1.3789999,1.01,0,3.934,0,2.96,0.252,0,0.59399998,0,1.184,2.4990001,0,0.25299999,0,0,0,1.165,0.0060000001,0,0.025,0.0089999996,0,0.001,1.21,0,2.7980001,109.604,1.457,0.66900003,0.139,0.0020000001,0,0,6.408,93.43,0,0.022,0,6.2470002,0,15.9,0,0.14399999,14.084,0,10.491,0.145,1.112,158.60201,28.356001,0,0.91000003,3.27,0.0040000002,0.59200001,0,0,1.599,0,0,0,12.766,7.9330001,1.38,4.4169998,12.792,0,2.0380001,0,0
"Tanzania",33.292,10.021,0,0,0,0,0.0020000001,0.001,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5120001,0,0,0,0.0099999998,0,111.213,0.87,32.199001,33.506359,1.443643,21.084,7.3930001,1.622,0.035999998,0,0.052000001,0.324,2.483,0.28099999,0.37,29.922001,0,0,0.78899997,0.18700001,0,0.106,0.46200001,1.224,3.4189999,17.405001,6.3449998,20.931,0.76499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048999999,0,0,0.0040000002,0,0,0,0,0.018999999,0.012,21.030001,0,0.0060000001,0.0020000001,0.18099999,0,0.0049999999,0,2.8710001,1.898,0,0.037999999,0,0,0,0.046999998,0.72899997,0.1,0.014,0.0080000004,0,0,0,0,0.25799999,51.415001,0.0040000002,0.77999997,0.017000001,0,0,1.423,4.6729999,4.6329999,0,0.227,7.5960002,6.0339999,0,25.9,0,0,18.646,0,0.023,0.479,0.016000001,80.403,42.062,0,1.9859999,2.813,0,0.42500001,0,0,7.2620001,0,0,0,4.4109998,7.723,0.31,0,4.3769999,0,0.41299999,0,0
"Burundi",3.9300001,1.136,0,0.041999999,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0.017000001,0,0,0,3.95,0.033,3.033,12.76022,0.54978222,7.1040001,0.48199999,0.74400002,0.12800001,0,0.74800003,0.141,0,0.34999999,0.104,2.277,0,0,0.028999999,0.49599999,0,0.0020000001,0.639,0.75,0.0099999998,0.426,0.31900001,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0.02,0,0,0,0.0060000001,0.49000001,0,4.2810001,2.7030001,0,0.048,0.02,0,0,0,0,0.66100001,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0.0070000002,0,5.3509998,0,0,0.011,0,0,0,0.264,0,0.023,0.003,0,0,0,0,0,0,3.2279999,0,0.15899999,0.64700001,0.018999999,4.0209999,0.25,0,0.162,0.17200001,0.44400001,0,0,0,0.001,0,0,0.0060000001,0.012,0.111,0,0,0.47,0,0.001,0,0
"Rwanda",5.6069999,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0.017999999,0,0,0,0.001,0,0,0,0,0.333,0,0,0,0,0,4.3260002,0.0080000004,2.49,22.951139,0.98886442,8.0670004,0.94599998,0.23,0.016000001,0,0.77499998,0.127,0.061000001,0.111,0.19499999,3.3099999,0,0,0.034000002,0.0099999998,0,0,0.189,2.4549999,0.041999999,0.63300002,0.001,0.68199998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0.0060000001,0,0,0,0,0.75700003,0.52700001,12.57,1.251,0.72600001,0,0,0,0.234,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,8.9770002,0,0,0,0,0,0,0.07,1.447,0.63700002,0.0060000001,0,0,0,0,0,0,5.3299999,0,0.1,0.035999998,0,13.191,0.242,0,0.072999999,0.20100001,0.352,0,0,0,0.77399999,0,0,0,0.36000001,0,0.0099999998,0,0.022,0,0,0,0
"Somalia",1.841,0.050999999,0,0.0020000001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0.69999999,0,20.985001,0.0020000001,4.4489999,2.7897999,0.1202003,2.8959999,1.7920001,0.015,0.14,0,2.8180001,0,0.88599998,0,0.93199998,64.486,0,0,0.69800001,0.60100001,0,0.317,0.119,26.962,0.50999999,8.2370005,0.016000001,1.4809999,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.0089999996,0,0.0040000002,0,0,0,0,0,0,0.242,6.8559999,0.141,0,0,0,2.5420001,5.7280002,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0.02,0.0070000002,0,0,0.011,0.068000004,0,0.60900003,0.066,0,0.0040000002,0,0,2.306,0.003,1.684,3.069,1.77,0,0.317,0.0020000001,0,14.87,0,0,0,0.012,2.062,2.4430001,0,0.66900003,0.029999999,0,0.012,0,0,9.9989996,0,0,0,0,11.537,0.059999999,0.037,2.0209999,0,0,0,0
"Djibouti",2.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72000003,0,0,0,0,0,13.5,0,3.8,1.246302,0.053697702,26.700001,0.1,1.0700001,0,0,0,0,0.1,0,0,2.5,0.38999999,0,0,0.38999999,0.764,0,0,0,0.14,0,0.090000004,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086999997,0,15.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20999999,0,0,0,0.12899999,0,0,0,0.029999999,0,0,0,0.20999999,3.5999999,0.12899999,0,0,8.8999996,0,0,0,0,0,0,0,0,0.30000001,11.7,0,0,0.47,0,0,0,0,0,0.0099999998,0,0,0,0,0,0.02,0,0.13,0,0,0,0
"Ethiopia",35.512001,0.124,0,0,0,0,0,0,0,0,0.015,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,1.073,0,0,0,1.6,0,22.566999,0.182,8.8030005,2.895256,0.124744,7.9949999,5.9780002,0.62199998,0.029999999,0,2.108,0.83099997,2.539,3.056,4.632,39.199001,0.32600001,0,5.053,0.653,0.041000001,0.0080000004,0.67000002,6.474,0.025,9.415,0.237,4.086,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23100001,0,0,0.0049999999,0,0,0,0,0,0.046,5.73,0.0099999998,0,0.003,0.0099999998,0.64300001,0,0,0,0.097000003,0,0.58700001,0,0,0,0,0,0,0.0020000001,0,0,0,0.0060000001,0,0.021,1.5549999,0.214,0,0.156,0,0.0070000002,0,7.592,14.271,0.001,0.075999998,0,1.84,0,0,0,0,9.4519997,0,5.5770001,0,16.208,62.136002,5.401,0,1.314,0.93000001,0,0.31400001,0,0,2.6059999,0,0,0,0.33700001,3.1830001,0.0099999998,0,0.602,0,0.050000001,0,0
"Angola",38.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0.44999999,26.17,0,0,0,10.01,0,18.299999,1.48,43.900002,22.433439,0.96655917,33.200001,12.6,22.200001,63.5,0,0,0,2,0,0,19.700001,0,0,20.389999,0.1,0,0,5.6100001,0,0.02,43.299999,25.280001,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14399999,0,0.028999999,0,0.068000004,0,0.164,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0.141,4.099,0,0,0,0,0,0,0,0,0,0,0.33000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.200001,1.7,0,0,0.1,0,0,0,0,5.9299998,0,0,0,0,1.35,0.2,0,0.5,0,0,0,0
"Mozambique",10.477,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88999999,0,0,0,0,1.295,0,0,0,2.1040001,0,19.913,2.0599999,4.4520001,4.7551231,0.2048775,6.8860002,6.9349999,1.789,26.572001,0,0,0,0.79299998,0,0,7.4190001,0,0,0.27000001,2.21,0,0,1.118,0,3.1359999,5.1789999,0.90499997,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0040000002,0,0,0,0,0,0,0,0,0,1.396,2.3010001,0,0,0,0,0,0.287,0,0.079000004,0.012,3.1849999,55.027,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,1.146,0,25.243999,0,0,0,0,0.25999999,2.312,0,0,1.29,2.385,0,0,0,0,0,0,0,0,0.5,14.844,0.98500001,0,0.63300002,21.16,0,0,0,0,0,0,0,0,0.79000002,0.88300002,1.52,0.30000001,0.20100001,0,2.029,0,0
"Zambia",72.981819,10.415455,0,0,0,0,0.0036363637,0.036363635,0,0,0.039999999,0.058181819,0,0,0,0,0,0.032727271,0,0,0,0,0,0.14363636,0,0,0.039999999,0.038181819,0,154.01636,6.6199999,8.0900002,15.25282,0.65717763,19.24,7.4327273,1.5490909,0.28363636,0,0.0045454544,0.12818182,3.54,0.087272726,0.81727272,22.59,0.023636363,0,8.0463638,0.079999998,0.10090909,0,0.49000001,0.56727272,2.9509091,21.431818,3.419091,3.5418181,0,0,0,0,0,0.026363635,0,0.0018181818,0,0,0,0,0,0,0.00090909092,0.0054545454,0.0020000001,0,0,0.062727273,0,0,0,0,0.40000001,0.001,9.3681822,2.22,0.014,0,0,0,0.0027272727,0.27545455,0.061818182,0,0,4.6327271,48.768181,0.0063636363,1.5781819,1.2109091,0,0,0.28636363,0.0081818178,0,0,0,0,0,0.42181817,0.0081818178,0.66090912,0,0,0,0,2.840909,83.055458,0.20090909,0.045454547,0.00090909092,26.469999,0,0,0,0,8.4854546,0,0.72636366,0.055454545,0.059999999,32.193638,9.0836363,0,0.66363639,2.2154546,0,0.017272728,0,0,1.4136363,0,0,0,1.7872727,1.7727273,0.010909091,0.16727273,11.934546,0,0.67454547,0.001,0
"Zimbabwe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0.0958694,0.0041306,0,1.9,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4030001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malawi",11.614,2.0190001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,43.819,0.086000003,9.8179998,1.466802,0.063198097,3.0380001,1.082,1.171,0.132,0,0,0,0.60900003,0,0.001,4.2839999,0.0099999998,0,0.02,0.14,0.12800001,0,0,0,0.57999998,1.239,0.69400001,4.0190001,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0.108,0,0,0,0,0,0,3.02,2.654,6.3049998,0,86.836998,0,0,0,0,0,0.028999999,0,0,0,0,0,0,1.229,0,0,0,0,0,0,1.4630001,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.2,20.771999,3.369,0,0.60900003,0.0099999998,0,0,0,0,0,0,0,0,0.39399999,1.086,0,0,0.58999997,0,2.4070001,0,0
"South Africa",1058,79.699997,0.079999998,0,0,0,0,0,0,0,1.3,0.064999998,0,0.001,0.001,0.026000001,0,0,0,0,0,0.46000001,0.02,27.440001,0,1.077,3.5,5.8899999,1.7460001,985,10.56,145.39999,128.8485,5.5515189,498.29999,146.60001,36.490002,23.73,0,0,0,50.700001,0,0,264.39999,0.25999999,0,0,3.95,0.0070000002,0,0,0,22.99,79.5,33.68,22.559999,0.79699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,0,5.6999998,0,0,0,0,0,0,0,0,0,9.0039997,2.2030001,0,13.857,0,0,0,0,0,0,7.1810002,0,0,0,0,0,0,0,0.17,0,0,0,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,764.20001,3.9100001,0,0,0,0,21.993999,0,0,6.3499999,0,0,0,4.6100001,0,0.039999999,0,67.949997,0.059999999,4.7600002,0,0
"Lesotho",3.5999999,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.40000001,0,0,0,0,0.02,0,0,0,0,0.1,0,0,1.5,0,0,0,0,0,0,0,0,0,0.1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070000002,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,3.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.029999999,0,0,0,0
"Botswana",2.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,5.3000002,0.11,0,0.47934699,0.020653,0,0.1,0.029999999,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0.0099999998,0.18000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89999998,0.1,0,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
