"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"Japan",7860,2052.8001,26.42,16.6,20.104,60.59,25.223,190.26,14.15,0,1.855,0,0.791,311.1,2.003,31.013,4.308,26.59,162.134,124.396,132.77,731.5,14.187,20.537,145.18,397.11,66.969,56.631,3.793,226.1,168.88,19.973,1499.7999,161.52,887.8,606.8454,27.1546,987.5,242.9,221.27,125.69,0,238.1,237.38,248.4,55.03,20.9,98.4,21.68,1.6,104.44,845,45.585,20.3,109.3,547.8,161.05,407.5,261.93,48.86,6.929,0,0,0.293,0,3.32,3.807,1.017,15.831,21.7,61.112,83.25,1.9,5.187,384.286,13.4,69.618,15.484,11.694,1066.3,4.497,1.854,10.5,0.9971,105.2,44.307,109.606,54.243,10.317,16.589,1.8,17.1,32.196,30.2,27.8,259.7582,0,35.467,331.2,0,0.7,21.8,0.118,0.1,27.114,5.6,8.41,368.91,18.88,375,1.478,2896.2002,186.47,199.7,92.18,98.87,91.4,107.72,30.1,8194,150.065,18.2,3331.2001,179.54,702.37,2441.6,1138.13,74.171,1011,13,1879.4001,130.4,3298.9998,0,283.65,0,307.91,215.72,171.861,109.228,1.5,12.7,682.9801,0.7,0.1,68.8,1474.95,1543.29,59.68,6624.5998,3410.6401,241.7,150.34,9.397,63.19,6.152
"India",103.9801,158.28,0.01,0,0.064,0.1,0.198,3.54,0.431,0.01,0.165,0.01,0.053,12.71,0.389,0.213,0.094,1.485,0.157,0.21,0.24,7.16,0.893,0.558,0.23,6.08,68.668,0.09,0.474,1.62,0.68,1.393,126.25,32.75,31.22,85.4274,3.8226,98.34,16.61,6.04,5.91,0,12.46,15.81,10.17,11.54,1.37,103.42,1.72,9,61.15,4.42,4.095,9.58,2.78,157.63,19.47,47.55,11.74,57,0.408,0,9,0.03,0.01,1.3,0.001,5.81,23.288,4.7,1.234,1.85,3.92,0.385,1.876,0.6,5.119,0.121,0.848,39.56,0.065,0.039,0,0.0512,28.04,0.018,20.249,7.951,1.227,0.932,9.55,0.05,6.647,1.52,0,62.7109,0,6.422,0,0.1,14.7,2.48,0.367,0.38,27.053,1.97,20.57,6.04,5.03,34.3,21.112,313.22,0.97,924.97,46.77,25.89,4.63,11.59,6.81,135.59,50.052,34.59,8.32,6.34,23.93,40.71,43,3.032,12.22,9,3.42,45.46,18.91,283.65,0,0,3.56,35.5,3.988,138.845,2.21,58.07,13.9,0.08,9.06,92.13,170.05,9.1,11.8,118.88,50.87,0.14,14.91,0.01,6.598,0.326
"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pakistan",385.46,76.77,0.03,0,0.002,1.15,0.007,0.18,0.039,0,9,0,9.004,0.37,0.061,0.045,0.477,0.003,0.007,0.996,3.57,0.3,0.021,0.03,0.03,4.2,1.963,0,0.016,0.2,17.12,0.022,139.77,4.9,106.61,34.64,1.55,38.81,0.74,36.5,4.02,0,3.56,4.61,5.72,5.19,1.13,65.48,1.2,0,17.83,0.35,1.009,4.82,21.53,2.73,0.05,10.41,9.83,4.08,0.114,0,0,0.69,9,0.067,0.023,17.089,2.063,0.23,1.451,36.41,0.08,12.46,1.943,0.05,2.717,2.225,14.083,3.1,0.104,0.069,9,0.3027,0.12,0.079,28.577,0.872,0.198,0.088,11.19,0.8,0.329,0,0,0.5728,0,1.9,0,11.77,0.28,0.66,22.152,0,1.917,1.02,0.05,3.3,0.08,8.71,19.7,16.74,14.43,26.15,1.36,12.92,2.07,5.25,0,99.15,1.035,21.84,299.32,4.04,5,19.65,9.88,40.61,93.04,0,0.25,2.46,60.6,307.91,3.56,0,0,14.18,6.831,17.004,0.1,3.1,7.85,0.07,0.27,1.13,79.26,82.96,3.29,41.6,100.01,0.04,11.19,0,0.111,0.032
"Bangladesh",106.37,73.24,0,9,0,0.02,0.059,0.09,0,0,9,0,0,1.27,0,0,9.14,9.81,9,0.17,0.3,0,0.32,0,9,0.03,0.037,0.03,0,3.15,0.76,1.158,31.16,2.19,11.43,2.1153,0.0947,3.65,0.49,4.84,4.54,0,2.27,2.31,0.39,1.02,1.08,45.81,0,0,2.57,1.49,0.282,4.38,10.55,27.05,0.5,37.53,6.97,4.47,0.18,0,0,0,0,0,0.311,0.007,0.35,0.02,0.509,1.18,0,9,0.001,9,1.36,0,1.82,4.8,0.06,1.88,9,0.2144,9,1.526,1.596,1.414,0.211,0,0,9,9,9.51,28.68,0.1536,0,0.02,9,9,9,0.02,0.741,9,0.583,0.09,1.67,1.53,5.65,0,18.35,35.77,8.44,32.61,5.03,9.69,9.01,1.15,0,86.13,0,0,18.78,0,0.14,71.35,0,0.92,48.4,9,4.59,0.21,16.89,215.72,35.5,0,14.18,0,13.675,2.495,0.01,8.48,12.69,0,0,0,19.43,59.13,0.69,1.78,34.87,0.2,2.92,9,0.002,0
"Myanmar",30.248,3.111,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14.171,0,0,0,0,17.247,0,9,0,0,9,39.805,0.014,0.166,4.3456,0.1945,15.903,7.016,1.703,0.052,0,0.398,0.167,0.622,0.039,8.622,0.905,0.03,0,0.245,0.038,0,0.063,0.753,1.116,0.685,0.043,1.859,2.827,0.057,0,0,1.413,0,4.48,9,0,9,0,0,21.008,0,9,0,2.473,0,9,0,0.039,0,0,0,9,9,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,9.017,9,0.747,0,0.497,0,3.42,0,0,0.035,0.003,0,0.759,9,0,0,0.084,0.2,0,9,2.5,0.15,9,1.8,0.59,0,12.136,9,0,2.455,3.412,171.861,3.988,0,6.831,13.675,0,12.541,1.431,0,13.126,9,9,1.23,10.762,44.281,0.03,55.43,5.427,0,1.22,0,0.04,0
"Sri Lanka",34.519,2.811,0,0.067,0,0,0.111,0.01,0.445,0,0,0,0.005,11.629,0.122,0.145,0.125,0.112,0.006,0.034,0.1,0.041,0,0.006,0.603,1.15,2.481,0.299,0,2.989,1.54,0.504,42.614,4.002,11.939,4.0775,0.1825,1.363,2.113,7.791,3.503,0,0.081,13.987,2.284,2.924,0.694,14.947,0.297,0,1.557,1.389,0.364,0.145,20.13,19.86,0.909,4.726,3.177,1.177,0.057,0,0,0,0,0,1.282,0.014,0,0,0.002,0.01,0.199,0,0.001,0,0.031,0,0.09,0.1,0,0,0,0,0,0.038,1.032,0.975,0.063,0.02,1.074,0.688,0.007,0,0.038,0.0335,0,0.014,6.055,0,0.155,0.027,0,0,0.368,0.029,0.35,0.13,12.25,0.15,0.246,14.516,2.324,15.378,24.58,14.831,0.056,7.966,0.4,64.918,7.58,1.455,18.366,2.576,0,4.947,0.65,1.534,4.347,0,1.935,3.611,21.754,109.228,138.845,0,17.004,2.495,12.541,0,0.225,0.065,7.005,0,0,0.001,8.091,72.212,0.602,3.038,31.655,0.008,2.941,0,1.771,0.014
"Maldives",0,0,0,0,0,0,0,0,9.002,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,9.4786,9.0214,0,9,0,0,0,0,0,0,0,0,0.4,0.03,0,0,0,0,0,0,0,9.15,0,9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0075,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.909,9,0,0.03,0,0,0,0,9,0,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,1.5,2.21,0,0.1,0.01,1.431,0.225,0,0,0.04,0,0,0,0.14,0,0,0,0.01,0,0,0,0,0
"Nepal",1.6,0,0,0,0,0,9.211,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.14,9,7.4,9,0.5,0.5743,0.0257,0.3,0.3,0,9,0,0,0,0,0,0,10.2,0,0,0.02,0,9,0,0,0,9.78,10.8,9.01,0.11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.536,0,0,0,0,0,0,0,0,0,9.001,0,0,0,9,0,0,9,0,0,0,0,0,0,9.303,0,3.501,9,1.01,0,0,0,0,9,0,0,0.12,0,0,0,0,0,0,0,0,0.01,0,0.1,9,0,0,0,0,0,4.1,12.7,58.07,0,3.1,8.48,0,0.065,0,0,0.65,0,0,0,0.15,1.12,0.2,0,1.69,9,0.09,0,9,0
"Thailand",476.15,53.73,0.11,0,0.086,0.01,0.084,0.15,0.115,0,0.021,0,9.03,7.34,0.891,0.055,1.939,5.2,0.001,1.317,0.07,1.31,0.412,0.007,0,0.08,89.674,4.33,0.23,0.74,2.45,0.01,119.58,21.67,268.05,29.8637,1.3363,58.29,23.01,7.14,1.3,0,4.63,13.63,1.26,3.62,10.67,15.52,0.05,0,2.66,7.52,0.303,4.02,4.72,32.55,24.71,51,20.87,9.95,0.168,0,0,0,0,3.33,0.046,52.162,2.48,0,0.135,0.1,0,1.07,4.58,0.66,2.1,0.06,0.877,66.19,0.035,0,0,0.1044,0.07,0.043,3.047,4.252,0,0.384,16.24,1.06,3.192,1.3,14.2,7.0155,2.39,0.03,0.53,0,12.66,0.63,0.973,0,7.477,0.6,6.94,17.44,1,0.1,11.03,22.69,6.13,57.77,2.54,9.9,2.54,3.74,7.89,375.93,0.563,8.74,58.88,18.02,319.65,36.14,4.26,2.34,158.5,9,130.4,9.21,45.71,682.9801,13.9,0,7.85,12.69,13.126,7.005,0.04,0.65,0,8.34,29.12,20.76,159.92,165.85,15.1,162.55,107.37,0.07,21.57,0,1.756,0
"Cambodia",0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.002,9.054,9,0,9,0,0,0,9,9,0,0,0,0,0,0.7,0.07,0.1,0,0,0.6,0.1,0,9,0,0,0,0,0,0,2.2,0,0,0,0.01,9,0,0,0,0,9,0.06,0.02,0,0,0,0,0,9,9,0,0,0,9,0,0,0,0,0,0,9,0,0,9,0,0,9,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.47,0,0,9,0,0,0,0,0,0,0,3.1,9.002,0,0,0,9,0,9,0,0,0,0,0,0,0.7,0.08,0,0.07,0,9,0,0,0,8.34,0,0,0,0,7.69,0.24,0,1.39,0,0.23,0,0,0
"Laos",0.7,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,9,0,0,9,9,0,9,0,0.5,9,9.2,1.7229,0.0771,0.7,0.1,9,9,0,0,0,9,0,0,1.9,0,0,0.07,9,9,0,0,0,9,14.4,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,0,9,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,9,0,9,0,9,0,0,0,0,9,0,0,0.11,0,0,0,0,0.8,9.003,0,0,0.01,0,0,0,0,0,0,0,0,0.3,0.1,9.06,0,0.27,0,9,0,0,0,29.12,0,0,0,0,9.2,0,9,0.05,9,9,0,0,0
"Vietnam",0.1,19.2,0,0,9,9,0,0,0,0,0,0,0,9,0,9,0,0,9,0,0.04,0,0,0,0,9,0.49,0,0,9,9,9,12.2,0,8.3,33.2138,1.4862,94,2.4,0.29,0,0,0,22.69,21.5,20.38,0,51.9,9.06,0,1.05,31.15,0,0,11.88,0,3.53,55.3,11.56,8.39,0,0,0,0,0,0,9,0.005,0,0,0.008,0,0,9,0,0,0,0,0.001,0,0,9,0,0,0,0,0,10.42,0.011,0,0,0,9,0,0,0,0,9,0,0,0,0,0.033,0,0.001,0,0,23.92,0.09,0,0,9,0,0,0,0,0,0,0,3.6,0,0,9,0,9,0,9,0,0,0,0,0,12.6,68.8,92.13,0,1.13,0,1.23,0.001,0,0,20.76,0,0,0,1.04,31.75,0,1.6,22.65,9,0.84,0,0,0
"Malaysia",1078.75,1.34,0.01,12.68,9,0.18,0.429,0.42,0.371,0,9.05,0,9.045,5.26,0.055,0.12,0.046,0.001,0.002,0.112,2.01,3.25,0.471,0.59,1.44,0.1,31.395,0.74,0.83,10.16,7.75,5.983,30.24,12.11,233.43,60.6654,2.7146,223.05,13.42,135.12,15.05,0,16.83,7.68,42.68,22.56,25.28,196.31,0.01,0.1,17.62,15.15,1.898,23.43,30.54,248.26,5.67,32.72,2.85,19.31,0.118,0,0,0,0,9,0,0.207,0,0,0.043,1.55,0,0,0.243,0,0.859,0,0.576,3.56,0.048,0.01,0,0.0268,3.35,0.05,5.888,8.243,0.009,0.702,0,0,0.129,0,2.11,2.3709,0,0.803,0.84,0,0,0.37,1.251,9,9.083,0.6,7.1,5.38,1.25,0.36,0.64,25.32,5.16,58.56,1.87,5.78,0.25,1.58,0,214.68,3.34,2.8,285.58,3.4,2.84,37.4,8.37,3.08,33.47,0,1.14,3.4,269.67,1474.95,170.05,0,79.26,19.43,10.762,8.091,0.14,0.15,159.92,0,0,1.04,0,1757.9201,24.67,32.78,255.44,2.6,1.63,0,1.177,0
"Singapore",992.22,59.85,0,2.87,0.325,0.1,0.295,2.26,0,0,0,0,0,35.12,0,0.072,0.419,0.059,1.833,1.823,10.58,6.32,0.245,0,1.09,9.78,88.038,0,2.85,8.51,9.72,1.218,235.07,4.28,0.38,30.0264,1.3436,8.3,23.62,4.2,1.61,0,3.57,24.84,11.01,3.05,1.19,90.23,1.93,9.03,22.21,7.07,4.231,1.78,5.64,157.7,0.5,92.12,4.55,21.38,0.507,0,0,9,0,9,9.164,0.002,9,0,0.043,2.02,9,0,132.33,0,1.36,0,0,19.34,0.389,0,0,0.0715,0,0.149,35.516,0.633,0.072,0,0,0,4.587,0,65.33,0.2309,0,1.824,0,0,0,0,6.502,0,14.543,4.2,1.21,8.21,0.55,2.53,4.73,195.99,10.08,562.72,21.58,5.56,4.93,2.95,26.17,1577.89,67.482,6.82,722.78,157.05,37.23,175.91,32.43,6.39,306.52,0,245.69,29.37,78.54,1543.29,9.1,0,82.96,59.13,44.281,72.212,0,1.12,165.85,7.69,9.2,31.75,1757.9201,0,11.72,1416,8.17,102.85,85.67,5.823,16.841,3.78
"Philippines",137.03,8.61,0.11,0.02,0.006,1.31,0.061,0.27,0.066,0,9.026,0,9.018,1.61,0.068,0.04,0.199,0.012,0.112,0.28,0.32,4.59,0,0.14,0.8,4.39,63.205,0,1.693,1.28,0.78,0.246,35.92,1.21,40.46,2.7566,0.1234,5.12,4.13,27.52,5.93,0,0.62,6.26,12.19,0.68,3.97,9.76,1.04,0,1.09,4.85,0.396,9.03,2.2,74.61,6.39,14.18,8.16,10.91,0.179,0,0,0,0,0,0,0.026,0.16,0,0,2.61,0,0,6.38,0.05,0.008,0.12,0.381,0.03,0.163,0,0,0.6483,0.44,0.14,2.96,0.43,0,0,0.01,0.01,0.12,0.02,3.43,0.1991,0,0,0.54,0,9,4.17,0.061,0,0.144,0.04,0.32,2.21,0.35,2.91,0.31,41.08,0.66,173.03,1.78,0.63,0.67,0.2,0.89,358.01,6.096,0,299.6,88.35,1.73,15.3,4.19,0,80.01,0,112.4,0.31,44.67,59.68,11.8,0,3.29,0.69,0.03,0.602,0,0.2,15.1,0.24,0,0,24.67,11.72,0,140.98,133.22,4.02,56.02,0,1.103,0
"Indonesia",2873.6999,32.5,43.17,7.1,0.052,0,0.981,92.81,0.153,0,9,0,0,0.3,1.756,0.073,0.394,1,0.422,0.022,0.03,2.3,0,0.184,0.1,0.67,15.504,0,0.1,0.1,18.73,0.006,83,3.18,144.5,31.5866,1.4134,89.6,19.9,54.12,22.31,0,1.4,1.01,3.8,1,8.2,257.9,5.41,0,19.63,11.17,0,1.4,12.61,41,15.71,13.9,3.43,31.61,0.141,0,9,0,0,9,0.1,4.499,9,0,0.009,0,0,0,10.5,0,7.496,0,0.047,0.5,0,0,0,0.0136,0,21.788,13.368,7.43,9,9,0,9,0.2,0,11.3,8.3645,0,0,0.4,0,0,0,68.1,0,0.791,9,2.92,0.57,1.47,0.2,0.8,1,2.19,33.3,3.96,0,0,0.1,0.5,342.6,0.088,0,1,1.26,0,5.4,0.27,0,131.6,0,118.6,21.5,474.9,6624.5998,118.88,0,41.6,1.78,55.43,3.038,0,0,162.55,0,9,1.6,32.78,1416,140.98,0,9.63,0,28.89,0,0.095,9
"Australia",1763.8701,98.04,8.12,1.44,0.091,0.41,4.098,19.33,7.514,0.04,0.174,0,0.096,14.87,2.841,1.033,1.271,0.471,0.477,1.089,1.02,10.55,0.898,0.15,10.44,6.39,50.809,0.18,0.08,14.81,53.88,1.193,924.66,43.37,67.14,67.9495,3.0405,219.22,32.19,36.65,40.8,0,3.07,121.24,9.63,44.29,6.03,56.58,5.08,0.01,79.18,26.03,0.032,1.68,39.8,491.38,98.83,237.74,35.79,43.78,23.833,0,0,0.01,0,0,0,2.209,0.006,0.02,0.022,3.93,1.22,0.372,0.259,1.85,7.064,0.007,0.074,5.04,0,0,0,0.05,1.84,14.826,11.052,2.156,0.066,0.037,0.49,0.05,0.052,0.16,0.02,10.82,0,2.087,33.28,0.02,0.04,0.4,0.526,0,28.012,2.6,0.91,6.56,0.29,51.9,0.2,109.76,3.45,62.21,54.55,2.49,4.14,4.57,4.75,282.23,23.902,13.93,168.91,55.58,28.15,34.78,30.08,0.79,802.28,0,113.03,21.08,426.96,3410.6401,50.87,0,100.01,34.87,5.427,31.655,0.01,1.69,107.37,1.39,0.05,22.65,255.44,8.17,133.22,9.63,0,288.81,342.36,18.66,146.638,11.112
"Papua New Guinea",42.6,4.6,9,0,0,0,0,0,0,0,0,0,9,0.56,9,9,0,0,0,0,0.01,0,0,0,0,0,0.212,9,0,0,0,9,42,2.06,17.6,10.146,0.454,22,0.1,37.06,0.01,0,9,0,1,9,9,1.3,0,9,0.06,0,0,9,0,21.327,0.19,0.1,1.08,2.72,0,0,0,9,0,9,0,9.001,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,9,0,9.053,9,9,0,9,0,0,0,0,9,0,0,0,9,0,9,0,9,9,0,0.004,0.4,9,0,0,0.01,9,0,0,0,18.607,0,10.937,9,5.7,241.7,0.14,0,0.04,0.2,0,0.008,0,9,0.07,0,9,9,2.6,102.85,4.02,0,288.81,0,21.52,1.736,0.095,0.033
"New Zealand",172.95,21.65,0.3,10.83,0.069,1.74,2.907,9.05,4.449,0.375,0.347,0,0.162,5.19,0.393,0.075,3.339,0.07,0.039,5.214,0.87,7.7,0.543,0.198,3.59,20.14,11.111,0.01,0,0.68,10.46,0.143,204.05,16.85,20.53,49.3899,2.2101,106.53,2.04,11.11,4.64,0,2.06,14.87,0.39,0.31,5.98,85.38,6.57,9,12.86,68.78,6.942,0.88,2.36,188.84,3.92,22.67,0.1,0.65,2.42,0,0,0,0,0,0,0.004,0.16,0,0.04,0.12,0,0,0.013,0,18.651,0,0.106,2.5,0,0,0,0.09,0.04,2.039,1.525,2.328,0,0.07,0,9,0.03,0,1.25,0.18,0,1.734,4.12,9,9,0.01,0.07,9,9.384,0.3,3.99,1.49,1.96,1.01,0.99,4.63,0.24,33.38,3.22,3.34,0.07,0.37,2.96,111.94,0.119,0.06,61.42,68.94,0.9,8.9,2.62,0.05,52.5,9.01,7.73,9,62.12,150.34,14.91,0,11.19,2.92,1.22,2.941,0,0.09,21.57,0.23,9,0.84,1.63,85.67,56.02,28.89,342.36,21.52,0,3.774,51.898,14.075
"Solomon Islands",2.767,0.348,0,0,0,0,0,0,0,0,0,0,9,4.895,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4.025,0,10.314,0.2872,0.0128,2.85,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.696,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027,0,0.223,0,0.3,9.397,0.01,0,0,9,0,0,0,0,0,0,0,0,0,5.823,0,0,18.66,1.736,3.774,0,0.363,9
"Fiji",11.961,6.507,0,0.027,0,0,0.083,0.01,0.011,0,0,0,0,0.046,0,9,0,0,9.005,0,9,0,0,0,0,0.384,2.508,0,0,0,0.007,9,55.516,0.126,0.087,0.2489,0.0111,2.201,0.649,0.128,0.026,0,0.114,0.127,0.149,0.12,0.551,1.963,0,0,0.012,0.002,0.07,0,0.289,0.03,0.009,1.849,0.213,4.02,0.013,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.002,0,0,0,0,0,0,0,0.004,0,0.273,0.162,0,0,0,0.023,0,0,0,0.004,0.42,0,0,0.035,0.006,0.003,0.012,0.015,0,9.049,0,0.019,2.2,0,0,0,0,0,0.1,0,0,7.465,0,7.209,0.153,0.775,63.19,6.598,0,0.111,0.002,0.04,1.771,0,9,1.756,0,0,0,1.177,16.841,1.103,0.095,146.638,0.095,51.898,0.363,0,2.194
"Samoa",3.6,0.21,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9.024,9,0,9,0,0,9,0,9,0,0,0,0,0,0.007,0,0.673,0.0383,0.0017,0.07,0.1,0,0,0,9,9,0,9,9,0,0,0,0,9,0,0,9,0,0,4.038,0.33,0.02,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.348,0,0.598,0,0.8,6.152,0.326,0,0.032,0,0,0.014,0,0,0,0,0,0,0,3.78,0,9,11.112,0.033,14.075,9,2.194,0
