"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Sri Lanka",115.09,19.959,0,0.0020000001,0,0.0060000001,0.0089999996,0,0.021,0.0040000002,0,0,0,0,0.198,0.003,0.063000001,0.022,0,0.001,0,0.001,0,0,0,0.037,0.033,0.071999997,1.442,0.001,0,0.064000003,0.098999999,0.169,116.279,2.5309999,22.361,22.095791,1.044205,36.966999,11.316,4.3119998,0.37400001,0,0.34,0.35800001,0.96600002,1.069,1.227,12.206,0.074000001,0,1.302,0.025,0.249,0.075999998,0.91000003,3.7739999,1.0420001,25.666,2.573,4.6209998,0.0020000001,0,0,0,0,0.0049999999,0,1.397,0,0,0,0.014,0,0.0089999996,1.205,0,0.018999999,0,0,0,0,0,0,0.003,0,2.0510001,2.197,0.013,0,0,0,0.013,0,0,0.026000001,0.024,0.95700002,0.001,25.105,0,0.016000001,0.12899999,0,0,0.44999999,0.011,1.692,0,0,0,0.51099998,205.8,10.387,0.31200001,1.1950001,0.022,0.032000002,0.22499999,0.0020000001,219.3,0.0060000001,0,2.2219999,0.167,0,1.429,0.003,0.015,41.973,0,43.57,0.02,35.582001,269.87201,72.866997,0,17.648001,0.17200001,17.732,0,1.745,0,14.975,0.013,0,2.349,76.466003,105.95,9.8559999,0.213,41.929001,0.0099999998,3.855,0,0,0.0049999999,0.003
"Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,1.3654701,0.064529501,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.011,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,2.53,3.2225885,0,0.066,0,4.0670943,19.555799,0,0,0.27500001,0,0,0,0.99000001,30.811001,0,0,0.20900001,0,0.011,0,0,0,0
"Nepal",6.8200002,0,0,0,0,0,0,0,0.0098999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0200005,0.088,2.75,0.52518088,0.024819,4.29,0.88,1.661,0,0,0,0,0.11,0,0.58340931,0.55000001,0,0,0.28600001,0,0,0,0,0,1.045,0.55000001,0.38499999,0.42899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.209999,0,0.33000001,0,23.76,59.509998,56.180073,0,0.14300001,0.11,0,0.098999999,0,0,1.947,0,0,0,1.0779999,9.5150003,0.50599998,0,2.5739999,0,0.37400001,0,0,0,0
"Thailand",1144.1,120.39,0,0,0,0,0,0,0.090000004,0,0,0,0,0,22.459999,0,0.28999999,0.0099999998,0,0.050000001,0.89999998,2.3,0.40000001,5.2199998,0,0,0,3.74,63.919998,0.44999999,0.07,1.59,4.2199998,0,218.37,18.700001,98.830002,60.844601,2.8754001,126.88,79.889999,22.379999,6.6900001,0,7.5700002,8.6599998,10.08,6.2399998,6.71,91.589996,0.40000001,0,3.1600001,1,1.64,4.73,13.14,13.02,13.36,59.650002,28.66,33.43,0.18000001,0,0,0,0,0,0.44,0,0,0,0,1.78,0,0.58999997,0,0,5.5900002,0,7.1399999,0,0,0,0,0.0099999998,1.09,0,2.72,0.23999999,0.0099999998,0,0,0,0,0,1.09,7.79,6.5900002,0,0.91000003,0,8.9700003,1.75,0.0099999998,0,0,0,0.14,0.91000003,0,0,7.79,5.5100002,2.3599999,0,6.46,0,0,0,17.48,1296.3,7.4299998,0,14.97,47.259998,183.45,37.990002,24.42,0.039999999,233.64999,0,239.17,6.3499999,156.03,2003.61,36.07,0,8.5299997,6.6300001,14.88,6.3299999,3.75,0.029999999,0,0,1.6900001,0.82999998,444.10001,541.47998,19.299999,23.15,166.38,0.0099999998,36.759998,0,0,0.02,0
"Cambodia",1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.33000001,0,0,1.54,0,0,0,0,0,0,0,0,0.36463082,0.22,0,0,0.022,0,0,0,0,0,0.352,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55000001,0,0,0,0,5.8299999,0.15124062,0,0,0,0,0.0198,0,0,1.694,0,0,0,0.066,35.651001,0.935,0,0,0,0,0,0,0,0
"Laos",0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.98,0,0,5.0599999,0.11,0.066,0,0,0,0,0.33000001,0,0.94804013,0.11,0,0,0,0,0,0,0,0,0,2.53,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0,0,0.176,0,0,0,0,0,36.806,0,0,0,0,13.211,0,0,0.066,0,0,0,0,0,0
"Vietnam",35.310001,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,1.76,0,6.71,3.1510861,0.14891431,25.74,0.76999998,1.969,0.022,0,0,15.092,0.11,20.867001,23.044668,16.059999,0,0,0.066,10.263,0,0,2.6619999,0,4.257,24.75,1.551,10.142,0.1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.42,19.393702,0,0.28600001,0,1.9077458,0,0,0,0.583,0,0,0,0.60500002,38.202999,2.4749999,0,1.364,0,0,0,0,0,0
"Malaysia",2181.4099,147.53999,0,14.87,0,0,0.11,0,0.189,0,0,0,0,0,7.0599999,0.0099999998,0,0,0,0,0.147,3.78,0.25,2.8299999,0,0,0.27000001,3.76,47.040001,34.990002,4.6799998,2.76,5.4099998,0.22,507.42001,13.16,88.290001,55.583241,2.6267581,161.75,70.879997,21.809999,2.76,0,4.71,20.23,12.77,1.91,7.0999999,124.09,0.02,0,2.6300001,1.65,0.18000001,1.35,5.3299999,27.440001,16.530001,89.449997,27.360001,32.91,1.1,0,0,0,0,0,0,0,0,0,0,7.27,0,0,0.0020000001,1.59,3.3199999,0.38,0.16,0.039999999,0,0,0,0,10.17,0,3.1600001,4.77,0,0,0,0.0099999998,0.16,0.11,3.4200001,4.8499999,1.02,0.34,0,0,0,0.73000002,0.31999999,0,0.18000001,0,2.74,0.54000002,0,0.33000001,0.94,57.18,1.83,0.43000001,1.24,0,0.0099999998,3.78,0,403.95999,1.15,0,0.0099999998,1.04,96.730003,76.419998,0.0099999998,0,276.92999,0,316.23999,1.3099999,260.01999,3101.3601,78.5,0,6.6399999,4.73,22.379999,14.91,0.0099999998,0.2,460.44,0,10.9,2.1500001,0,1781.9301,155.8,68.790001,563.58002,0.83999997,102.89,0,0.029999999,13.7,0
"Singapore",3632.1299,102.74,0,0.22,0.070791617,0,0.039000001,13.16,0.003,0,0,0,0,0,6.7800002,0,0.58099997,0,0,0.096000001,0.30500001,68.260002,1.77,26.93,0,0,0.43000001,7.5300002,98.940002,0,1.3200001,7.1100001,22.629999,0.37,798.72998,12.69,211.23,105.5041,4.9859209,527.71997,195.44,43.900002,5.2199998,0,10.92,13.2,35.91,2.49,10.71,275.22,0.19,0,4.1100001,4.52,0.090000004,3.9400001,2.72,82.339996,22.200001,167.31,123.83,65.690002,0.37,0,0,0,0,0,0,0.192,0,0,0,16.469999,0,0,108.39,0,7.0500002,0,0,0.15000001,6.4619999,0,0,0.047473412,0,7.5300002,79.599998,19.51,0,0.32699999,0,0,4.9200001,0,19.34,0.98000002,6.4699998,0.60600001,0,0,0,0,35.259998,0,0.75999999,0,2.1900001,0.0099999998,0.1,0.75999999,1.1799999,897.40002,32.82,0.43000001,10.92,23.67,0.16,0,40.27,4412.5698,0.34,18.26,439.23999,422.48001,10.42,376.66,124.97,0.2,880.51001,0,611.65997,10.39,347.29999,5044.04,190.08,0,44.32,9.9700003,60.540001,118.3,3.6600001,1.97,529.5,0.1,1.04,21.18,3777.6299,0,102.26,3120.8999,656.59003,7.8800001,103.71,0.204,0.16,5.0900002,0.86000001
"Philippines",1860.92,81.970001,0.36000001,0,0.029999999,0.11,0,0.74000001,0.18799999,0,0,0,0,0,90.349998,0.0020000001,0.55000001,0.16,0,0,0.1,0.16,0.1,0,0,0,2.26,16.120001,117.77,0,0,3.5699999,2.02,0.28999999,173.31,11.11,92.32,41.909439,1.9805599,106.42,53.48,65.900002,1.5700001,0,2.79,2.28,10.34,0,4.0300002,50.32,0,0,0.23999999,0.12,0.029999999,2.99,5.7399998,13.21,6.0100002,37.630001,4.8699999,40.369999,0.02,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0.31,0,0,0.55000001,0,0,0,0.0099999998,0,0,2.2,0,0,0,0,0,0,0,10.54,0,3.25,0,0.2,0,0,1.64,0,0,0,0,0.050000001,0.31999999,0,0.039999999,0.079999998,0,0.0099999998,0,0.059999999,0,0,0,5.9400001,941.72998,0,0,297.89001,18.41,56.400002,181.73,0,0,222.7,0,231.75,0.039999999,160.62,1661.9,9.6700001,0,0.76999998,0,0.0035054358,0.20999999,0,0.039999999,32.57,0,0,0,121.97,230.11,0,152.8,256.14001,10.8,82.139999,0,0,0.02,0
"Indonesia",2417.2,138.10001,0,10.1,0.221659,0,0,0.02,0.39500001,0,0,0,0,0,10,0,2.5,0,0,0.2,0.122,0.40000001,0.5,1.1,0,0,0,13.3,99.900002,0,2,15.2,9.6000004,0.1,445.29999,4.4000001,184.8,92.049896,4.3501019,571,302.79999,93.400002,0.60000002,0,5.3000002,14.9,78.800003,4.1999998,8,104.5,0.31,0,4.6999998,3.0999999,0,0.5,31.4,39.400002,24.9,78.900002,9,53.5,0.479,0,0,0,0,0,0.60500002,0.0070000002,0,0,0,9.5900002,0,0,0,0,1,0,0,0,0,0.40000001,0,0,0,0.1,3.9000001,21.4,0,0,0,0,0,0,17.700001,11.7,2.904,0,3,0,0,0,52.299999,0,0,0,46.799999,0.30000001,29,1.8,0.69999999,0,3.4000001,0.80000001,6.0999999,0,0,14.8,0,1133.7,0,0,0.1,37.029999,0,0.1,0,0,230.89999,0,459.5,9.1999998,304,4278.6001,225.5,0,18.5,3.8,25,0.2,0,0,198.60001,0.1,0,4.3000002,56.5,2819,227.7,0,364.70001,0.30000001,95.699997,0,0,0.02,0
"Australia",5790.9302,600.87,4.5700002,0.51999998,0.54000002,0.090000004,1.53,11.38,0.33000001,0,0,0.02,0.0099999998,0,30.77,0.30000001,1.5599999,0.41,0.12,0.56999999,1.01,9.8199997,2.4400001,0.85000002,0.40000001,0,3.76,3.45,170.55,0.44,0.1,1.77,5.7600002,0.70999998,1926.9,101.06,405.66,152.4362,7.2038422,654.31,239.62,77.809998,23.82,0,9.1499996,15.58,64.75,8.3199997,33.349998,605.94,1.15,0.0099999998,17.57,22.799999,0.77999997,3.7,19.18,14.09,141.92,330.64999,52.419998,86.089996,0.47999999,0,0,0,0,0,0,0,0.55000001,0,0,6.4200001,0,0,0,0,6.23,0.029999999,0.079999998,0.76999998,0.0099999998,0,0,0.0099999998,0.49000001,8.4300003,3.3800001,4.5999999,0,0.07,0.0080000004,0,0.79000002,0,1.1799999,1.27,4.1399999,8.2299995,92.709999,0.15000001,0.050000001,31.209999,0.41999999,0,1.25,0,0.44999999,8.9799995,0.059999999,0,0.34,104.31,4.9200001,3.79,0.23,0,0.34999999,3.1500001,73.300003,1330.76,0,0,271.07999,46.990002,28.58,410.26999,117.4,1.37,351.13,0,750.60999,0.13,368.53,5351.52,141.87,0,28.6,18.49,0.61000001,14.61,0,0.18000001,86.160004,0,0,0.69,223.53999,792.32001,100.03,815.39001,0,68.809998,803.22998,0.25,0.94,27.91,1.1
"Papua New Guinea",95.579002,5.2049999,0,0,0,0,0.015,0,0,0,0,0,0,0,0.054000001,0,0,0,0,0,0,0,0.003,0,0,0,0,1.382,4.3559999,0,0.149,0.215,0.048999999,0,50.707001,0.237,3.368,1.5468971,0.073103398,6.6820002,1.473,0.47799999,0.071999997,0,0.074000001,0.033,1.78,0.161,0.097999997,3.3399999,0,0,1.022,0.0089999996,0,0,0.0060000001,0.050999999,1.256,2.6619999,2.6010001,1.288,0.001,0,0,0.001,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0,0,0,0,0,0,0.001,0.0089999996,1.302,0.030999999,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0,0,0.0040000002,3.457,0.0099999998,0,0,1.071,0.0089999996,0,0,0,0,0.001,0,0.034000002,0,15.465,0,7.5609999,0.035999998,4.5749998,160.661,1.564,0,0.021,0.375,0.022,0.085000001,0,0,1.378,0,0,0,3.9679999,164.291,3.402,0.14399999,461.09299,0,60.625999,0.003,0.23800001,0.20100001,0.066
"New Zealand",929.84003,137.09,3.4300001,4.6300001,0.0099999998,0,5.1100001,0.079999998,0.1,0.0099999998,0,0,0,0,4.2800002,0.0099999998,0.039999999,0,0.15000001,0.31,0.11,0.029999999,0.12,0.0099999998,0.07,0,14.61,0.38999999,20.52,0.0070000002,0,0.15000001,0.52999997,0.02,544.72998,11.21,61.189999,32.91452,1.555477,68.370003,43.599998,16.110001,3.6500001,0,1.49,8.6700001,11.35,30.299999,5.3600001,83.459999,0.16,0,0.80000001,2.74,0.039999999,0.059999999,0.95999998,9.6499996,10.35,46,12.9,22.1,0.039999999,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,10.69,0,0.039999999,4.1999998,0,0.039999999,0,0,0.039999999,0.43000001,1.75,1.3200001,0,0,0,0,0.039999999,0,0.039999999,0,2.3499999,0.80000001,14.86,0,0,0.58999997,0.02,0,0.07,0,0.13,0,0.0099999998,0,0.0099999998,0.18000001,0.75,1.22,0.029999999,0,0,0,6.3400002,159.92,0,0,16.200001,44.880001,0.13,25.42,0,0.11,44.060001,0.0099999998,64.330002,0,74.919998,1048.46,27.360001,0,3.3399999,4.3499999,0.18000001,7.6100001,0,0.11,14.14,0,0,0.02,31.440001,260.60001,7.3800001,231.5,1102.58,5.52,0,0,1.47,24.43,6.0300002
"Vanuatu",0.60299999,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,0,0.208,0.076389998,0.00361,4.553,0.072999999,0.125,0,0,0.0099999998,0,0,0,0,0.18700001,0,0,0,0,0,0,0,0,0,0.072999999,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71700001,0,6.6110001,0,0,6.4439998,0,0,0,0.0099999998,0,0.317,0,0,0.052000001,0,0,0,0.021,5.02,0.030999999,0,16.319,0.156,5.1040001,0,0.301,5.6339998,0
"Solomon Islands",3.4979999,0.094999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.825,0.029999999,0.1,0,0,0.1,0,0,0.0099999998,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1129999,0,0.58700001,0,0.1,8.9169998,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0.090000004,11.106,0,0,21.459,1.368,5.2810001,0.028000001,0,0.92400002,0
"Fiji",18.740999,2.3870001,0,0,0,0,0.018999999,0.001,0.046,0,0,0,0,0,0.052999999,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0.329,0,0,0.001,0.0049999999,0.0020000001,21.232,0.052999999,1.841,1.4036649,0.066334598,2.928,1.451,0.30899999,0.028999999,0,0.030999999,0.102,0.91799998,0.081,0.389,2.937,0.0040000002,0,0.017000001,0.0020000001,0.030999999,0,0.001,0.037,0.16599999,0.70499998,0.072999999,0.60500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.285,0,0,0,0,0,0,0,0,0.0040000002,0.132,0.029999999,0,0,0,0.041999999,0,0,0,0.064999998,0,0,0,0,0.0049999999,0.003,0.011,0.074000001,0,0.011,0,0.017999999,55.099998,0,0,0,0,0,0.1,0,0,10.27,0,10.052,1.1670001,3.388,71.623001,5.5019999,0,0.33500001,0.021,0.003,1.466,0,0,1.9220001,0,0,0,0.889,46.82,1.233,0.067000002,198.74001,0.028000001,79.857002,0.02,0.85500002,0,0.169
"Samoa",4.8319998,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.83099997,0,0.02,0.057292499,0.0027075,0.028999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4289999,0,0.55699998,0,4.9000001,5.8979998,0.048999999,0,0.018999999,0,0,0.018999999,0,0,0.079999998,0,0,0,0.0099999998,2.7909999,0,0,10.754,0.0070000002,15.478,0.0020000001,0,2.727,0
