"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"German Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10030.1,474.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"German Democratic Republic",245.08,18.48,0,0,0,0,0,0.11,0.0022,0,0.0098999999,0,0,0,2.2,0,0,0.40259999,0,5.2448001,6.2227001,0,37.300999,6.5999999,1.8744,0,1.012,0,206.03,0,0,20.24,20.878,8.085,122.1,5.1259999,111.32,54.093639,2.5563619,283.91,120.56,63.833,6.072,0,0,585.31,230.12,592.73499,0,138.27,0.022,0,390.68701,17.655001,0.33000001,0,507.892,0,76.648003,88.440002,10.362,33.780998,0.22220001,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,6.9233999,0.0033,0,0,0.50709999,0,0,0,0,0,0,0,0,0,0.067100003,0,8.1949997,0,0,4.9576998,0.86570001,0,0,0,0,0,3.7873001,0,0,0,0.528,5.9289999,2.4860001,134.75623,0.0264,0,25.641001,0,14.74,33.132,0,0.25299999,0,0,0,0,0,0,0,0,0,12.658111,76.339996,0,0,0,0,212.85001,86.730675,0,0.38499999,0.242,0,0.62260002,0,0,0.352,0,0,0,1.6059999,3.938,0,5.0599999,21.493999,1.0351,0.95700002,0,0,0.0198,0
"Poland",142.33,332.23999,0,36.080002,0,0,0,0,0,0,0,0,0,0,3,0,0,0.34400001,0,0,0.34999999,0,26.83,0,0,0,0.039999999,3.8800001,238.57001,0,0,0,26.52,1.823,353.42001,2.6700001,134.39999,87.924843,4.15516,453.07001,234.85001,23.110001,3.5899999,0,768.94,0,223.67,341.32999,659.09003,181.42999,2.54,15.99,247.64999,13.69,0.198,237.22,301.82999,4263.29,15.69,126.9,46.540001,41.93,4.7800002,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.048999999,5.724,0.123,1.3,3.6129999,0,0,0.16463535,0,0,0,3.0829999,0,0,0,0,0,0,0,0,1.319,0,0,0,0,0,0,0,0,0,63.34,4.8600001,5.6900001,0,4.0580001,61.639999,39.060001,0,0.31999999,0,0,15.4,0,0,0,0,0,0,0,0,0,0.28266898,194.17,7.4899998,0,18.440001,0,51.990002,82.760002,0,5.8099999,8.8500004,0,12.424,0,0,1.55,0,0,16.309999,12.02,18.299999,0.54000002,17.91,82.400002,0,8.1099997,0,0,0,0
"Austria",735.09998,89,0.1,3.9000001,0.011605184,0,0.1,0.40000001,0.111,0,0,0,0,0,72.300003,0,6.8000002,12.2,15.1,6,16.700001,13.7,28.200001,0.2,0.1,1.2,4.8000002,12.3,136.89999,6.0999999,4.5,18.9,16.4,16,427.20001,41.200001,538.59998,361.61099,17.089041,755.59998,934.20001,86.699997,56.700001,0,173.10001,187.3,0,278.60001,427,1684.2,1.9,10.4,172.2,64.300003,2.4000001,33.799999,76.099998,990,101.9,341.39999,63.5,123.7,1.3,0,0.40000001,0,0,0,0,0.1,0,0,0,20.9,2.2,0.2,0,0,4.4000001,0.1,7.3000002,54.299999,24.1,0.5,1,0.0063906512,2.9000001,1.4,5,1,0.40000001,0.1,0,0,4.3000002,1.7,0.1,3.7,18.4,0.2,78.800003,0,0,0,0.69999999,0,0.30000001,0,7.3000002,86.699997,4.6999998,295.20001,0.2,54.200001,53.799999,27.1,88.699997,34.5,0.40000001,0.0099999998,43.200001,474.10001,0,0,0.2,0,0,0.30000001,0,2.8,29,0,60.700001,0.5,61.799999,549.40002,33.900002,0,6.4000001,0.2,0,4.4000001,0,0,14,0,0,0.60000002,43,22.5,19.299999,15.2,23.700001,1.2,14.1,0,0,0,0
"Hungary",190.17,11.33,0,59.529999,0,0,0,0,0,0,0,0,0,0,5.9499998,0,0,0.22400001,0,0,0,0,7.5,0,0,0,9.6300001,15.3,172.02,0,0,0,13.52,6.711,178.39,3.6300001,120.47,84.43,3.99,195.66,193.23,32.240002,3.96,0,605.65002,341.34,439.70999,0,464.07999,240.37,0.30000001,11.72,268.89999,20.120001,0.391,122.93,172.17999,2612.5701,81.410004,102.5,18.83,35.580002,0.36700001,0,0,0,0,0,0,0.0080000004,0,0,0,9.9700003,0,0,0,0,0.0049999999,1.091,0,16.07,0,0,0,0,0,0,0,0.013,0,0,0,0,1.1799999,0.050000001,0.0099999998,0,0.29699999,0,0,0,0,0,18.51,0,0,0,7.4200001,5.9299998,0.81999999,182.28999,1.1,239.72,25.389999,3.27,16.4,1.84,7.5100002,0,4.5999999,0,0,0,0.77999997,0,0,0,0,0,29.790001,5.1999998,0,4.4299998,0,112.7,21.780001,0,22.610001,5.1500001,0,0.91600001,0,0,1.76,0,0,8.3500004,17.959999,5.46,2.8900001,10.29,27.4,0,2.8199999,0,0,0,0
"Czechoslovakia",193.88879,44.842297,0,76.047401,0.18800397,0,0.48131266,0,0,0,0.032000002,0,0,0,15.562443,0,2.8076572,1.2835004,0,9.5460348,6.7383776,1.1230628,13.236098,0.88240659,0,0,11.471285,4.7329078,159.87602,3.4494076,0,0,40.10939,10.588879,332.50684,3.6900637,164.84959,107.5475,5.08249,316.22241,473.93256,43.077484,4.5724702,0,0,594.82227,663.4093,514.68365,0,115.3,7.1394711,21.498632,884.33179,58.880585,2.1659069,255.81769,248.35735,4102.8696,102.03828,97.225159,22.541477,36.178669,2.8076572,0,0,0,0,0,0,0.64175022,0,0,0,5.8559709,0.64175022,0,0.24065633,0,0.477,0,3.6900637,2.1659069,2.1659069,0,0,0,0,0,0.4010939,4.9735641,0.0040000002,0,0,0,3.4494076,1.5241568,0.24065633,0,1.5241568,0,0,0,2.5670009,0,0,0,0,0,21.017321,8.2625341,11.230629,0,7.1394711,160.67821,25.108479,0.64175022,61.768459,27.274385,0.64175022,3.28897,0,0,0.24065633,0,0,0,0,0.40000001,0,14.920692,104.84595,13.075661,0.88240659,10.909754,0,124.7402,122.41386,0,15.402005,9.9471283,2.4065633,6.0966272,0,0,5.4548769,0,0.88240659,15.883318,31.846855,1.5241568,24.707384,31.606199,71.073837,1.921,20.616226,0,0,0,0
"Italy",5855.1001,745.09998,185.3,43.400002,12.5,2.4300001,2.5,153.89999,1.6,0.001,0.1,0,0.30000001,0,729,1.2,72.800003,12.8,14.4,14.1,36.5,45.200001,209.60001,952.70001,5.6999998,14.4,41,121.3,1108.8,2.7,36.200001,198,383.29999,56.799999,3406.8999,238.89999,3736,2654.9331,125.4671,10784.1,2953.6001,1217.5,225.3,0,162.5,287.20001,1446.1,305.89999,249.5,0,42.099998,42.099998,842.5,503.70001,8.1999998,117.8,534.70001,3529.3999,283.60001,916.20001,246.8,801.09998,22.299999,0,0.5,0,1,5.3000002,2.5999999,18,0.30000001,71.800003,1.2,296.89999,14.3,3.7,98.5,0.2,16.5,12.7,68.5,824.09998,27.6,3.8,1.6,146.2,82.099998,17.6,37.400002,28.299999,2.4000001,3.2,21.299999,0.40000001,25.4,0.60000002,2.9000001,112.8,53.299999,0.69999999,1593.2,0,17.4,5.3000002,11.3,0.1,7.4000001,0,145.8,1516.4,436.89999,2757.6001,46.5,2775.2,305.10001,1563.9,1198.5,376.10001,7.5999999,5.9000001,185.60001,5181.5,3.9000001,22.4,597.09998,8.5,362.39999,520.5,24.5,4.0999999,427.89999,0.5,251.5,1.5,189,1097.6,221.39999,0,87.599998,41.5,6.5999999,23.5,0,0,127.4,0.1,0.1,0.69999999,172.2,119.5,47.200001,237.10001,457.89999,2.5999999,105.8,0.93599999,2.0999999,0.80000001,0
"Malta",56.150002,2.1700001,0.050000001,0.50999999,1.27,0,0.11,0,0,0,0,0,0,0,0.02,0,0.029999999,0.49000001,0,0,0.015,0,0.2,0,0.0099999998,0,0.44999999,0.1,8.3800001,0,0,0.029999999,9.7399998,0.49000001,136.3,5.8899999,22.41,15.52626,0.73374128,34.799999,8.9399996,10.44,2.1400001,0,0.81999999,3.4400001,5.9699998,5.4400001,3.5999999,226.69,0,2.55,3.8900001,8.21,1.02,0.11,0.44,3.5699999,2.22,6.9499998,0.91000003,9,0,0,0,0,0,0,0,0,0,0.0099999998,0,2.79,0,0,0,0.61000001,1.38,0,0.85000002,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0,1.99,0,0,0.039999999,0.07,0.97000003,0,0,0,0.02,0,0,0,0.57999998,0.14,0.31999999,0.059999999,0,0.079999998,1.38,0.07,0.20999999,0.039999999,0,0,0,0,0,0,0,0,0,0.2,0,0.25999999,3.98,0,1.98,0.31,0.47999999,25.85,0.97000003,0,0.52999997,0,0,0.050000001,0,0,0.20999999,0,0,0,1.8200001,3.04,0.07,2.26,5.1700001,0,2.52,0,0,0,0
"Albania",18.700001,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0091,0,0,0,0,0,0,0,0.55000001,0,0,0,0.42899999,0,8.4700003,0,6.4899998,2.100724,0.0992762,10.12,4.5100002,1.089,0.51700002,0,0,19.601999,7.3699999,12.551,19.252506,34.650002,0,0,80.927002,13.596,0,0,29.865,0,0.396,5.1700001,0,1.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96799999,0,0,0,0,0.62699997,0,2.3759999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0.11,0,0.20900001,0,0,0,0,0
"Yugoslavia",846.17999,86.230003,0.34,0.07,0,0,0.02,0,0,0,0,0,0,0,16.48,0,3.3,0.63,2.01,0,1.21,0.18000001,1.78,1.98,0,0.23,8.4499998,64.900002,58.779999,7.9000001,2.8699999,25.24,12.88,9.9799995,457.39999,18.200001,194.00999,132.88989,6.2801218,572.28998,283.35999,82.470001,8.6499996,0,411.76999,257.25,442,267.95999,595.63,1022.77,0.63,74.360001,0,179.58,2.0999999,140.25,113.72,2738.0701,20.16,185.22,37.34,44.77,1.99,0,0.029999999,0,0,0.34,0,5.1199999,0,2.79,0,12.24,14.41,0.02,2.6800001,0.039999999,5.6999998,52.220001,4.4699998,10.97,2.52,3.8099999,0,0.039999999,12.87,1.76,1.73,7,1.01,0,0,0,8.3900003,4.9000001,0,53.349998,4.3099999,0,0,0.69,10.11,0,0.029999999,0,0,0,22.52,86.550003,13.47,409.42999,15.62,216.22,28.889999,348.53,47.66,33.68,3.4000001,14.51,31.959999,76.699997,0.029999999,0,1.88,0,0.029999999,0,0.039999999,0.28,20.709999,3.0599999,0,7.7600002,0.86000001,108.89,36.84,0,16.5,7.7800002,1.7,6.3899999,0,0,11.74,0,0,0.22,27.99,0.75999999,0.88,13.97,157.75999,0,15.34,0,0,0,0
"Greece",423.17001,44.650002,0.02,0.059999999,0.72000003,0,0.07,0.02,0.029999999,0.43000001,0,0,0,0,0.46000001,0.0099999998,0,0.079999998,0.0099999998,0.14,0.02,1.97,0.050000001,0.079999998,0,0.02,0.27000001,3.8399999,59.720001,0.70999998,0.28,11.15,13.77,8.1199999,364.70001,31.5,542.44,228.2627,10.78726,706.22998,124.91,115.56,11.17,0,38.540001,55.099998,160.85001,36.57,38.290001,918.79999,0.22,13.21,76.730003,0,5.52,86.720001,52.509998,223.71001,70.610001,103.03,21.09,103.23,9.9499998,0,0,0.034000002,0.059999999,0.33000001,0.059999999,9.9099998,0,3.99,0.18000001,28.43,0.050000001,0.13,1.96,0.0099999998,4.7199998,3.1300001,4.5300002,0.27000001,11.66,0.30000001,0.029999999,1.73,6.5500002,0.87,1.8200001,1.1799999,0,0,0.74000001,0,1.47,0.0099999998,0,12.88,2.4000001,0.50999999,26.379999,0,0,0.38999999,0.52999997,0.83999997,2.24,0.059999999,15.24,94.050003,45.400002,713.81,7.6799998,0.02,18.219999,121.89,203.09,48.540001,0.75999999,1.38,29.209999,1090.77,0,0,0.050000001,0.0099999998,0.0099999998,0.029999999,0,0.07,21.110001,0,31.66,0.49000001,18.51,808.02002,7.3600001,0,1.49,0.44999999,0,1.86,0.02,0,2.9300001,1.34,0,0.02,9.1800003,4.5700002,3.3199999,84.18,19.959999,0.11,35.759998,0,0,0,0
"Cyprus",85.601997,9.0780001,0,0.064999998,0,0,0.0020000001,0.1,0,0,0,0,0,0,0.105,0,0,0,0,0,0.001,0,0,0,0,0,0,0,9.5129995,0,0,0,4.5640001,0.65200001,159.972,6.0229998,27.337999,16.767599,0.79240447,55.148998,13.625,23.586,4.8720002,0,2.858,1.688,18.669001,8.0139999,11.803,124.834,0.34599999,0,5.0869999,83.681,0,3.8710001,8.2410002,24.667,8.8129997,14.919,3.204,10.636,1.107,0,0,0,0,0,0,0,0,0,0,1.653,0,0,0,0,0.86400002,0,0.041000001,0.0060000001,0,0,0,0,0,0,0,0.023,0,0,0,0,0.0060000001,0,0,0.0020000001,0.14399999,0.59899998,0,0,0.086000003,0,0,0,0,0,0.109,0.65799999,0.22400001,24.502001,3.766,1.357,2.6400001,110.937,1.455,37.648998,2.3989999,0.02,15.073,1.057,0,0,0.078000002,0.0060000001,0,0.028999999,0,0,4.71,0,11.355,0,5.9320002,108.761,1.9910001,0,1.357,0.083999999,0,0.35499999,0,0,1.784,0,0,0,1.765,4.3649998,0.45500001,0,0.85699999,0,3.7980001,0,0,0.011,0
"Bulgaria",117.04,7.6999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8190999,1.7226,0,0,0,0,0,2.2550001,16.148001,22.583,0,0,0,3.9489999,0.14300001,88.440002,2.9590001,52.689999,48.106579,2.2734251,116.27,89.980003,32.021,6.1599998,0,0,383.064,134.31,154.561,242.18779,177.42999,0.31900001,0,95.545998,48.455002,4.9906998,0,183.381,0,52.437,47.299999,3.487,8.0740004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38280001,0.11,0,0,0,0.021606488,0,0,0,5.8575001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.777,1.0779999,11.484,230.11005,0.3795,0,18.820999,0,9.1520004,2.937,0,1.067,7.2600002,0,0,0,0,0,0,0.76999998,0,0,24.42,0,0,0,0,94.709999,19.696182,0,14.465,23.034,0,0.0077,0,0,0,0,0,0,5.368,12.672,0,0.88,2.563,0,0.71499997,0,0,0,0
"Romania",280.92999,6.9400001,0,41.259998,0,0,0,0,0,0,0,0,0,0,50.009998,0,0,0,0,0,2.494,2.5699999,19.65,0,0,0,1.22,23.440001,61.779999,5.3730001,0,7.3699999,1.73,0,244.94,3.29,84.379997,67.404587,3.1854119,155.59,91.199997,36.259998,11.98,0,556.78003,382.62,147.36,234.89,331.63,149.35001,0,21.23,134.44,84.480003,1.5,194.47,0,1686.01,11.46,45.709999,28.809999,5.7199998,0.29499999,0,0,3.4100001,0,0,0,0,0,0,0,0.02,0,0,0,0,3.45,1.345,0,89.43,0.65100002,0,0,0.46803913,3.3299999,0,0,0.25999999,0,0,0,0,2.3800001,0,0,0,3.6889999,0,0,0,0,0,0,0,0,0,6.1199999,21.98,13.65,316.17001,6.5300002,814.51001,67.949997,340.70999,231.11,448.14999,0.86000001,41.009998,27.280001,189.39,0,0,0,0,0,0,0,0,375.98999,7.6999998,0,19.27,0,119.64,217.42999,0,6.5900002,4.3499999,0,2.76,0,0,12.33,0,0,5.2399998,3.21,3.9000001,0.050000001,3.52,22.870001,0,4.5799999,0,0,0,0
"Russia",2851.8601,1832.38,0,0,0,75.383003,10.5204,0,0.0011,0,0.7062,0,0,0,8.8000002,0,0,0,0,8.9858999,1.3893,0,18.820999,1.1,0.0022,0,7.711,9.0640001,560.35101,2.5806,0,0,1744.985,86.499603,682.21997,46.101002,467.82999,560.263,26.476959,1715.12,236.39,240.867,58.179001,0,0,3716.1079,606.53998,3255.769,3531.887,1649.12,0.68199998,0,3768.699,159.709,28.433901,0,1892.231,0,3816.0979,391.60001,106.15,97.657997,62.266602,0,0,0,0,0,0,1.3959,0,0,0,57.574001,0,0,0.1276,0,51.400799,0.33219999,3.6619,17.16,3.3264,0,0,2.7082,0,0,9.4401999,6.6924,0,0,0.2189,0,2.6796,0,0,0.76010001,0.0605,0,0,0,0,0,2.5421,0,0.7942,0,47.971001,67.099998,3.487,0,7.4524999,0,136.422,0,149.07201,251.823,0,0,0,0,0,0,0,0,0,0,0,0,156.75,0,0,0,0,4282.52,2058.6292,0,57.387001,42.668999,14.668146,28.705601,0,0,201.42101,0,0,0,264.48401,239.855,120.967,24.42,762.15698,1.0846,336.84201,0,0,0,0
"Finland",822.62,118.61,0,26.360001,1.05,6.4400001,0.5,0.050000001,0.02,0,0,0,0,0,4.8499999,0.0099999998,18.15,4.48,0.5,4.21,29.67,6.4699998,68.199997,4.1700001,0.02,0.0099999998,5.6900001,3.9100001,98.160004,0.1,0,9.21,17.709999,5.2399998,977.09003,42.52,355.57999,227.14549,10.73446,421.37,220.44,92.910004,76.339996,0,80.610001,194.55,168,57.02,70.970001,353.82999,1.25,0,15.42,10.23,1.91,6.8200002,20.85,3254.05,0,1650.84,287.20001,311.79999,15.81,0,0.19,0,0,0,0,0,0,0,0,2.1400001,0.15000001,0,3.5999999,0.050000001,1.74,0.33000001,1.01,2.3800001,0.0099999998,0,0,0.02,7.79,0.69999999,16.73,10.23,7.9400001,3.26,0,0,3.0799999,0.14,0,8.6099997,4.29,0.79000002,25.940001,0,0,7.5599999,0.46000001,0.029999999,2.5,0,16.99,8.5200005,0.63,0,4.3899999,56.049999,7.1199999,0.31,3.6600001,0.2,0,0.0099999998,35.68,275,0,0,0.039999999,0,68.489998,0,0,0.88999999,30.559999,0,19.959999,0.02,51.68,562.95001,10.84,0,3.9400001,0.25999999,0.77999997,1.04,0,0,10.33,0,0,0,12.51,11.42,12.04,2.01,29.450001,0.0099999998,8.3699999,0,0,0,0
"Sweden",2360.6001,184.89999,0.60000002,0.5,0.13578065,4.8000002,23.4,15.1,0.029999999,0,0.012,0,0,0,22.200001,0.052999999,5,9.1999998,2.5999999,0.032000002,22.4,19.1,97.599998,256.39999,0.80000001,2.5999999,0.2,33.599998,230.8,1,0.80000001,60.200001,31.200001,2.3,3365.3999,115,1250.3,800.47131,37.828739,1114.6,520.29999,232.8,183.7,0,414.60001,143.3,368.79999,69,68.599998,863.40002,9.3000002,3.8,66.599998,39.400002,3.4000001,11.8,37.799999,790.90002,1580.9,0,1988.9,1666.65,13.1,0,0,0.40708765,0,0,0.80000001,0.1,0,0,0,3.5,0,1.1,0.53100002,0,4.9000001,0.1,4.5,389.89999,3.9000001,0,0,0.40000001,0.40000001,0,15.8,6.9000001,0.2,6.8000002,0,0,16.299999,0.1,0.1,29.9,10.9,0.1,56.200001,0,0,2.7,0.40000001,0,0.2,0,31.1,75.099998,7.6999998,303,2.2,164.8,44.5,0,21.299999,2.5,0.30000001,0,52.400002,428,0,0,0.1,1.9,1.6,72.5,0,1,87.5,0,114,0.40000001,146.7,1014.2,43.700001,0,18.9,2.4000001,4.6999998,14.7,0,0,32.299999,0,0,0,51.599998,50.799999,35.099998,24.799999,58.900002,2,12.9,0,1.6,0,0.30000001
"Norway",1441.9301,214.89999,0.02,0.059999999,0.039999999,1.37,51.540001,7.3400002,0.0099999998,0,0,0,0,0,6.3699999,0.31999999,3.99,4.21,0.12,1.3200001,7.9400001,16.530001,26.35,1.3,7.29,66.290001,0.64999998,2.8299999,128.46001,0.15000001,6.52,2.75,16.83,0.64999998,1826.0699,41.830002,528.46997,345.1489,16.311081,526.94,237.5,109.82,82.940002,0,182.86,97.019997,168.12,19.49,36.459999,362.09,1.25,1.74,12.42,12.43,2.52,1.17,11.25,224.60001,688.96997,2647.6201,0,954.52002,6.1500001,0,0,0,0,0,0,0.0099999998,0,0,0,0.68000001,0.0099999998,0,100.77,0,13.95,0.56999999,0.34,37.049999,16.309999,0,0,0.07,0.039999999,0.93000001,1.72,0.2,0,0,0,0,0.1,0,0.12,0.029999999,0.93000001,2.5899999,37.990002,0,0,0.0099999998,0.19,0,0.07,0,15.33,0.16,1.1,4.2399998,0.49000001,1.33,5.3699999,0.050000001,2.3900001,0.11,0.11,0.07,30.02,85.959999,0.02,0.029999999,0,0,0.050000001,0.029999999,0.0099999998,1.0599999,31.01,0.02,26.809999,0.16,248.55,958.09003,17.110001,0,6.9699998,0.23,1.63,2.0699999,0,0,10.33,0,0,0,21.879999,18.1,10.18,5.0500002,70.290001,1.58,8,0,2.8499999,0,0
"Denmark",1127.16,91.260002,13.73,0.56,0.88999999,0.88999999,0.28,25.450001,0.34999999,0.02,0.029999999,0,0.0099999998,0,5.5900002,0.23999999,10.76,2.4000001,3.78,0.93000001,5.5300002,3.05,34.07,44.689999,0.47999999,0.12,0.56999999,8.2799997,150.07001,1.1,8.4200001,2.5999999,116.55,2.1199999,1821.38,56.77,1159.5699,430.4097,20.34034,690.35999,298.5,135.21001,72.050003,0,160.27,107.18,187.53999,35.349998,61.73,523.52002,3.8299999,0.059999999,32.709999,40.73,3.1700001,9.79,18.379999,333.20001,715.53998,1965.35,624.90997,0,13.49,0,0,0,0,0,2.6199999,1.58,1.09,0.12,0.0099999998,14.58,0.37,11.09,5.9499998,0.07,2.3499999,1.86,3.3900001,68.599998,0.18000001,0.25999999,0.63,1.7,2.3800001,1.12,3.98,6.98,1.0700001,1.02,0.0020000001,0.33000001,3.9200001,0.0099999998,0.47,0.0099999998,7.75,1.05,187.89999,0,0,0.079999998,1.73,0.02,4.21,0,16.139999,40.380001,4.4099998,0.56999999,2.6600001,37.720001,15.16,0.19,9.5900002,1.0700001,0.52999997,0.0099999998,23.98,272.85001,0.014,0,0.1,0.050000001,0.0099999998,0.07,0,1.45,58.43,0.029999999,44.599998,0.07,53.810001,522.90002,85.660004,0,26.440001,1.33,10.3,7.7800002,0.0099999998,0.14,35.689999,0,0.0099999998,0.0099999998,45.279999,19.309999,18.57,35.740002,20.530001,0.33000001,12.7,0.001,2.02,0.0080000004,0
"Iceland",80.042999,5.4949999,0,0.0070000002,0.001,0,0.054000001,6.7800002,0,0,0,0,0,0,0.021,0,0.565,0.588,0,0,1.131,0.91299999,0.30500001,0,0,0,0.0020000001,0,5.6820002,0,0,0.098999999,0.113,0.035999998,82.941002,2.063,68.379997,24.16787,1.142128,24.34,8.9610004,9.5170002,20.958,0,3.382,3.0179999,6.3559999,0.67900002,3.7509999,23.284,0.041000001,0,0.39899999,0.097000003,0.083999999,0.112,0.163,84.166,23.482,79.294998,69.668999,91.097,0,0,0,0,0,0,0,0,0,0.0020000001,0,0.041000001,13.734,0,0,0,0.022,0,0,0.017999999,0.032000002,0,0,0,0,0,0.096000001,0.001,0,0,0,0,0,0,0,0.0049999999,0,0,1.285,0,0,0,0,0,0.0020000001,0,0.79299998,0,0.40700001,0,0.118,0.097999997,0.141,0.0060000001,0.003,0.0089999996,0,0,0.79100001,0,0,0,0,0,0,0,0,0.0080000004,1.65,0,4.4499998,0,2.9349999,46.613998,1.676,0,0.16599999,0.064999998,0.066,0.052000001,0,0,0.252,0,0,0,0.472,0.61500001,0.241,0.167,13.543,0,5.0890002,0,0.0089999996,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2916989,0.1083013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,1.1,3.8863389,0.183661,0.99000001,0,4.8070002,4.7849998,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.28600001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea-Bissau",5.052093,0.0043144529,0,0.30933461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7699406,0,0,0,0,0,0.71885157,0,3.6365063,0.22916991,0.0108301,4.4528575,1.0594003,0.37649998,21.495512,0,0.20936327,0,0.2,0.0040000002,0.0038763019,2.4214823,0,0,0,0,0,0,0,1.7311634,0.079999998,6.192925,0.022763021,0.25576431,0,0,0,0,0,0.11047526,0,3.19736,0,0.0020000001,0,0,0.049536455,0,0,0,0,0.001,0,0.038752604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11786263,0,0,0.23307747,0,0,0,0,0,0,0,0,0,0.28799999,0,0,0,0,0,0,0,0,0.001,0,0,0.55599999,0,0,0,0,0,0,0,0,0.54141992,0,0,0,0.001752604,0.061087891,0,0,1.9400001,0,0.88769394,0,0,0,3.1700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
