"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"United States of America",0,2920.398,821.2,0.55,91.149,307.5,136.708,1475.0499,117.285,0,10.557,0,17.4859,0,1384.4,12.241,181.947,101.153,20.27,109.257,23.707,206.741,887.06,628.2998,9.029,29.663,345.99,26.53,524.9263,26.804,3.147,970.6,879.41,7.154,1079.4,713.5,3720,1959.8132,89.2868,3713.1001,224.7002,2791.2198,920.58,0,272.75,404.52,457.6,89.58,105.4925,587.3999,50.09,2.21,489.44,66.2,80.139,247.13,329.35,2297.96,506.3899,585.6999,1087.28,646.09,128.555,0,0,3.887,0.57,3.43,5.787,48.225,35.167,29.1858,18.798,241.4,72.59,36.157,5.657,18.8679,114.298,8.326,562.616,7374.2998,340.454,2.924,0.77,279.0185,379.4,101.02,83.98,46.789,23.054,31.391,22.329,7.92,32.773,643.07,49.6,27.78,2.989,52.073,359.3,17.8,128.2,64,55.218,3.99,8.982,2.8,262.44,4295.97,267.82,4951.7,107.887,234.2,307.06,838.36,1325.05,105.84,305.65,509.5,350.1,7682.7,44.9916,4.96,892.5,328.19,47.74,757.3,190.81,6.444,2620,4.9,4326.4004,9,576.1997,14629.5,45.2,0,281.55,51.34,33.498,42.4,0,5.74,289.14,12.26,0.77,11.23,583.92,1288.9102,230.7301,4618.5999,3317.5,28.872,212.7301,7.075,11.199,12.82,13.419
"Canada",2920.398,0,20.68,233.74,17.996,24.39,12.333,47.8,40.247,0,2.46,0,3.1604,0,430.9,0.443,15.785,13.897,5.881,24.024,9.312,5.87,103.9,1564.4999,3.729,5.975,38.84,7.42,306.954,8.249,0.52,3.2,72.04,9.992,995.2,45.12,208.7,246.6623,11.2377,181,206.9,10.61,8.79,0,8.75,205.26,20.2,13.08,13.9002,234,0.41,0,44.18,10.79,1.2,7.56,20.89,1573.18,10.38,186,146.99,44.64,5.63,0,0,0.003,0,0,3.713,3.037,0.259,2.3,1.335,7.27,18.25,4.012,8.758,0.6702,16.512,8.675,24.245,13.9,8.137,0.166,0,0.4493,0.4,0.07,14.12,4.023,0.316,2.667,0.147,0,22.71,1.76,17.13,1.3627,12.343,1.042,154,0,0,0,0.901,0,0.732,0,92.3,21.37,90.42,85.3,0.983,80.6,75.45,197.21,72.36,20.91,48.53,6.75,43.2,1924.3,0.2928,0.99,76.2,3.82,8.54,14.6,9.74,0.1,969.4,0,472.2,0.1,26.4,743.4001,235.94,0,78.29,52.16,2.126,4.19,0,0,103.3,0,0,0.39,45.52,29.3,22.27,67.6,224.25,1.81,2.71,0.08,0.377,7.935,0.067
"Bahamas",821.2,20.68,0,0,0.0256,0.08,0.9319,0.483,0.5788,0,0,0,3.2689,0.11,52.21,0.07,17.46,0.027,0.2222,0.01,0.0533,11.1381,8.276,0.75,0.2266,0.0034,0.05,15.385,20.394,0,0,0.29,0.055,0.577,342.92,0.931,4.27,22.7151,1.0349,9.69,14.38,16.545,0.504,0,0,0,0.4,0,0,71.42,0.04,0,0.55,0.081,0,0,0,0,0.044,51.96,0,8.389,0.041,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,9,0,0,0,158.07,0,0,0,0,10.09,0,0,0,0.03,217.14,9,0,0,0,23.443,60.06,9,0,0,0,1.42,0,0.5,13.07,0.019,0,0.039,0,0,0.0459,0,0,0.089,0,0,0,0,0,2.921,943.47,3.791,9,1.243,9,0,0.002,0
"Cuba",0.55,233.74,0,0,0,0,0.6321,0.088,4.4249,0,0.938,0,9,0,114.6,0,0,0,0,4.1494,0.0502,0.3131,3.146,77.28,1.2779,0.2551,0,20.286,0,0,9,0,84.447,0,27.56,15.298,15.31,27.9755,1.2745,117,29.89,132.162,46.705,0,0,20.868,6.34,17.872,39.7771,10.04,0.05,0,0.812,0.02,0.309,0,69.091,0,40.038,44.45,2.026,5.772,0.4655,0,0,0.706,0,9,0.001,9.15,9,0,0.037,0,9,9,0,9,0,0,0.004,0,0,0,0,0,9,0,0,0,0,9.013,0,0,0,9,9,0,0,0,0,0,0,0,9,9,0,0.7,18.753,126.067,0,34.2,0,0,0.495,0,93.79,27.43,0,0.05,0,4.3,11.5374,0,9,0,0,0,0,0,104.63,0,0,0,0,139.34,0.211,0,0,9,9,0,0,0,0,9,0,0,37.672,5.599,0,1.4,1.589,9,0,0,0,0,0
"Haiti",91.149,17.996,0.0256,0,0,5.745,0.902,18.31,0.056,0,9,0,0.003,0.018,1.114,0,0.644,0.076,0.004,0.086,0.72,1.913,0.496,0.8,0,0.348,0.001,0.03,3.867,0,0,0.037,1.119,0,1.317,1.29,10.784,6.035,0.275,7.232,2.548,0.966,0.01,0,0,0.116,0.05,0.09,0.691,10.913,0,0,0,0.028,0,9,0.265,0,0.236,0.237,1.582,0.463,0.001,0,0,0,0,0,0,0.001,9,0,9,0,9,0,0,0,0,0,0,0,0,9,0,17.269,0,0,9,0,0,9,0,9,9,0,9,0.713,9,0,0,0,0,0,0,9,0,0,0.09,0,0,0,0,0,0.275,0,0.002,0,0,0,0.652,9.6,9,0,9,0,0,0,0,0,4.269,0,0,0,2.082,22.514,0.093,0,0.03,0,0,0,0,0,0.236,0,0,0,9,0.392,0.1,0.191,0.42,0,0.641,0,0,0,0
"Dominican Republic",307.5,24.39,0.08,0,5.745,0,1.491,0.84,0.023,1.749,0.41,1.617,0.6474,0.09,88.81,0.072,8.117,1.613,1.682,0.05,2.259,10.361,4.66,229.91,0.002,3.592,0.01,0.05,11.165,0,0.013,2.47,0.51,0.168,6.4,0.75,12.22,14.2603,0.6497,1.41,5.55,26.7,0.86,0,0.95,0,0.69,0.1,0.39,14.45,0,9,0.04,0.05,0,0.01,0,15.308,0.62,5.84,5.24,0.97,0.01,0,9,0,0,0,0,12.628,9,0,0,9,0,0,0,9.0565,0,9,0.033,0,0,0,0,9,9,0,0,9,0,0,0,9,9,9,0,0,0.002,9,1.34,0,0,0,0,0,0,0,8.33,22.99,0.32,0,9,0,0,0,0,9,0,0,0.27,0,0,9,9,0,9,0,0,0,0.05,9,18.79,0.02,4.36,79.96,0.14,0,0.01,0.03,0,0,0,0,0.09,0,9,0,0.01,0.19,1.39,0,0.82,0,5.51,0,0,0,0
"Jamaica",136.708,12.333,0.9319,0.6321,0.902,1.491,0,18.983,3.76,5.2969,1.004,2.7794,0.826,1.461,16.612,0.852,0.954,2.374,0.009,0.036,1.002,0.289,0.687,136.171,18.307,1.633,0.259,0.108,1.431,0,1.935,0.064,0.799,0.001,136.801,0.863,27.26,2.3719,0.1081,4.095,2.91,14.876,0.645,0,1.4246,0.441,0.252,0.572,0.016,2.547,0.163,0,0.639,0.633,0.034,0,0.006,14.9533,0.243,13.54,80.762,0.983,0.037,0,0,9,0,0.058,0,0,0,0,9,0,0,0,0,0.0646,55.143,0.001,0,0.023,0,0,0,0.09,0,0,0.035,0.151,0,9.001,0,0.0396,0.013,0.0398,0,0,0.004,0.004,0,0,0,0,0.001,0,0.001,0,0.014,0.008,0,0.037,0.001,0.001,0.103,0,0.003,0.013,0.0011,0.001,0.092,0.022,0.006,0.0072,0.006,0.003,0,0,0.001,0,0.568,0,7.153,0,2.403,34.485,0.707,0,0.149,0.023,0,0.072,0,9,0.084,0,0,0,0.225,0.208,1.347,0.896,2.353,0.011,1.024,0,0,0.012,0
"Trinidad and Tobago",1475.0499,47.8,0.483,0.088,18.31,0.84,18.983,0,23.365,0,7.915,0,2.0067,0,1.75,5.031,28.83,68.283,1.18,0,2.287,55.703,25.12,7.14,116.014,122.201,5.27,4.22,15.36,0,0.185,1.41,2.88,2.406,197.33,5.54,86.81,2.9267,0.1333,13.54,6.33,3.47,1.81,0,0.33,0.33,5.56,0.33,1.52,211.83,0.01,0,0.13,0.34,0,0,0.27,0.39,0.78,6.94,6.34,12.59,8,0,0,0,0,3.234,9.156,10.57,0.03,0,0,6.33,42.889,0,7.81,0.0016,0.021,1.653,13.067,2.72,0,0,0,1.45,0,0,0.16,0.116,9,0,0,0,0.02,0.022,0.46,0.0055,0.001,0.08,0,0,0,0.02,0.04,0,0,0,0.16,5.66,0.11,0,0,0,0.56,0,0.01,0,0,0,0.21,804.35,9.0075,0,0.03,0,0,22.2,0,0,8.86,0,26.67,9.71,6.26,192.53,10.31,0,0.04,0,0,0.036,0,0,0.4,0,9,0,0.72,2.15,0.29,323.71,31.04,0.005,21.86,0,0,0,0
"Barbados",117.285,40.247,0.5788,4.4249,0.056,0.023,3.76,23.365,0,1.4542,1.465,3.7757,0.8308,1.449,0.394,0.207,0.681,0.541,0.029,0.001,0.421,0.253,0.537,30.979,3.238,1.585,0.014,0.064,7.501,0,0,0.004,1.577,0.267,51.151,5.915,4.474,1.5207,0.0693,2.613,0.818,1.345,0.162,0,0.0419,0.822,0.483,0.059,0.598,4.021,0.001,0,0.053,0.03,0.017,0,0.012,1.377,0.077,2.22,3.669,1.497,0,0,0,0,0.002,0,0.001,0.001,0,0,0,0,0.0044,0,0.006,0.001,0.001,0,0,0,9,0,0,0,0.009,0.011,0.096,0.029,9,0,0,0,0,0.001,0,0,0,0,0.01,0,0,0,0.036,0,0,0,0.021,0.01,0,0,0.011,0.001,0.001,0.017,0.001,0,0,9,0.354,0.005,0,0,0.003,0,0,0,0,0.015,1.083,0,5.338,9.084,0.587,27.593,0.441,0,0.029,0,0,0.155,9.002,0,0.101,0.018,0,0,0.351,0.122,0.388,0.104,7.353,0.002,7.546,0,0,0.003,9
"Dominica",0,0,0,0,0,1.749,5.2969,0,1.4542,0,0.0814,0,0.1626,0,0,0.182,0,0.0638,0,0,0.1375,0,0.11,0,0.563,0.2721,0,0,0.033,9,0,0,0,0,16.5,0,0.67,0,0,0.88,0.11,1.996,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.298,0.11,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0.033,0,1.694,0,0,0,0
"Grenada",10.557,2.46,0,0.938,9,0.41,1.004,7.915,1.465,0.0814,0,1.4124,0.0331,0.068,0.083,0.002,9,0.355,0,9.024,0.064,0,0.044,0.262,1.711,0.096,9,0,0.43,0,9,9,0.001,9,0.66,0.117,5.912,0.7078,0.0322,0.546,0.029,0.37,0.01,0,0.101,0.044,0,9.026,0.08,0.385,0,0,0,0.003,0,9,0,1.578,0.008,0.167,0.042,0.774,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9,9,0,0,0,0,0,9,9,0,0,9,0,0,0,0,9,0,0,0,9,0,0,9,9,9,9,9,0,0,9,9.015,0,9,9,9,0,0,0,0,9,9,0.116,0,0.41,9,0.181,1.87,0.047,0,9,9,0,0.01,0,0,0.025,0,0,0,9.054,0,9.08,9,0.086,0,0.293,0,0,0,0
"St. Lucia",0,0,0,0,0,1.617,2.7794,0,3.7757,0,1.4124,0,0.0693,0,0,0,9,0.7832,0,0,9.1441,0,0.957,2.09,1.4231,0.2496,0,0,9.209,0,0,0,0.033,0,19.06,0.011,0.88,0.1052,0.0048,0.11,0,0.506,0,0,0,0,0,0,0,0.24,0,0,9,0,0,0,0,0,0.011,0.11,0,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0.573,0,0,0,0
"St. Vincent and the Grenadines",17.4859,3.1604,3.2689,9,0.003,0.6474,0.826,2.0067,0.8308,0.1626,0.0331,0.0693,0,0.5889,0.0081,0,9.0252,0.513,0.0067,0,0.1419,0.0833,0.8263,0.1556,1.9668,0.0744,9,9.0019,0.3907,0.0004,0,9,0.0604,9.0285,9.193,0.0704,0.5885,0.6504,0.0296,0.1648,0.2222,1.3963,0.0396,0,0.0185,0.0163,0.003,9.0063,9.0722,0.4426,0,9,0.0256,0.0007,9.0019,9,9,9.0826,0.0237,0.1752,0.0637,0.6411,0,0,0,0,0,0,0,0,9.0026,0,0,0,9,0,9,0,0.0004,0,0,9,0,0,0,0,0,0,0.0052,9.0033,9,0,9,0,9,9,9.0026,9,9.0304,9,9,0,0,9,0,0,0,0,9.0004,0,0,0,9,9,0,0,0,9,0,0,9.0033,9,9,9,9,9.0104,0,0,0,9,0.1859,0,0.1641,9.01,0.1211,1.3315,0.0415,9,9.0144,9,0,0.0041,0,0,9.0241,9,0,0,0.0581,0.0274,0.0259,9.0022,0.0541,9,0.1885,0,9,9,0
"Antigua & Barbuda",0,0,0.11,0,0.018,0.09,1.461,0,1.449,0,0.068,0,0.5889,0,0,0.005,9,0.439,0,0,0.058,0,0.07,0,0.635,0,0,0,9.36,0,0,0,0,9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.16,0,0,0,0
"Mexico",1384.4,430.9,52.21,114.6,1.114,88.81,16.612,1.75,0.394,0,0.083,0,0.0081,0,0,8.325,55.863,16.062,49.159,111.899,93.251,79.503,50.81,80.4,3.615,0.266,6.04,18.01,309.641,4.551,15.693,11.6,192.45,0.467,205.6,84.36,138.7,76.7054,3.4946,145.2,205,1516.61,40.87,0,4.13,7.2,7.7,2.8,2.8377,87.2,0.02,0,36.61,13.75,0.278,0,4.8,12.24,53.89,138.6,12.67,7.94,0.006,0,0,9,0,0,9,0.029,0,0,0.007,0.3,9,9,4.7,0,0,0,0.229,1.3,2.636,0,9,0,0.1,0,0.486,0,0,9,0.002,0,0.03,0,0,0.0055,0.613,9,9.4,0,0,0,9,9,0.002,0,22.9,12.81,0,0.4,0,2,6.8,0,1.12,9,0.11,0,7.8,0.1,9.0484,0,1.5,0,12.52,0,9.01,0,22.7,0,0,9,32,230.4,45.12,0,3.05,1.03,0,18.418,0,9,23.2,9,9,0,11.24,0.95,98.81,7,14.11,0.07,27.6,0,0,0.049,9
"Belize",12.241,0.443,0.07,0,0,0.072,0.852,5.031,0.207,0.182,0.002,0,0,0.005,8.325,0,3.996,2.362,1.219,0.042,1.002,1.914,0.459,0.002,0.13,0.003,0,0,0.277,0,9,0,0.167,0.032,7.206,0.795,7.764,0.0861,0.0039,0.691,1.658,0.344,0.096,0,0.04,0.002,0.27,0.068,0.088,0.318,0,0,0.001,0.003,0,9.027,0.004,0.012,0.005,0.334,1.32,2.603,0,0,0,0,0,9,9,9,9,0,0,0,9,0,0,0,9,9,0.276,0.005,0,9,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.025,0,2.187,0,0.169,10.381,0.074,0,0.001,0,9,0,0,9,0,9.002,0,0,0.102,0.035,0.01,0,0.454,9,0.2,0,0,0,0
"Guatemala",181.947,15.785,17.46,0,0.644,8.117,0.954,28.83,0.681,0,9,9,9.0252,9,55.863,3.996,0,42.281,144.65,61.911,7.637,12.255,3.777,111.901,0.215,0.325,1.451,0.558,16.887,0.265,0.019,3.336,2.174,0.032,14.003,0.302,15.865,1.7216,0.0784,14.732,4.104,29.673,1.071,0,0,0,7.226,0,1.791,25.381,0.94,9,0.899,14.911,0,0,0,0,22.273,8.187,3.066,7.49,0.062,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,9,0,0,9,0,9,0,0,9,0,0,0,5.126,0,9,0,0.005,0,0.137,9,0,0,0,0,0,0,0.008,0,0,0,0,0,0.273,9,0.281,0,0,2.99,0.284,28.8,1.3124,9,0,1.15,10.02,0,9.37,9,102.623,9,10.606,0,1.729,51.637,0.029,0,0.059,0,9,0.408,0,0,3.454,0,0,0,0,0.569,0.999,4.173,3.123,9,1.048,0,0,0,0
"Honduras",101.153,13.897,0.027,0,0.076,1.613,2.374,68.283,0.541,0.0638,0.355,0.7832,0.513,0.439,16.062,2.362,42.281,0,1.205,6.293,26.158,10.237,2.676,35.211,0.001,2.747,0.077,0.059,15.461,0,0.011,0.14,2.551,0.309,9.592,0.426,5.188,1.5207,0.0693,7.172,16.502,11.169,0.548,0,0.2066,0.07,7.421,0.225,1.378,2.509,0.198,0.013,4.838,0.088,0.077,0.001,0.053,1.064,4.959,8.811,5.106,7.24,0.528,0,0,0,0,0,9.001,0,0.002,0,0,9,0,0,0,9.2374,0.065,0,0.241,0,0,9,0,0.035,0,9,0,9,9,0,0,0,9,0,0,0.0018,0,0,0.174,0,0,0,0.004,0,0,0,0.009,0.03,0,0.8,0.089,0,0.047,0,0.15,0,0.5327,1.04,0.002,12.3,9,0.007,0.481,0,9,0.033,9,0.015,2.871,9,2.809,0.063,3.054,15.1,0.234,0,0.05,0,0,0.237,0,0,0.97,0,0,9,0.105,0.049,0.014,0.065,0.362,9,0,0,0,9,0
"El Salvador",20.27,5.881,0.2222,0,0.004,1.682,0.009,1.18,0.029,0,0,0,0.0067,0,49.159,1.219,144.65,1.205,0,23.871,9.562,20.155,1.587,39.944,0,0.052,0.102,2.599,3.373,0.048,0.084,0.143,0.347,0.21,5.15,4.442,22.557,5.0308,0.2292,10.918,0.904,10.893,2.273,0,0,0.036,15.311,0.077,0.356,0.596,0,0,6.205,0,0,0.003,2.4,0.04,1.964,0.492,2.814,0.119,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.001,0,0.104,0,0,0,0,0,0,0,0.174,0.33,0,1.2,0,0,0,0,0,0,0,0,0.248,0,9,0,0,0,0,0,9,0,8.8,0,4.077,0,0.063,6.811,0,0,0.003,9,0,0.104,0,0,0.047,0,0,9,0.053,0.638,0.056,0.828,1.875,0,3.468,0,0,0,0
"Nicaragua",109.257,24.024,0.01,4.1494,0.086,0.05,0.036,0,0.001,0,9.024,0,0,0,111.899,0.042,61.911,6.293,23.871,0,46.068,14.296,5.998,86.796,0,0,0.01,0.346,36.912,0,0,0.026,8.892,0.064,9.029,3.014,9.751,4.0744,0.1856,12.191,4.432,2.084,0.057,0,13.8584,0,8.906,0.881,0.159,9.975,0,9,0.06,0.07,0,2.2051,0.095,4.8798,2.086,8.078,1.326,3.273,0.002,0,0,0,0,0,0,0.313,9,0,0,0,0,0,0,0,0.649,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.962,0,0,0.032,0,9,0,0,0,0,0,0,0,21.232,0,0,0.5493,3.576,33.936,0.216,0,7,9,0,0.203,0,0,3.71,0,0,9,0.373,0.362,0.09,0.7,0.317,0,0.493,0,0,0,0
"Costa Rica",23.707,9.312,0.0533,0.0502,0.72,2.259,1.002,2.287,0.421,0.1375,0.064,9.1441,0.1419,0.058,93.251,1.002,7.637,26.158,9.562,46.068,0,21.568,2.018,90.238,0.679,0.529,13.413,3.238,18.63,0.632,0.039,0.94,3.119,0.138,5.161,3.69,21.394,3.4814,0.1586,0.794,16.05,19.238,0.064,0,11.8036,0.421,14.691,0.143,6.687,19.249,0.02,3.575,3.284,0.024,0,0.012,2.941,0.0126,33.476,15.854,5.137,3.782,0.441,0,9,0,9,0,0,0,0,0,0.001,0.162,0,0,0.065,0,0,0,0.025,0,0,0,0,0,0,9,0,0,9,0,0,9,0.021,0,0,0,0.003,9,0.234,9.323,0.01,0,0,0,0,0,0.426,0.272,0,1.074,0,0,0.048,0,0.4,0,1.9041,1.46,0.895,2.4,9.2108,9,0.168,0.227,0.11,9.042,9.23,9.001,0.026,9,7.323,0.1057,11.397,111.534,0.486,0,0.003,9,0,0.012,0,0,1.05,9,0,9,0.1,0.599,0.129,0.076,0.833,0,0.192,9,0,9,9
"Panama",206.741,5.87,11.1381,0.3131,1.913,10.361,0.289,55.703,0.253,0,0,0,0.0833,0,79.503,1.914,12.255,10.237,20.155,14.296,21.568,0,158.21,49.579,1.018,6.795,1.444,28.015,12.118,0.341,3.875,105.921,55.197,8.626,0.171,0.728,9.651,8.7417,0.3983,1.401,135.01,11.919,0.797,0,0.091,0.872,13.389,0.044,1.335,39.164,0.006,9.014,17.529,27.013,0.042,0.017,0.244,1.287,3.332,2.78,4.973,2.386,0.436,0,0,9,9,0,0,0.447,0,0,0,0,0,0,9,0,0,0,0,0.071,0,0,0,0.1924,0,0,0,9,0,9,9,0,0.047,0,9,0.328,0.003,0,0.045,0,0,0,9,0,0.011,0,0.21,0.96,0,0.111,0,0,4.3,0,5.84,0,0.004,0.007,0.418,113.886,0.4184,0,0.082,0,9,0.138,9,0,1.953,0,17.353,0,32.178,37.389,0.13,0,1.647,0.02,0,0.072,0,0,9.596,0.028,9.031,9,1.949,28.781,0.009,0.371,1.241,0,5.431,9,0,0,9.006
"Colombia",887.06,103.9,8.276,3.146,0.496,4.66,0.687,25.12,0.537,0.11,0.044,0.957,0.8263,0.07,50.81,0.459,3.777,2.676,1.587,5.998,2.018,158.21,0,195.13,0.686,1.511,35.56,61.96,169.771,8.462,10.255,59.26,6.79,0.98,77.26,4,98.37,10.0807,0.4593,45.78,53.27,44.62,21.33,0,3.999,10.17,18.47,25.43,12.4781,102.33,0.36,0.044,11.65,0.09,0,2.107,1.41,7.334,49.48,29.93,6.71,16.47,0.903,0,0,9,0,0,0,0.004,0,9.04,0.002,0,0.06,0,0,0.0339,0,0,0.04,0.29,0,0,0,0,0.08,0,0.01,0,0,9,0,0,0,0.01,0,0,0.679,9,8.77,9,9,0,0,9,0.002,9,2.88,27,0.03,4.9,0.03,0,1.36,0,0.23,1.33,0.199,0.1,2.7,0.03,9.03,0,0.08,0.01,0.01,0.02,0.05,9,14.95,9,16.66,0.27,6.84,346.35,7.31,0,0.07,0.05,0,0.22,9,0,0.36,0,9,0.02,1.53,10.41,0.34,1.3,1.59,0.3,0,9,0,9,0
"Venezuela",628.2998,1564.4999,0.75,77.28,0.8,229.91,136.171,7.14,30.979,0,0.262,2.09,0.1556,0,80.4,0.002,111.901,35.211,39.944,86.796,90.238,49.579,195.13,0,63.42,6.7,24.61,24.54,873.363,3.123,0.475,281.3,43.26,116.355,126.5,22.26,56.9,113.4322,5.1678,159.9,106.2,266.24,155.44,0,23.1,6.9,11.7,2.5,18.3,858.5,0.03,9,7.61,0.41,0,0.2,12.3,0.8,38.75,144.1,5.52,25.99,4.127,0,0,0,0,0,0,6.468,0,0,1.059,200.55,0,10.145,0,0,0,9.173,2.467,0.6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,122,0,0,0,0,0,0,0,1.51,1.29,1.4,0.4,0,0.6,26.9,0,0,0,0,0,6.2,0,9.0544,9,0,0,0,0.2,0,0,51.4,0,57.4,0,42.3,155.4,148.49,0,0.2,0,0,0.015,0,0,3.31,0,0,0,5.9,3.33,1.76,6.9,15.77,3.9,21,0,0,0,9
"Guyana",9.029,3.729,0.2266,1.2779,0,0.002,18.307,116.014,3.238,0.563,1.711,1.4231,1.9668,0.635,3.615,0.13,0.215,0.001,0,0,0.679,1.018,0.686,63.42,0,0.101,0.059,0.305,5.308,0.004,0,0.406,0.225,0,31.923,0.036,10.369,4.0648,0.1852,14.595,0.686,6.642,0.833,0,4.3374,0.001,0.137,0.041,0.017,4.09,0,0,0.001,0.08,0.002,0.0002,0.058,0.6443,0.194,0.348,0.307,0.749,0.149,0,0,0,0,0,9,0.675,0,0,0.001,0,0,9,0.001,0,0.001,9,0,0,0,0,0,31.1316,0.003,0.005,0,0,9,0,0,0,0,0,0,0,0.002,0,0,0,0.196,0,0,0,0,9,0.207,0,0.004,1.104,0,0,0.117,0.0022,0.006,0,0,0.449,0.463,0.295,0,0,0,0.002,0,0,0,9,0.673,0,0.593,0.1545,0.563,5.282,2.159,0,0.048,0.813,0,0.052,0,0,0.328,0,0,0,0.081,0.088,0.002,0.04,0.747,0.001,5.729,0,0,0,0
"Suriname",29.663,5.975,0.0034,0.2551,0.348,3.592,1.633,122.201,1.585,0.2721,0.096,0.2496,0.0744,0,0.266,0.003,0.325,2.747,0.052,0,0.529,6.795,1.511,6.7,0.101,0,0,0.181,12.641,9,0,0,0.08,0.002,9.502,0.044,4.073,7.441,0.339,9.76,1.014,1.258,3.474,0,0.204,0.122,0.035,0.098,0.316,9.291,0,0,0.011,0,0,0,0.01,0.063,0.02,3.358,75.259,1.171,0,0,0,0.649,0,0,0,2.512,0,0,0.001,0,0,9,9.001,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.001,0,0,0,9,0,0,0,0.011,0,0,0,0,0,0.01,9,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,4.807,9,0,0.137,2.971,10.33,0.449,0,0.1,0,0,1.186,0,0,0.044,0,0,0,0.173,0,0.264,0.369,0.12,0.133,0.004,0,0,0,0
