"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"Gambia",0.352,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049999999,0,0,0,0.0040000002,0,6.8439999,0.003,0.68300003,0.1910301,0.0089699002,0.55800003,0.016000001,0.079000004,0.017999999,0,0.49200001,0.33199999,0.014,0.17900001,0.296,0.465,0,0,0.016000001,0,0.018999999,0.0089999996,0.184,0.229,0.0060000001,0.287,0.0020000001,0.057999998,0,0,0,0,0.105,0,0,0,0,0,0,0.0020000001,0.169,0.123,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18700001,0,0,0,0,0.171,0,0.035,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,2.9349999,0,0.20100001,0,0,4.1609998,0.206,0.20299999,0.32300001,0.001,0,0,0.289,0,0,0,0,0.0020000001,0,0,0.028999999,0.018999999,0.018999999
"Mali",0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0.28654519,0.0134548,10.8,0.40000001,0,0,0,0.1,0.60000002,0,0,0,0.30000001,0,0,0.2,0,0,0,0,6.3000002,0,0,0,0.1,0,0,0,0,2.5,0,0.1,0.1,3,0,0.2,0.89499998,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senegal",6.5999999,0.2,0,0,0,0,0.1,0,1.3,0,0,0,0,0,0,0,0.2,0,0,0,12.6,0,0,0,0,0,1.9,0,5.5999999,3.8206019,0.1793979,78.800003,1.4,0.5,0,0,0.40000001,0,1.2,0.1,0.30000001,6,0,0,0,0,0,0,0.1,0.2,0.30000001,0.5,0.30000001,0.30000001,0,0,0.1,0.40000001,0,0.60000002,0.1,0.1,9.8000002,0.1,0,0.064999998,0,0,0,0.1,0,2.5,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.2,0.69999999,0,0,0,4.5,0,1.5,2.2,0.2,0,0,0,0.1,0,4.0999999,0,0.1,0,0,0,0,3.3900001,0,0,5.6999998,0,0,0,0,0.40000001,0.1,0.60000002,0,0,0,0,0.30000001,9.3000002,0,0,0,0,0,0,0,0,0
"Benin",1.9400001,0.152,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43399999,0,0,0,0.23800001,0,0,0,0.0040000002,0,1.909,0,3.898,1.566447,0.0735531,20.723,0.105,0.22499999,0,0,0.097999997,0.40900001,0.027000001,0.117,0.085000001,4.2589998,0,0,0,0,0,0,0.197,0.57700002,0,0.077,0,0.18700001,0,0,0,0,1.681,0,0,0.023,0.90799999,0,0,0.0070000002,0,0.035999998,1.279,0.013,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,0.30399999,0.64600003,0.228,0.24699999,0,0.037,0,0.116,0.016000001,0,0,0,0.1,0,0,0,0,0,1.283,0,0,0,0,0.88800001,0.003,0.117,0,0,0,0,0,0.054000001,0,0,0,0,0,0,0,0.018999999,0
"Mauritania",4.9359999,0.061000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,1.7079999,0,0.30000001,1.58555,0.074450098,16.796,0.090000004,0.50800002,0,0,0,0.001,0.094999999,0,0,0.602,0,0,0,0.001,0,0,0,0.063000001,0.17299999,0.0060000001,0.22,0.023,0,0,0,0.1,0.44400001,0,0,0,0.017000001,0,0,0.31,0,0,0,0,0,0,0,0,0.57300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.011,0.059,0,0,0,0.115,0,0,0.48699999,0,0,0,0,0,0,0.121,0.193,0,3.0079999,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0
"Niger",2.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0,0,0,0,0,0,0,0,0,0.98000002,0,1.2079999,0.42981771,0.0201823,19.638,0,0.162,0,0,0.048,0,0,0,0,0.66399997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,1.36,0.17,0,0,2.5669999,0,0.255,0,0,0.331,0.1,0,1.0319999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16599999,0,0.118,0.26800001,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,1.7539999,0,0,0,0,2.5,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ivory Coast",19.200001,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0.5,0,0,0.89999998,0,0,0,0,0,7.8000002,0.1,14.2,7.5456891,0.3543109,156.39999,1.1,0.80000001,0,0,0,1,0.30000001,0,0,14.9,0,0,0.1,0,0,0,0,0.1,0.1,1,1.2,0.40000001,0,0,0,2.7,7.3000002,0.1,0,0.5,0,0,0.5,0.19400001,0,0,0.30000001,0,0.30000001,2.9000001,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000001,0,2.2,13.7,0.80000001,0,0,0,0,0,1.2,0,0.1,0,1.3,0,0,0,0,0,0,0,1.8,0,1.8,5.4000001,0.2,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea",6,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.69999999,0.57309031,0.0269097,8.3999996,1,0,0,0,0,0,0,0,0,0.89999998,0,0,1.6,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.30500001,0,0,0,0,0.12,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0.56999999,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkina Faso",1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.80000001,1.337211,0.062789299,16,0,0.1,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,1.7,1.2,0,0,0.58099997,8.6999998,0,0,0,0,0.40000001,0,0,0,0,0,0.30000001,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberia",43.431,0.92000002,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0.88800001,0,0,0,0,0,0,0,0.028999999,0,13.315,0.0040000002,4.5159998,1.413623,0.0663772,3.316,1.326,0.56199998,0.003,0,0.191,1.326,0.066,0.31600001,0.58200002,2.24,0.0070000002,0.001,0.067000002,0.02,0.0040000002,0.0049999999,0.082999997,0.097999997,0.25,4.0019999,1.124,1.34,0.003,0,0.001,0.041999999,0.241,0.0020000001,0.0020000001,0,0.345,0.171,0,0,0.30899999,0.057,0,0.0020000001,0.242,0.027000001,0,0,0,0.011,0.001,0.016000001,0.003,0,0,0.0020000001,0.001,0.0020000001,0,0.30899999,0.0020000001,0,0,0,0.001,0,0.23100001,0.0060000001,0,0,0,1.9,0,0,0.064999998,0.001,0.317,0,0.013,0.40900001,0,0.001,0,0,0.95700002,0,0.161,0,0,9.0310001,0.164,0.016000001,0,0,0,0,0,0,0,0,0,0.133,9.5200005,0,0,0.025,0.0080000004
"Sierra Leone",8.6000004,0.2,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,25.5,0.1,3.5999999,0.95515049,0.0448495,5.0999999,0.60000002,0.80000001,0,0,1.2,0.80000001,0.1,1.8,1.3,2.7,0,0,0,0,0.2,0,0,1.2,0.1,0.40000001,0.60000002,0.69999999,0,0,0.1,0,0.30000001,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0.40000001,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3,0,0.1,0,0,0,0,0,0,0,2.3,0,0,0,0,11.1,1.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0.1
"Ghana",58.799999,7,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0.1,0,0.2,0,0.2,0,84.900002,0.1,13.2,0.85963547,0.0403645,6.1999998,3.3,2.4000001,0,0,1,2.8,0.69999999,2.0999999,3.7,7.0999999,0,0,3.3,0.1,0,1.3,0.5,7,0.40000001,2.0999999,4.5999999,2.4000001,0,0,0.0070000002,2.7,0.1,0.044,0.079000004,0.80000001,0.5,0,2.3,0.45199999,0,0,0.2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.30000001,0,0,0,4.6999998,0,0,2.3,0,0.5,3,2.2,1.9,0,3.3,0,0,1.6,0,0,0,0.60000002,17,1.6,2.7,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0.2,1,0.30000001
"Togo",2.0999999,0.40000001,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1999998,0,2.0999999,0.7641204,0.035879601,14.9,0.30000001,0.5,0,0,0.2,0.40000001,0,0.1,0.2,2.3,0,0,0,0.1,0,0,0.2,0.60000002,0,0.1,0.2,0.1,0,0,0,0,0.5,1.323,0,0.2,0.40000001,0,0.1,0.001,0,1.5,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.30000001,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,2.2,0,0,0,0,5.3000002,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cameroon",10.8,0.40000001,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.8000002,0.1,5.8000002,3.6295719,0.17042799,98.599998,0.80000001,1.1,0,0,0.40000001,0,0.1,0.69999999,0.60000002,7.5,0,0,0,0,0,0,0.30000001,1.2,0,0.30000001,0.40000001,0.5,0.2,0,0,0,0.5,0.018999999,0,0,0,4.9000001,0,0.0089999996,0,0.1,0,0,0.5,5.5,0.5,0.2,2.5999999,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1.2,0.30000001,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.60000002,0,0,0.1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nigeria",62.400002,2.5999999,0,0,0,0,2.7,0,0.2,0,0,0,0,0,0,0,1.7,0,0,0,0.1,0,0,0,0.1,0,167.7,1.1,21.9,8.787385,0.41261521,20.1,5,2.7,1.3,0,0.5,5.5999999,2.0999999,4,9.5,38.599998,0.1,0,0.69999999,0.40000001,0,0.5,0,2.5,2.3,5.0999999,5.9000001,3.3,0.30000001,0,0.021,0,0.2,0.1,0,5.6220002,1.1,0,0,0.30000001,0.40000001,3.0999999,0,0.40000001,0,0,0,0.80000001,0,0.40000001,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89999998,1.5,0,0,0,0.60000002,0,0.30000001,2.7,0,0.69999999,0,2.5,0,0,0.2,0,0,10.4,0,0,0,8.3999996,20,5,5.5,0,0,0,0,0,0,0,0,0,0.5,2.7,0,0,1.1,0.1
"Gabon",6.1999998,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.8,1.6237561,0.076244101,36.5,0.1,0.30000001,0,0,0.1,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0.60000002,0,0.090000004,0,0.2,0,0,0,0,0,0,4.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0
"Central African Republic",1.9,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.7,0.95515049,0.0448495,21.5,0.2,0,0.40000001,0,0.1,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chad",3.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0.69999999,0.85963547,0.0403645,16.299999,0,0.30000001,0.2,0,0.1,0,0,0.60000002,0.2,3.2,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.30000001,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.40000001,0,0.30000001,0,0,0.60000002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo",4.3460002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5599999,0,2.5999999,1.528241,0.071759202,48.417999,0.16599999,0.72100002,0,0,0,0,0.2,0,0,4.1999998,0,0,0,0,0,0,0,1.239,0,0.2,0,0.1,0,0,0,0,0.2,0,2.053,0,0.30000001,0,0,0.0049999999,0,0,0.1,2.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60799998,0.085000001,0,0,0,2.9000001,0,0,0,0,0.02,0,1,0,0,0,0,0,1.709,0,0,0,0,1.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Democratic Republic of the Congo",53.900002,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0.80000001,0,16.700001,0,13,72.973503,3.4265001,20.1,3.9000001,3,3.4000001,0,0,0,1.6,0,2.5,17.4,0,0,0,0.1,0,0,0,0,0.2,2.2,0.69999999,1.2,0,0,0,0,0,0,0.289,0,0,0,0,0.035999998,0,0,0.2,0,0.2,0,0.1,0.69999999,0.40000001,0,2.2,3.0999999,0.30000001,0,0.2,0,0,3.0999999,6.9000001,0.2,7.5999999,0,0,0,0,0,0,0,0.30000001,0,0,5.8000002,0,0,0.1,0,0.0099999998,0,0.1,2.9000001,0,0,0,0,0,0,0,0,0,13.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uganda",5.4000001,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.1,3.0999999,2.005816,0.094183899,4.4000001,1.9,0.2,0,0,0.1,1,0.69999999,0.60000002,1.3,6.5999999,0,0,0.5,0,0,0,0,1,0.2,1.9,0.69999999,1.1,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0.30000001,0,39.570999,2.3940001,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,1.3,0,0,0,0,0,2.9000001,0,0,0,0.1,13.2,4.5999999,1.9,0,0.1,0,0,0,0,0,0,0,0.69999999,0.30000001,0,0,0.80000001,0.1
"Kenya",22.200001,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,101.1,0.1,9.6000004,5.6353879,0.2646119,11.5,2.0999999,0.40000001,0,0,0.5,0.89999998,1.4,0.60000002,2.0999999,13.6,0.1,0,2,0.2,0,0,0.2,0.80000001,1.3,4.3000002,1.4,2,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.5,0,0,0,0,1.6,24.219999,0,10.338,0,0.2,0.148,0.1,0.40000001,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.2,0,0.079999998,0,3,7.5999999,0,0.40000001,0.1,0,4.5,0,0.80000001,0,0.60000002,22.299999,8,4.5,0,0.2,0,0,0.30000001,0,0,0,0,2,1.1,0,0.1,4.8000002,0.5
"Tanzania",11.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.299999,0,10.804,2.387876,0.1121237,9.3999996,1,0.30000001,0,0,1.6,0,0.60000002,0.60000002,1.5,14.5,0,0,0.60000002,0.1,0,0,0,1.1,0.2,1.5,1.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0.1,0,0,0,0,0.40000001,5.6810002,36.592999,0,0,0,0.039000001,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0.1,1.5,0,0,0,1.4,2.2,0,0,0.1,0,12.1,0,0.5,0,0.2,18.4,7.5999999,3.4000001,0,0,0,0,0,0,0,0,0,0.69999999,0.60000002,0,0.003,1.4,0.2
"Burundi",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0.60000002,4.584723,0.21527749,1.4,0.1,0.1,0,0,0,0,0.30000001,0,0,0.5,0,0,0,0,0,0,0,0,0,0.30000001,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.89999998,2,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0999999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rwanda",1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40000001,3.916117,0.1838828,0.89999998,0.1,0,0,0,0,0,0,0,0.30000001,0.30000001,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,3.0999999,1.2,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0.1,0,0.2,0,0,3.0999999,0.30000001,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Somalia",4.5380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15000001,0,0,0,0,0,0,0,3.3599999,0,0.23,0.057309002,0.002691,0.625,0,0.013,0,0,0,0.018999999,0.066,0,0.198,15.568,0.052000001,0,0,0,0,0,0,2.905,0,0.80000001,2.7,0.25299999,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.14,1.171,0.28,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0.24699999,0,0.40000001,1.484,0,0.0099999998,0,0,0.60000002,0,1.117,0,0,1.369,0,0,0,0,4.658,0.94199997,0.63,0,0.34999999,0,0,0.52600002,0,0,0,0,0.63099998,0,0,0,0.023,0
"Ethiopia",32,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.200001,0.1,5,2.578907,0.1210936,8.6000004,2,0,0,0,0.1,1,1.7,0.80000001,2,30.9,0.1,0,0.60000002,0.2,0,0.30000001,0.1,1.8,0.1,2.2,0.69999999,1.4,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0.1,1,0.1,0,0,0.0070000002,0,0,0,0.30000001,0.1,0,0,0,0,0,0,0,0,0,0.5,5.1999998,0,1.3,0.1,0,0.30000001,0,3.9000001,0.5,0,0.60000002,0.69999999,0,2.5999999,0,0,0,0.40000001,16.299999,2.5999999,0.5,0,0.60000002,0,0,0.60000002,0,0,0,0,0.1,1,0,0,0.2,0
"Zambia",46.599998,3.4000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,106.5,0.1,5.4000001,4.011632,0.1883678,10.9,3,0.60000002,0.5,0,0.2,0.5,1.6,0.60000002,1.9,16.363636,0,0,1.4,0.1,0,0,0,0.60000002,0.30000001,4.3000002,0.80000001,3.8,0,0,0,0,0,0,0,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,0,0,1.2,0.2,6,8.6000004,0,0,0,0,0,31.6,1.1,114.1,0,0,0,0,0,0,0,0,0,0,9.6000004,0,2.3,0,0,0,0,1.8,0.89999998,0,0,0,0,1.5,0,0,0,0,25.299999,2.5,1.8,0,0,0,0,0,0,0,0,0,0.60000002,1.9,0,0,8.1000004,0
"Zimbabwe",2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,3,1.241696,0.058304299,2.4000001,2.5,0,0,0,0,0,1.1,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9000001,0
"Malawi",4.29,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76,0,0.60000002,0.1910301,0.0089699002,0.60000002,0.2,0,0,0,0,0,0.1,0,0,0.80000001,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0.1,0,0,0,0,3.0799999,13.86,0,8.5799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,3.74,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
"South Africa",456,64.800003,0,0,0,0,0,0,0.40000001,2.5,0,3.4000001,0,0.1,0,0.1,0.30000001,0,0.50999999,1,9.6000004,0,0.0099999998,0,1.5,0.40000001,640.59998,1.8,58.200001,36.104691,1.69531,102.6,52.900002,7.9200001,3.4000001,0,0,0,15.1,0,0,113.4,0.30000001,0,0,0.30000001,0,0,0,0,11,43.5,8.8999996,9.5,0,0,0,0,0.89999998,0,0,0,0,0,0,0.001,0,0,0,0,0.2,0,0,0.30000001,0,1.4,0,0,0,0,0,0,0,16.5,0,1.8,0,0,0,0,0,1.2,0,0,0,0,0,90.199997,0.1,26.299999,0,0,0.039999999,0,5.6999998,26,0,10.44,0,0,0,0,0,0,0.40000001,199.89999,0,0,0,16.6,0,0,2,0,0,0,0,3.01,15.69,1.1,0,41.599998,2.8
"Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swaziland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",8.6000004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0999999,0,3.7,2.483391,0.1166086,107,0.5,0.1,0,0,0,0,0.1,0.1,0,6,0,0,0,0,0,0,0,0,0,0.60000002,0,0.1,0,0,0,0,4.4000001,0.011,0,0,0.5,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.89999998,1.9,0,0,0,1,0,0,0,0,0,0,0.2,1.2,0,0,0,0,0,0,0,0,0,4.1999998,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0
