"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand","Fiji"
"Finland",125.55,11.55,0.17,0.001,1.3,0.18000001,0,0,0.66000003,5.1799998,1.39,1.66,0.11,5.75,2.3,7.9200001,3.74,0.041000001,1.5700001,3.5899999,8.3699999,0,0,2.51,3.24,0.07,378.39999,1.03,84.879997,43.30254,2.087456,86.919998,73.639999,23.780001,15.95,0,18.059999,54.59,45.900002,9.5699997,14.7,62.16,0.0099999998,0,2.0799999,2.49,1.88,2.73,9.4200001,385.39999,0,463.23001,73.57,84.580002,3.3399999,0,0,0,0.72000003,0,0,0,0.28,0.059999999,0,0.18000001,0.02,1.22,0,0.0099999998,1.21,0.0040000002,0,0,0,0.059999999,0.57999998,2.29,0.090000004,0,0,0,0.74000001,2.3800001,0,0.039999999,3.99,0,0,0,0.1,0,2.1199999,0.17,0.27000001,0.039999999,1.4,53.810001,1.79,0.13,2.8399999,0,0.16,0,9.7299995,2.1099999,0,0,0,0,0,0,0,0,11.12,0,0,0,0.63,71.730003,1.3099999,0,0.81999999,0,0.16,0.14,0,0,0.25999999,0,0,0,0,3.27,1.59,1.22,1.14,12.27,2.6600001,0
"Sweden",566.20001,50.700001,8.6999998,0.1,0,9.8000002,55.599998,0.0020000001,4.0999999,5.5,2.3,0.1,0.1,6,5.5999999,24.299999,57.400002,3.8,4.5,6.1999998,69,0,0.1,34.299999,12.7,0.69999999,996,9.5,288.70001,214.6524,10.3476,276.20001,187.3,53.400002,60,0,47.099998,58.799999,129,21.6,30.4,197.8,0.5,0.40000001,14.9,6.9000001,1.1,2.8,12.7,162.60001,380.79999,0,439.60001,564.70001,7.8000002,0,0.003,0,0.1,0.1,0,0.2,1,0,0.064999998,0.1,0.027000001,6,0,0.1,74.400002,0.69999999,0,0,0.1,0.1,5.0999999,9.3999996,2.3,0.2,0.1,0,1.8,17.799999,0,0.1,20.799999,0,0,0.40000001,0.30000001,0,8.6000004,12.7,1.1,2.4000001,1,16.799999,14.9,20.200001,2.2,0.40000001,2.2,0,16,1.2,0,0.40000001,3.9000001,3.3,26.4,19.799999,22.299999,0.69999999,17.299999,0.1,7.5999999,0,10,145.89999,12,0,4.5999999,0,2.4000001,5.0999999,0,0,4.4000001,0,0,0,0,10,3.5,10.6,3.5999999,17.299999,3.5999999,0
"Norway",244,186.85001,1.3,0.31999999,0.5,30.84,9.2200003,0,0.95999998,1.42,0.82999998,1.27,0.22,1.87,64.690002,4.7600002,23.139999,11.36,3.4100001,1.87,34.02,0.0099999998,0,1.08,5.6199999,0.13,490.85001,3.1700001,119.13,91.852142,4.4278541,114.64,90.190002,25.83,16.860001,0,28.07,41.369999,45.849998,7.3400002,17.450001,91.550003,0.079999998,0,16.950001,3.6400001,1.36,14.12,2.8099999,54.279999,93.699997,783.42999,0,262.97,2.5999999,0,0.37,0,0.76999998,0,0,0.14,0.17,16.219999,0,9.8999996,0.0099999998,9.3100004,0.15700001,0.029999999,34.490002,0.82999998,0,0,1.11,0.69,0.23999999,0.5,0.36000001,0,0,0,0.79000002,0.063000001,0,0.61000001,11.01,0,0,0,0.059999999,0,4.8200002,1.1900001,0.91000003,5.79,0.30000001,1.79,5.71,0.02,1.2,0.079999998,0.94,0,5.5500002,22.23,0.0099999998,0,11.56,0,0,0,27.41,0.1,4.7199998,0,4.5300002,0.090000004,0.47999999,193.75,2.8099999,0,0.72000003,0,0.61000001,0.46000001,0,0,0.63999999,0,0,0,0,2.1099999,1.08,2.48,1.58,14.26,2.75,0
"Denmark",384.79001,29.24,0.25,0.50999999,0.07,0.14,9.4899998,0.071999997,2.1700001,2.96,2.51,2,1.59,1.02,2.23,8.75,6.25,0.86000001,1.51,3.72,59.490002,0.090000004,0.34999999,1.1799999,9.6300001,1.3099999,618.17999,2.6099999,180.3,111.2853,5.3646569,195.75,111.89,29.709999,29.42,0,20.030001,47.509998,74.209999,11.61,22.15,121.15,0.58999997,0,5.6799998,3.54,1.09,1.87,4.3099999,31.4,131.28999,756.69,181.52,0,10.55,0.0099999998,0.0099999998,1.2,0.1,0,0,0,1.78,0.029999999,0.97000003,0.64999998,0.80000001,3.1199999,0.30000001,0.64999998,50.990002,0.94,0.07,0.15000001,1.14,0.1,0.20999999,1.21,3.3,0.16,0,0,0.66000003,0.34,0,0.79000002,6.6500001,0,0,0.090000004,0.44999999,0.12,3.78,0.38,0.69999999,9.4700003,0.69,12.16,16.65,2.8900001,2.1300001,0.68000001,2.6099999,0.0099999998,6.4499998,71.050003,0.059999999,0.039999999,61.75,1.6900001,0.97000003,0,26.08,0.49000001,11.6,0,1.36,0,1.5599999,81.32,7.1199999,0,2.3099999,0,5.1500001,1.66,0,0.0099999998,1.58,0.14,0.029999999,0,0,5.5100002,1.98,4.5,16.209999,7.4899998,4.0799999,0.0049999999
"Iceland",21.865999,0.792,0,0.001,0,0.0070000002,0.001,0,0.0049999999,0.050999999,0.064000003,0.0060000001,0,0.068000004,0.167,0.0049999999,0,0,0.071000002,0,2.1440001,0,0,0.0020000001,0.117,0,29.674,0.223,12.621,3.7206421,0.17935839,4.8540001,4.0190001,1.0700001,1.293,0,0.81,2.3310001,0.93199998,0.093999997,2.869,3.5650001,0.014,0,0.043000001,0.022,0.046,0.024,0.071999997,14.874,4.7129998,12.467,10.52,21.282,0,0,0,0,0.012,0,0,0,0.0040000002,0,0,0,0,0.021,0,0.0020000001,0.016000001,0,0,0,0.018999999,0,0.066,0.001,0,0,0,0,0.0040000002,0,0,0,0.26499999,0,0,0,0.0040000002,0,0.0080000004,0.0040000002,0.13500001,0,0.015,0.011,0.022,0.014,0.0060000001,0,0.0020000001,0,0.345,0,0,0,0,0,0,0,0,0.001,0.234,0,0.050000001,0,0.17399999,8.1359997,0.243,0,0.045000002,0,0.041000001,0.024,0,0,0.037,0,0.0020000001,0,0,0.015,0.0049999999,0.012,0.0049999999,0.207,0.148,0
"Equatorial Guinea",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0.2,0.28620321,0.0137968,2.8,0,15.62,0,0,0,0,0,0,0,0.30000001,0,0,0.75,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34999999,0,0.117,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia",0.48699999,0.12,0,0,0,0,0.074000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0.001,0,7.1339998,0.011,0.54500002,0.27666309,0.0133369,0.87800002,0.025,0.205,0.0049999999,0,0.241,0.25400001,0.021,0.39199999,0.122,0.249,0,0,0.013,0,0.039999999,0.012,0.18000001,0.23800001,0.0089999996,0.33899999,0.015,0.23899999,0,0,0,0,0.70899999,0,0,0,0.0060000001,0.003,0,0.003,0.36500001,0.082000002,0,0,0.02,0.0080000004,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0.37400001,0.001,0,0,0,0,0,0.048999999,0,0,0,0,0,0,0,0.021,0,0.013,0,0.32600001,0,0,0,0,0,0,0,0,0,1.949,0,0.072999999,0,0.0049999999,3.809,0.141,0,0.068999998,0,0.67799997,0.003,0,0,0.050000001,0,0,0,0,0.0020000001,0.0089999996,0,0,0.0080000004,0.022,0
"Mali",3.256,0.0070000002,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0.023,0.33899999,0,0,0,0.68400002,0,0.0089999996,0,0.001,0.148,1.442,0.0099999998,0.90600002,0.79182881,0.038171101,26.386999,0.112,0.141,0,0,0.303,0.050999999,0.057999998,0.0020000001,0.090000004,1.081,0,0,0.0049999999,0.0099999998,0,0.023,0.035999998,3.5840001,0.108,0.123,0.011,0.097000003,0,0,0,0,3.734,0.0020000001,0.26699999,0.032000002,6.2480001,0.112,0.19,0.016000001,0.0070000002,0.514,0.001,0.003,0.028999999,0.0020000001,0.0020000001,0.0020000001,0.0070000002,0.011,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,0.090000004,0.079000004,0.0049999999,0.034000002,0,0.21699999,0,0.117,0.222,0,0.011,0,0.017999999,0.0049999999,0.0070000002,0.011,0.101,0,0,0,0,0,3.664,0,0.074000001,0.011,0.0040000002,0.935,0.029999999,0,0.098999999,0,0,0,0,0,0.0020000001,0,0,0,0,0.0020000001,0,0,0,0,0,0
"Senegal",13.072,1.354,0.0040000002,0.44299999,0,0,0.126,0.0040000002,0.212,0,0,0,0,0,0,0.0040000002,0.097000003,0,0,0,5.915,0,0.039999999,0.046999998,0.78500003,0,3.5639999,0.011,5.8899999,2.804791,0.1352087,103.309,1.822,0.81,0,0,0.22,0.83499998,0.15800001,0.086000003,0.80299997,6.862,0.0040000002,0.0070000002,0.025,0.064999998,0,0.025,0.13699999,1.163,0.52200001,0.60500002,0.108,0.37799999,0,4.0609999,0.093999997,1.03,0,0.87800002,0.032000002,0.001,8.4499998,0.0040000002,0.0040000002,0.001,0.13,0.001,0.0040000002,0.043000001,2.365,7.8470001,0,0,0.382,0,0,0.0020000001,0.28099999,0,0,0,0.017999999,0.022,0,0.011,0,0,0.148,0,0.41800001,0,1.742,2.164,0.15099999,0.001,0.0070000002,0.028999999,0.082999997,0.954,0.79900002,0.057999998,0.169,0,0.046999998,0.001,0,0.0040000002,0,0,0,0,0,0.0040000002,6.1739998,0,0.028999999,0,0.169,0.85699999,0.20200001,0,0.133,0,0,0.0040000002,0,0,1.0930001,1.372,0,0.0040000002,0,0.0070000002,0,0.022,0.014,0.093999997,0.0040000002,0
"Benin",4.5029998,1.0319999,0,0,0.014,0,0.030999999,0,0,0,0,0,0,0,0.016000001,0,0.72299999,0,0,0,0.53200001,0,0,0,0,0,3.8399999,0.003,4.7800002,0.85860962,0.0413904,29.233,0.223,0.30500001,0,0,0.917,0.027000001,0.57300001,0.21799999,0.152,1.927,0.0099999998,0.003,0.052000001,0.0049999999,0.003,0.103,0.012,1.163,0.011,0.107,0.029999999,0.44400001,0.0070000002,0,0,0.048,2.207,0,0.001,0.0040000002,1.903,0,0.048999999,0.021,0.015,0.039000001,2.2,0.030999999,1.373,0.048,0.056000002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.34,0.18000001,0.022,0.61199999,0,0.16500001,0,0.048999999,0.787,0,0.046,0,0.111,0.057999998,0.059999999,0,0.059,0,0,0,0,0,1.192,0,0.71200001,0.025,0.13600001,3.8559999,1.02,0,0.0020000001,0,0,0.43000001,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0
"Mauritania",10.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0710001,0,0.64999998,0.81090909,0.039090902,23.1,0.1,1.044,0,0,0,0,0,0,0,0.64099997,0,0,0.0099999998,0,0,0,0,0.02,0,0.1,0.0099999998,0.1,0,0,0,0.48899999,3.289,0,0,0.0049999999,0,0,0,0.963,0,0.0080000004,0,0.003,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.70999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99800003,0,0,0,0,0.086999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niger",0.62400001,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0,1.228,0,0,0,0,0,0,0,0,0,2.0280001,0,2.8699999,0.64872718,0.031272799,23.278,0.40000001,0.331,0,0,0.21699999,0,0,0,0,1.637,0,0,0.02,0,0,0,0,0,0.1,0.1,0.02,0.02,0,0,0,0.0080000004,1.063,0.41800001,0.003,0,2.9189999,0,0.115,0.0070000002,0,0.097999997,0.155,0.0089999996,1.255,0.324,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51899999,0,0.154,0.43000001,0,0.69999999,0,0,0,0.16500001,0.19,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,1.411,0,0,0,0,1.6,0.0099999998,0,0.034000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ivory Coast",27.309999,0.73000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6700001,0,0,0,0.059999999,0,9.3500004,0,18.950001,8.1854115,0.39458859,186.39999,2.55,2.5799999,0,0,0,1.4299999,0.40000001,0.68000001,0,27.32,0,0,0.67000002,0.0099999998,0,0,0,0,0.58999997,2.52,2.5699999,1.8200001,0,0,0.003,9.8240004,7.1900001,0.15000001,0,0.57999998,0,0,0.2,0.28400001,0.097999997,0.382,0.226,2.549,6.3099999,2.9200001,0,0,0.75,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,3.54,0,1.9400001,5.3600001,1.29,0,0,0,0,2,1.4,0,0.1,0,1.54,0,0,0,0,0,0,0,0,0,0,0,4.5500002,0,0.81999999,15.1,0.28999999,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0.18000001,0,0,0,0,0
"Guinea",13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0.30000001,3.1482351,0.1517648,19.1,1,1.3200001,0.0099999998,0,0,0,0.60000002,0,0,6.8000002,0,0,0.75,0,0,0,0,0,0.25,1.4,0.40000001,0.2,0,0,0.38100001,0.31400001,1.3559999,0,0,0,0,0,0,0.233,0.266,0,0,1.2920001,0.30000001,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.41999999,0,0.02,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.80000001,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkina Faso",2.5710001,0.017999999,0,0,0,0,0.26800001,0,0,0,0,0,0,0,0,0,0.34099999,0,0,0,0,0,0,0,0,0,1.021,0,1.705,0.49608549,0.023914499,22.653999,0.139,0.42899999,0,0,0.045000002,0.024,0,0,0.085000001,1.205,0,0,0,0,0,0,0,0.050000001,0,0.057999998,0.0099999998,0.090000004,0,0,0,2.24,0.78200001,0.032000002,0,0.142,7.816,0,0,0,0,0.41999999,0.068999998,0.0040000002,0.086000003,0,0,0,0.43799999,0.96399999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.078000002,0.023,0.050000001,0,0,0,0,0,0.096000001,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0.112,0,0.60600001,0,0,0.94,0.103,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberia",51.917999,1.341,0,0.026000001,0,0.001,0,0,0.2,0,0,0,0,0,0,0,0.0020000001,0,0,0.0099999998,0.059,0,0,0,0.132,0,14.512,0.001,13.013,2.213305,0.1066953,4.2119999,2.187,1.058,0.0070000002,0,0.18799999,1.816,0.141,0.22400001,0.602,3.4189999,0,0,0.105,0.0070000002,0,0.0099999998,0.017000001,0.57599998,0.32100001,5.2030001,2.993,2.8399999,0.0040000002,0,0,0.148,0.47799999,0.003,0,0,0.74299997,0.088,0,0,0.259,0.089000002,0.068999998,0.0070000002,0.39500001,0.071000002,0,0,0.012,0.0089999996,0,0.0040000002,0.025,0,0,0.0049999999,0,0.003,0,0.65100002,0.0049999999,0,0,0,0,0,0.32600001,0.31999999,0,0,0,0,0.018999999,0.0020000001,2.6489999,0,0.713,0,0.045000002,11.319,0,0,0,0,0,0,0,0,2.4349999,0,0.449,0,0,13.143,0.528,0,0.048,0,0,0,0,0,0.02,0,0,0,0,0.31999999,7.9299998,0,0.003,0.19400001,0.023,0
"Sierra Leone",8.0579996,0.126,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.077,0,0,0,0.0049999999,0,32.416,0.171,5.1329999,1.631358,0.078641802,5.8080001,0.73299998,1.045,0,0,1.696,1.655,0.1,1.126,1.7130001,1.71,0,0,0.050999999,0.152,0.118,0.14300001,0,1.791,0.235,0.44400001,0.068000004,1.479,0.0020000001,0,0.093999997,0.0089999996,0.53399998,0,0,0,0.204,0.028000001,0,0.104,0,0.155,0,0,6.2870002,0.235,0,0,0,0,0,0.0070000002,0.001,0,0,0,0,0,0,2.0580001,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0.0049999999,2.6059999,0,0.28200001,0,0.014,0,0,0,0,0,0,0,0,0,3.109,0,0,0,0,11.512,1.9529999,0,0.07,0,0.67699999,0.013,0,0,0,0,0,0,0,0.014,0.83700001,0,0.001,0.116,0.182,0
"Ghana",63.162998,4.0560002,0.0040000002,0,0,4.5890002,0.028999999,0,0.123,0,0,0.001,0,0,0,0,0.58499998,0.003,0,0.003,3.882,0,0.285,0,0.079999998,2.566,104.521,0.23,13.464,4.7986741,0.2313264,17.516001,4.6680002,4.3730001,0.003,0,1.105,1.779,1.3200001,0.53799999,2.9790001,10.893,0.001,0,1.7869999,0.329,0.0049999999,0.85699999,0.55000001,8.0439997,1.12,2.3900001,10.033,3.9820001,0.025,0,0.0099999998,3.148,0.057999998,0.491,0.039999999,0.63599998,0.44400001,0.014,1.875,0.133,0.017000001,0,0.926,0.0089999996,7.5349998,0,0,0,0.016000001,0.197,0.0049999999,0.059,0.0080000004,0,0,0.0070000002,0.017000001,0.34200001,0,0.0049999999,0.022,0,0.81199998,0,0,0.001,0.69300002,0.0070000002,3.553,0.0099999998,0.0020000001,0.057,0.054000001,0.001,2.3239999,0,0.62599999,0,3.187,0,0,0,0,0,0,0,0,0,6.381,0,0,0,0.86900002,38.959,1.597,0,1.0420001,0,0,0.028999999,0,0,0.75800002,0,0,0,0,0.15700001,0.12,0.046,0.017000001,1.306,0.454,0
"Togo",3.707,1.159,0,0,0,0,0.13,0,0,0,0,0,0,0,0.001,0,1.735,0,0,0,0,0,0,0,0,0,8.1780005,0,4.4499998,0.85860962,0.0413904,24.080999,0.361,0.64200002,0,0,0.23899999,0.149,0.082999997,0.17200001,0.35499999,1.7920001,0,0,0.0020000001,0.018999999,0.0040000002,0.0049999999,0.072999999,2.0409999,0.021,0.083999999,0.021,0.315,0,0,0,0.025,0.30000001,0.69,0,0.14399999,0.72000003,0,0.12,0.024,0,1.807,0,0.013,0.51999998,0.02,0,0,0.018999999,0.001,0,0.001,0,0,0,0,0,0,0,0.118,0,0,0,0,0.003,0,0.075000003,0.029999999,0,0.39399999,0.018999999,0.28400001,0,0.14,0.37200001,0,0.033,0,0.026000001,0,0.108,0,0,0,0,0,0,0,2.737,0,1.469,0.0049999999,0.037,3.395,0.081,0,0.46399999,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0.013,0,0
"Cameroon",17.872,1.405,0.0020000001,0,0.011,0.001,0.061000001,0,0.0070000002,0,0,0,0,0,0,0.003,0.237,0,0,0,0.14300001,0,0.0070000002,0,0.147,0,10.417,0.26699999,6.3039999,5.914866,0.2851339,123.59,1.224,2.165,0,0,0.86699998,0.73900002,0.26899999,0.094999999,0.52999997,16.443001,0,0,0.052000001,0.15899999,0,0.011,0.068000004,0.60900003,0.25099999,0.84600002,1.674,0.83999997,0.14399999,0.011,0,0.0060000001,1.252,0.017999999,0.001,0,1.112,5.9580002,0,0.003,0,0.023,0.0049999999,0,0.57499999,10.869,0.588,0.18099999,1.351,0.0070000002,0,0.0089999996,0,0,0,0,0,0,0,0.083999999,0.003,0,0,0,0.35499999,0,0.52499998,0.013,0.0020000001,0.14399999,0,0.0060000001,0.122,0,0.15000001,0.016000001,0.0040000002,0,0.025,0.0040000002,0,0,0,0,0,0,0,0,2.1059999,0,0.99199998,0.056000002,0.29300001,6.684,0.30599999,0,0.83700001,0,0,0,0,0,0.068999998,0.003,0,0.0040000002,0,0.104,0,0.0099999998,0.024,0.054000001,0,0
"Nigeria",212,7.5,0,0,0,0.013,0.87,0.0020000001,0.2,0.0049999999,0.0099999998,0,0.035999998,0,0,0,0.40000001,0,0,0,0.69999999,0,0,0,0.1,0.012,481.79999,3.5999999,52.099998,24.42267,1.177327,61.400002,23.700001,11.2,1.4400001,0,0.40000001,9.8000002,7.6999998,1.7,14.3,57.099998,0.28999999,0,6.6999998,3.3,0.1,2.5,5,16.200001,4.4000001,13.4,9.3000002,12.9,0.2,0.1,0.021,0.011,0.89999998,0.30000001,0,0.1,1,0,0,0.20900001,0.1,1.4,0.1,0.2,0,0.022,0.0020000001,1.168,0,1.6,0.0099999998,0.30000001,0.1,0,0,0,0.035,0.039000001,0,0.0040000002,0,0,0,0,0.1,0,1.2,0.2,0.1,0,0,0.2,3.5,0,5.9000001,0,6.5999999,0,6,0.2,0,0.0099999998,0,0,0,0,0,0,28.299999,0,0,0,17.799999,127.5,19.1,0,9.1000004,0,0.2,0.1,0,0,0,0,0,0,0,0.80000001,5.5,0,0.2,2.3,0.30000001,0
"Gabon",9.4429998,0.63700002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0.0099999998,0,0,0,0.0089999996,0,2.6719999,0.0040000002,2.3829999,1.75538,0.084620401,55.380001,0.235,1.34,0.030999999,0,0.097000003,0.0080000004,0.032000002,0.079000004,0.021,1.992,0,0,0.022,0.028999999,0,0.003,0.061999999,0.017999999,0.050000001,0.30899999,0.433,0.134,0.016000001,0,0,0,0.50700003,0.035,0.015,0,0.241,0,0,0.026000001,0,0,0.0040000002,6.0879998,0.0070000002,0,0,0.193,0,0,0,0,0,0,0.061999999,0,0,0,0.001,0.23100001,0.145,0,0,0,0.022,0,0.51200002,0.039999999,0.027000001,0,0,0.034000002,0.028000001,0,0.003,0,0.013,0,0.015,0,0,0,0,0,0,0,0,0,0.178,0,0.21799999,0,0.317,1.056,0.0020000001,0,0.57200003,0,0,0.0020000001,0,0,0.001,0.001,0,0.001,0,0.0080000004,0,0,0.001,0.013,0,0
"Central African Republic",1.777,0.071000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0.003,1.25,0.65826738,0.0317326,19.764,0.098999999,0.77499998,0.2,0,0.035,0.0080000004,0.011,0.0070000002,0.029999999,1.602,0,0,0.037,0,0,0,0.0040000002,0.037,0.184,0.035,0.023,0.23899999,0,0,0,0.0070000002,0.192,0.052999999,0,0,0.081,0,0,0.012,0,0,0.043000001,3.408,0.059,0,0,0.116,0,0.317,0,0,0,0,0,0,0,0,0,0,0.0080000004,0,0,0,0.0020000001,0,0.12800001,0.022,0.018999999,0,0.23800001,0.017999999,0,0,0.0080000004,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,0.097000003,0,0.191,0,0,0.58700001,0.013,0,0.0089999996,0,0,0,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0,0
"Chad",1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47999999,0,0,0,0,0,0,0,0,0,1.41,0,1.527,1.0207911,0.0492086,27.548,0.1,0,0,0,0,0,0.1,0,0,1.368,0,0,0.0099999998,0,0,0,0,0,0,0,0.029999999,0.14,0,0,0,0.0049999999,1.505,0.003,0,0,0,0,0,0,0,0,0.0020000001,1.654,6.9429998,1.7180001,1.1289999,0,2.5109999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0,0,0,0,0,0.12,0,0.0099999998,0,0,0,0,0,0,0,0,0,0.898,0,0.93199998,0,0,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080000004,0,0
"Congo",6.7399998,0.16500001,0.001,0,0,0,0.041000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064999998,0,0.032000002,0,0.034000002,0,1.489,0.11,4.9860001,2.9097331,0.14026751,42.397999,1.123,1.321,0,0,0.114,0.0070000002,0.134,0.046999998,0.112,2.3380001,0,0,0.0040000002,0.001,0.001,0,0.0089999996,0.125,0.066,0.164,0.02,0.206,0,0,0,0.001,0.244,0.064999998,0.70200002,0,0.248,0,0,0.0040000002,0,0.0070000002,0.003,3.8139999,0.30599999,0,0,0.44800001,0,0.315,0,0.046,0,0,0,0,0,0.28400001,0,0.116,0.20900001,0,0,0,0.0049999999,0,0.252,0.074000001,0.035,0,0,0.096000001,0.015,0,0.082000002,0,0.001,0,0.0020000001,0,0,0,0,0,0,0,0,0,1.8789999,0,0.066,0,0.001,1.476,0.050999999,0,0.0040000002,0,0,0.001,0,0,0,0.001,0,0.001,0,0.012,0,0.0099999998,0.0020000001,0.0089999996,0,0
"Democratic Republic of the Congo",84,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18000001,0,0,0,2.25,0.244,43.799999,0.5,25.799999,120.6824,5.8176522,64.099998,11.1,6.2600002,3.1600001,0,0,0,2.2,0,0,34.299999,0,0,0.5,1.48,0,0,0,0,0.28,5.5,1.4400001,4.0700002,0.075999998,0,0,0,0.329,0.0040000002,1.554,0,0,0,0,0.028999999,0,0.085000001,0.033,0.167,0.30000001,0.0060000001,0.205,3.77,0.090999998,0,0.91600001,3.2149999,1.346,0.2,0.1,0,0.0070000002,1.978,0,1.038,0,0,0,0,0,0,0.31999999,0,0,0,0,0,0.47999999,0,0.029999999,0,0.44999999,0,2.1300001,4.3000002,0,0.83999997,0,0,0,0,0,0,0,0,0,0,0,64.099998,0.23999999,0,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
