"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Venezuela",2940.3,320.10001,1.21,1.1,2.2,4.4000001,8.8000002,2.2,0.033,0,0,0,0.036296297,0,0,61.599998,0,0.134,0.12,0.0070000002,0,3.3,47.299999,100.1,0,9.3369999,23.1,4.4000001,31.9,379.5,1.1,1.1,39.599998,66,3.3,139.7,12.1,141.89999,67.101082,3.2989161,264,63.799999,165,5.5,0,0,0,13.2,2.1400001,8.8000002,243.10001,0,0,0,0.41999999,0,0,0.02,0,37.400002,50.599998,5.5,41.799999,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,0,0,2.9000001,0,3.1900001,0,0,0,1.1,0,0,0,0,0,6.5999999,1.1,0,0,0,0,0,0,0,0,12.1,0,25.299999,0,15.4,360.79999,1.1,0,0.12,0,0,0,0,0,0.050000001,0,0,0,1.52,3.3,1.1,7.6999998,3.3,0,37.400002,0,0,0,0
"Guyana",53.453999,6.585,0.003,0.023,0,0.0070000002,5.1110001,73.786003,0.833,0.141,0.035,0.182,0.59299999,6.5999999,0,0.81999999,0.001,0.0049999999,0,0,0,0.23800001,0.039000001,0.59600002,0.153,0,0.484,0,0.0040000002,5.8109999,0,0,0.001,0.0020000001,0,27.886,0.21799999,9.3179998,1.305802,0.064197697,1.202,0.55500001,0.041999999,0.017999999,0,1.617,0,0.025,0.003,0.003,1.135,0,0,0.0020000001,0,0,0,0.016000001,0.148,0.079000004,0.33500001,0.046999998,0.26899999,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23199999,0,0,0,0.001,0.027000001,0.0089999996,0,0,0,0,0.025,0,0.026000001,0,0,0,0,0,0,0,0,0.461,0,0.088,0.252,0.30199999,3.875,0.722,0,0.023,0.5,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0.082999997,0,0.001,0,0,0,0
"Suriname",128.00101,1.872,0.0099999998,2.069,0,1.6289999,2.325,83.147003,1.382,0,0,0.90600002,0,0,0,0.60000002,0,0.20999999,1.773,0.121,0,0.255,4.677,4.6789999,0.85500002,0.81199998,0,0,0,18.429001,0.003,0,0.017000001,0.093999997,0.0020000001,10.457,0.061000001,61.990002,5.3089919,0.26100799,2.424,2.428,0.48500001,0.043000001,0,0,0.041999999,0.147,0.098999999,0.207,3.1040001,0,0,0.0040000002,0.001,0,0,0,0.0070000002,0.037999999,0.68300003,0.93800002,2.783,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041000001,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,5.1529999,0,0,3.2950001,3.4000001,27.968,0.32499999,0,0,0,0,0,0,0,0.1,0,0,0,0.043000001,0,0.65700001,0.032000002,0.028000001,0,0,0,0,0,0
"Ecuador",498.20001,39.939999,0.029999999,0,0.0010842304,0.02,0,1.21,0,0,0,0,0,0,0,16.879999,0,25.83,1.33,0.079999998,0.07,1.87,6.0500002,49.610001,6.48,0.086000003,0,0,29.129999,73.620003,0.02,0.14,42.66,15.9,1.04,45.869999,2.53,13.89,7.644186,0.37581399,31.809999,32.240002,41.369999,2.4400001,0,9.9399996,0.69,9.1700001,4.02,5.8200002,73.519997,0.02,0,1.6,0.02,0,0.25,3.5699999,3.03,4.8699999,11.73,1.3200001,2.6800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,6.9299998,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0.13,0,25.940001,0,2.9000001,136.39999,0,0,0.1,0,0,0.090000004,0,0,0,0,0,0,2.1500001,2.47,0,2.3099999,2.52,0.0049999999,5.1300001,0,0,0,0
"Peru",850.26001,71.18,0.0099999998,6.2199998,0,0.029999999,0,6.25,0.0099999998,0.13,0,0,0,0,0,25.18,0.0060000001,19.49,0.079999998,0.02,0,1.64,12.46,22.18,22.76,0.51999998,0,6.1799998,0,99.610001,17.76,3.9100001,39.380001,115.92,7,46.650002,1.63,32.220001,21.15019,1.0398149,108.68,29.059999,70.790001,1.62,0,0.23,4.0700002,6.46,1.03,2.8800001,49.93,0.0099999998,0,0.36000001,2.9100001,0,0.0099999998,0.059999999,0.47999999,6.25,36.709999,8.9200001,3.6600001,0.0089999996,0,0,0,0,0,0.0099999998,0,0,0,0,0.0099999998,0,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.31799999,0.28,12.49,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0.02,0.40000001,0.02,0.0099999998,0,0,0,0.91000003,0,0.039999999,0,0,0,0,0,0,0,1.17,0.0099999998,16.190001,0.19,12.07,228.53,0.81999999,0,0.029999999,0,0,0.99000001,0,0,0.07,0,0,0,0.19,4.3400002,0.0099999998,0,5.6399999,0.11,25.26,0,0,0,0
"Brazil",2889.3589,611.83099,38.356998,0,0.011,0.055,9.5369997,1.947,0.035999998,0,0,0,0,0,0,836.935,0.0020000001,0.033,0.066,0.29699999,0,0.044,25.003,2.233,790.76801,0.583,0.44,78.935997,66.429001,0,22.077,36.179001,194.799,411.466,147.26801,278.465,9.2399998,189.233,85.201218,4.1887789,537.77899,260.23801,83.973999,18.622999,0,107.426,237.875,23.43,15.785,18.084,252.186,0,0,0.22,0.055,0.0060000001,4.3119998,44.681999,208.769,53.603001,171.688,37.014999,22.121,3.0250001,0,0,0,0,0,0,0.011,0,0,0,0.78100002,0,0,0,0,0.001,0,0,95.953003,45.914001,0,0,0.27500001,2.8929999,0,0,0,0,0,0,0,0,251.15199,12.507,3.201,0.66000003,0,27.291,0,0,0,0,0,0,0.066,3.4100001,179.22301,33.703999,92.267998,0,463.375,1.045,2473.416,0.044,0.11,0.011,0,8.8000002,2635.842,0,0,324.082,0,299.15601,226.16,0,0,655.336,0,19.690001,0,4.4770002,679.789,1.353,0,29.997,0,4.2020001,0.088,0,0,28.919001,0,0,0,37.828999,28.391001,5.5219998,0.066,57.210999,0.001,0.23100001,0,0,0.033,0
"Bolivia",149.466,3.994,0,0.093000002,0.011,0.015,0.001,0,0.0020000001,0,0,0,0,0,0,32.499001,0.032000002,0.017999999,0.012,0.0089999996,0.001,0.79299998,2.6919999,1.573,0.472,0,0,0.345,13.473,73.860001,0,0.046,16.215,75.561996,2.3629999,20.827,0.211,5.6700001,2.6401989,0.12980109,21.138,4.5440001,2.198,0.169,0,0.011,0.66600001,1.3099999,0.056000002,2.8710001,3.8970001,0,0,0.0020000001,0.0020000001,0,0,0.068000004,3.905,0.59299999,7.1890001,0.083999999,3.4030001,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0.0020000001,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,3.2980001,0,0,0,0,0,0,0,0,0.122,0.001,0.0070000002,0.0080000004,0,0.015,0,0,0,0,0,0.092,0,0,0,0,0,0.054000001,0.003,0,0,0.73000002,0,1.251,0,1.194,38.971001,0.093999997,0,0.045000002,0,0,0.127,0,0,0,0,0,0,0.013,0.012,0,0.018999999,0.13,0,0,0,0,0,0
"Paraguay",38.289902,0.46200001,0.37,0,0,0,0.94,0,0,0,0,0,0,0,0,0.31459999,0,0,0,0,0,0.003,0,0.062700003,0.094599999,0,0,0.0682,0.1199,149.83099,0.12540001,0,2.9942,99.3927,8.4403,27.2008,0.0209,1.8832,1.868155,0.091844797,18.6439,5.4306998,17.691299,0.062700003,0,0,0,1.0989,0,0.21182701,5.3845,0,0,0,0.0429,0,0,0,0,0.0473,2.4870999,0.1056,0.55220002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,2.299,0,0,0,0,0,0,0,0,72.114899,0,0,0,0,0.050000001,0,0,0,0,0,6.3000002,0,0,0,0,0,0,0,0,0,1.3,0,2.8357999,0,0.42570001,22.184799,0.2343,0,0.0099999998,0.02,0,0,0,0,0,0,0,0,0.27000001,0.15000001,0.029999999,0,0.050000001,0,0,0,0,0,0
"Chile",703.5,60.900002,0.090000004,0,0,0,0,1.58,0,0,0,0,0,0,0,16.9,0,0.033,0,0.02,0,0.58399999,3.2,12.8,224.8,0.336,0,40.400002,37.200001,190.2,8.6999998,22.4,0,200.60001,8,60.700001,2.5999999,26.9,23.63788,1.162118,82.900002,26.9,64.300003,1.76,0,0,0,10.3,0.090000004,0,51.299999,0.050000001,0,0.059999999,0.079999998,0,0,0.82999998,0,5.8099999,24,5.8600001,11.3,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43000001,0,0,0,0,0,16,30.700001,0,0,0,0,15.1,40.099998,0,0,9.8999996,0,26.700001,0,23.299999,161.2,0,0,0.16,0.25,0,3.6930001,0,0,0.22,0,0,0,2.01,8.7299995,1.6,0.1,6.6799998,0,5.7600002,0,0,0,0
"Argentina",986.58002,54.139999,0.28999999,0.079999998,0.0099999998,0,0.02,0.61000001,0,0,0.25,0,0,0,0,69.279999,0,0.039999999,0.02,0.36000001,0,0.18000001,18.799999,24.32,5.9899998,0.001,0,12.06,31.389999,666.41998,394.51999,38.639999,116.12,0,88.959999,3.4300001,4.23,63.490002,72.114609,3.545398,197.27,106.68,152.95,2.8,0,2.6900001,19.25,33.5,2.5999999,8.4700003,230.41,0.98000002,0,1.75,0.059999999,0.88,6.9000001,7.6199999,31.49,15.49,49.18,6,22.27,0.0020000001,0,0,0,0,0,0,0,0,0,0,0.16,0,0,4.5500002,0,0,0,0.16,0,0,0,0,0.76999998,0,0,0,0,0,0,0,0,0,0,0,0,2.477,0,23.540001,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0.039999999,0,0,0.18000001,0.050000001,0,10.46,0,0,0,0,0,0,0,0,0,4.73,0,13.9,0,8.8699999,307.29001,2.0599999,0,0.68000001,0.23,0,0.44999999,0,0,0.49000001,0,0,0,0.27000001,41.849998,0.16,0.14,48.189999,0.0080000004,2.04,0,0,0,0
"Uruguay",52.139999,2.6140001,0.081,0,0,0.414,0.001,1.101,0,0,0,0,0,0,0,66.128998,0,0.0060000001,0,0,0,0.011,3.359,0.31299999,53.083,0,0,0.017999999,1.965,69.915001,0.097999997,7.0359998,5.7319999,62.285999,0,13.793,0.71499997,7.2849998,2.992861,0.1471391,15.015,10.861,5.664,0.20200001,0,9.2930002,0.292,2.493,0.37,0.317,9.6110001,0.012,0,0.0020000001,0.211,0,0.259,0.068000004,2.3870001,0.054000001,3.8180001,0.54500002,1.385,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,0,0,0,0,0,103.1,0.016000001,0,0,0.028000001,0,0,0,0,0,0,0,0,0,0,0,0,0.28400001,0,4.1329999,0,0,0,0.0040000002,0,0.0049999999,0,0.27000001,0,0.178,0,0,29.166,0.079999998,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.57300001,0,1.631,0.0060000001,0.51499999,14.884,1.444,0,0.001,1.728,0,0.27700001,0,0,0,0,0,0,1.627,0.67199999,0.197,0.31999999,4.428,0,0.127,0,0,0,0
"United Kingdom",11457.6,2308.8,36.799999,21.6,2.5999999,8.6999998,142.5,81.099998,17.9,18.6,8.3000002,33.400002,18.799999,2.7,2.5999999,245,17.5,14.8,10.8,0.60000002,2.5999999,34.099998,8.1999998,85.900002,278,64.699997,17.6,16.799999,179.89999,851,22.799999,4.6999998,163.39999,0.5,51.5,0,3468.7,7726,4536.4722,223.02831,7681.7002,3293.8999,1776.4,720.70001,0,254.5,268.79999,664.29999,81.599998,152.39999,4833.5,61.700001,0.2,127.2,250.39999,133.2,18.6,89.300003,1100.9,1509.6,3100.7,4273.5,2289.3999,100.8,0,0.2,0.1,0,5.8000002,5.9000001,34,4.3000002,9.1999998,10.7,120.3,0.89999998,2.4000001,10.8,26.6,88.5,3.2,79.699997,590.79999,98,1.3,0,6.4000001,17.299999,44.799999,194.3,70,5.4000001,4.4000001,0.89999998,0.30000001,18.299999,49,11.6,76.599998,101.7,63.799999,1166.8,0.30000001,33.299999,36.299999,5.6999998,0.40000001,193.89999,0.89999998,115,239.5,29.1,339.5,28.299999,152.2,279.79999,47.5,121.2,29.5,17.6,43.700001,476.89999,1365.7,4.1999998,16.200001,103,57.400002,15.2,469.20001,141.5,30.200001,351.29999,2,693.79999,0.40000001,494.79999,5079,555.20001,0,122,38,7.1999998,60.200001,0,9.1999998,133.60001,0.2,0,0.89999998,337.70001,614.09998,244,258.39999,861.70001,42.799999,740.79999,0.001187509,8.5,70.599998,0.1
"Ireland",1350.37,113.65,1.89,0.18000001,0.0099999998,0.0099999998,0.25999999,0.44999999,0.090000004,0,0,0.050000001,0,0.029999999,0,1.14,0.079999998,0.0099999998,0.02,0.02,0.16,0.55000001,0.11,5.7800002,0.60000002,0.029999999,0.0099999998,7.7199998,0.55000001,44.380001,0,0.23,1.29,9.0200005,0.15000001,4150.6699,0,338.32001,184.6138,9.0762358,429.45001,88.739998,112.17,32.66,0,7.4200001,60,37.07,3.0599999,9.5900002,219.34,1.48,0,8.5100002,11.96,4.1599998,0.92000002,4.3099999,50.290001,75.150002,139.75999,30.43,92.589996,0.44999999,0,0,0,0,0,0.67000002,7.9099998,0.039999999,0.050000001,0.0040000002,12.46,24.700001,0,0.70999998,0,6.0500002,0.41,0.43000001,12.44,0,0,0.079999998,0.25,2.04,0.1,12.09,1.24,0.02,0.34999999,0,0,0.41999999,0,0.88999999,0.039999999,3.76,1.6,15.93,0,0,0.98000002,0.039999999,0.0099999998,1.05,0.029999999,5.4299998,0.07,5.04,30.35,0.44,0.1,7.48,0.38,2.53,0.30000001,1.02,0.039999999,20.75,9.3100004,0,0,0.0099999998,0.029999999,0.059999999,0.38,0.039999999,0.76999998,13.66,0,22.76,0.0099999998,27.469999,304.48999,18.950001,0,5.1399999,0.43000001,0.02,3.8199999,0,0,13.52,0,0,0,24.18,34.450001,9.0299997,6.3800001,4.96,0.18000001,10.62,0,0.0099999998,1.8200001,0
"Netherlands",5615.1001,383,22.5,90.099998,4,2.5,1.7,24,0.1,0.2,0.89999998,0,0,0,0,546.40002,0.003,25.6,11.7,0.80000001,10,25.299999,23.5,135.2,123.2,0.60000002,105.4,11.4,16.5,645.20001,2,17.5,58.200001,295.39999,22.6,5370.8999,431,0,7223.4702,355.13019,4093.8999,795.70001,836.5,240.7,0,231.2,157.60001,390.79999,88.300003,111.6,1924.2,15.1,3.5999999,121.4,170.89999,10.2,15.4,82.900002,2332.1001,440.20001,1149.6,1306.3,670.59998,5.8000002,0,1.5,0.2,6,0.1,4.3000002,12.5,12.1,5.1999998,0.092,127.5,1.3,0.5,30.4,18,18.5,30.200001,308.29999,731.90002,74.300003,0.40000001,0.5,7.5,22.299999,11.7,46.299999,22.9,3.0999999,0.30000001,0.2,0,4.6999998,132.3,10,0.2,42.700001,25.200001,109.1,0,0,1.9,1.9,0.60000002,4.6999998,0,87.800003,792.29999,42.799999,988.5,13.5,1492.4,110.1,127.9,85.800003,0.30000001,2.3,0.60000002,177.60001,516.40002,0.1,5.5,654.59998,2.4000001,79.599998,162,116.1,1.9,178.39999,0,289,0.2,281,1335.1,166.7,0,36.900002,17.5,8.6999998,33.5,0,0.1,368.70001,0,0,1.6,303.60001,145.3,157.7,244.2,176.5,7.5999999,32.200001,0.1,1.6,1.1,0.40000001
"Belgium",3370.114,293.7579,4.4797602,12.67677,9.0548334,25.544161,3.526619,28.30827,2.049252,0,0.47657019,0,0,0,0,81.588814,0.66719818,6.5766692,9.4360905,3.3359909,2.764107,6.0047851,33.169281,49.849239,186.5296,0.76251233,0.38125619,7.0532389,80.063797,317.0145,11.05643,31.35832,80.349739,197.6813,10.67517,4523.4141,194.0594,9514.4385,0,0,7404.6621,1481.085,579.31873,174.0434,10855.79,122.4785,95.981232,270.02469,36.886539,52.327412,1935.542,20.58783,3.2406771,53.280548,141.2554,8.5782633,22.78006,25.16291,1249.376,185.6718,972.58447,321.39899,270.2153,14.48773,0,0,1.239082,0,9.3407764,25.448851,13.15334,1.239082,30.88175,0,61.668179,2.668793,0.76251233,82.446648,30.11924,10.1986,13.53459,56.235279,572.93268,19.539379,31.07238,0.76251233,41.556919,376.7764,1.810967,14.01116,5.718843,13.53459,2.5734789,0,0,6.4813552,46.894508,0.1906281,30.02392,9.9126596,4.00319,296.33139,0,0,1.143769,2.001595,0.1906281,7.2438669,0,107.6096,105.7986,59.95253,517.07867,9.6267195,159.4604,103.511,394.7908,40.413151,13.34397,1.7156529,12.2002,284.32181,546.81671,0,7.434495,22.68474,26.401991,53.061329,151.8353,62.71664,3.907876,107.8955,0,0,0.095314004,69.293297,1110.885,249.5322,0,25.830099,27.259821,11.24706,26.878559,0,0,82.160698,0,0,4.9563298,86.259209,51.27895,21.63629,67.672974,145.54449,8.5782633,67.196404,0,1.334396,0.1906281,0.095314004
"Luxembourg",165.6862,14.44213,0.2202401,0.62323272,0.4451662,1.255837,0.17338049,1.39173,0.1007481,0,0.0234298,0,0,0,0,4.0111818,0.032801699,0.32333121,0.46391001,0.1640086,0.13589279,0.29521549,1.6307141,2.450757,9.1704245,0.037487701,0.0187438,0.34676099,3.9362061,15.5855,0.54357141,1.5416811,3.950264,9.7186804,0.52482748,222.38631,9.5406151,467.7619,0,0,364.03821,72.815132,28.48126,8.5565634,533.7074,6.0214591,4.718761,13.27532,1.813467,2.572592,95.157784,1.012167,0.1593226,2.619452,6.944592,0.42173639,1.119944,1.237093,61.423561,9.1282501,47.81554,15.80106,13.2847,0.71226591,0,0,0.0609175,0,0.4592241,1.251151,0.64666247,0.0609175,1.5182509,0,3.031816,0.1312069,0.037487701,4.0533552,1.480763,0.50139773,0.66540629,2.7647159,28.167299,0.96062177,1.5276231,0.037487701,2.0430779,18.5236,0.089033201,0.6888361,0.28115761,0.66540629,0.1265209,0,0,0.3186453,2.3054919,0.0093719,1.476077,0.48733979,0.19681031,14.56865,0,0,0.056231499,0.098405197,0.0093719,0.35613301,0,5.2904491,5.201416,2.947469,25.421329,0.47328201,7.8396111,5.088953,19.40925,1.986847,0.65603441,0.0843473,0.59980291,13.97822,26.88335,0,0.36550489,1.115258,1.2980109,2.608674,7.464735,3.0833621,0.1921244,5.3045058,0,0,0.0046859998,3.406693,54.614861,12.26784,0,1.269895,1.340185,0.55294329,1.3214411,0,0,4.0392981,0,0,0.2436699,4.2407942,2.5210459,1.063713,3.3270321,7.1554608,0.42173639,3.303602,0,0.065603398,0.0093719,0.0046859998
"France",8147.1001,741.40002,24.200001,56.700001,22.6,12,1.7,24.6,2.0999999,0.041000001,0.60000002,0,0,0,0,738.70001,2.5,9.1000004,12.8,19.200001,28.4,17.4,10.2,100.5,272.89999,12.9,18.1,13.3,84.300003,1191.4,47.299999,50.099998,223.39999,267.60001,30.4,7426.5,658.70001,6284.7002,8069.3809,396.71799,0,2119.6001,3584.7,668.40002,0,275.5,316.20001,616.79999,163.10001,157.2,10461.1,11.2,8.3000002,321.10001,400.5,14.2,68.300003,262,2801.1001,578.20001,1588.5,1287.2,864,34.099998,0,0.40000001,0.69999999,1.5,4.9000001,16.799999,194.8,11.1,42,232,535.29999,49.200001,11.5,40.700001,8.8000002,16.299999,31.5,433.39999,1956.7,351,33.900002,6,28.200001,94.199997,38.099998,24.799999,22.799999,2.3,10,0.30000001,0.80000001,36.099998,1,5.8000002,149.2,25.200001,4.4000001,586.09998,0.1,0.2,2.9000001,104.3,7.4000001,80.900002,0.2,592.79999,3120.5,389.89999,848.40002,33.5,968.70001,236,477.29999,518,182.7,3.3,13.9,292.70001,3534.1001,3.7,37.5,205.7,23.5,217.10001,1265.6,208.39999,4.0999999,433.20001,0.60000002,350.60001,3.8,278.10001,2744,228.2,0,70.900002,21,6.8000002,31.6,0,1.5,192.3,0,0,7.5999999,280.20001,241.10001,137.39999,134.89999,519,7.0999999,133.39999,0.89999998,0,11.9,0
"Switzerland",2449,128.60001,1.7,5.5999999,0.5,1,0.30000001,1.2,0.40000001,0,0,0,0.00037037037,0,0,17.5,0.034000002,22.799999,16.4,4.5999999,6.6999998,22.299999,146.39999,40.599998,7.5999999,0.012,0.17299999,4.3000002,13.7,129.39999,1.4,10.7,8.5,53.900002,13.5,1578.8,114.4,1283.8,1137.478,55.922249,3399.1001,0,420.5,87.400002,0,46.200001,35.799999,1031.5,108.7,95.400002,2925.3,0.89999998,5.3000002,94.900002,37.5,3.2,11.9,15.5,677.09998,166.60001,490.39999,105.8,265.10001,42.900002,0,0.30000001,0,0.1,7,0.5,1.8,7.5,0.1,0,16.299999,1.4,0.089000002,1.4,2.6619999,15.5,4.5999999,8,76.599998,0.69999999,0.80000001,1.1,1.2,2.7,0.5,12.8,2.4000001,0.1,0.1,0.0049999999,0,3,6.4000001,0.89999998,6.8000002,20.799999,1,91.300003,0,0,0,1.6,0.30000001,1.3,0,8.8000002,253.2,70.599998,413.79999,2,42.5,56.400002,2.3,30.700001,2.4000001,36.799999,0.029999999,103.3,164.89999,0,0,2.9000001,0,0.2,24.4,0,8.1999998,75.199997,0.60000002,86.900002,0,78.5,1117.5,69,0,24.799999,2.0999999,0.40000001,6.1999998,0,1,56.599998,0,0,0.69999999,22.4,40.599998,15.8,18.799999,49.5,1.4,9.8000002,0,0.1,0.017999999,0.30000001
"Spain",3454.8999,166.48,4.1500001,93.510002,0.79000002,23.41,1.5,13.09,0.02,0.02,0.22,0,0.0099999998,0,0,1877.12,0.0099999998,3.8199999,14.43,24.799999,16.639999,7.6199999,11.65,89.449997,207.24001,3.5,1.33,26.799999,15.37,646.94,7.1199999,74.349998,76.790001,247.41,10.57,1806.08,136.86,588.67999,438.3779,21.552139,2407.6599,575.53003,0,172.00999,0,113.3,91.459999,146.34,23.450001,29.450001,1267.3101,0.79000002,8.6700001,46.669998,71.110001,1.62,43.27,73.379997,494.10999,113.37,338.94,74.080002,153.25999,25.68,0,0.17,0.77999997,12.91,0.38,1.8,19.08,0.07,17.9,1.89,37.849998,65.25,0.15000001,31.16,1.0599999,16.5,4.1100001,76.739998,259.10999,169.00999,4.54,2.49,28.389999,17.27,36.09,7.3299999,4.02,0.039999999,0.11,0.029999999,0,2.1900001,175.14,8.8900003,0.16,24.52,3.6600001,141.5,0.0099999998,0.039999999,0.81999999,4.54,0.12,0.0099999998,0,196.5,916.59998,38.400002,983.96997,4.9299998,1817.29,75.220001,522.52002,223.81,26.82,1.79,2.3499999,32,1365.78,0.059999999,0,15.2,0.15000001,236,712.14001,71.800003,0.25,84.160004,0.090000004,59.27,1.17,40.73,974.53998,58.150002,0,23.58,3.8499999,14.79,4.9200001,0,0.25,20.33,0.029999999,0,0.44,86.279999,27.68,35.639999,48.169998,85.209999,28.559999,24.620001,0,0.02,0.0049999999,0
"Portugal",1143.09,72.639999,0.63,6.3600001,0.039999999,0.02,0.88999999,2.0899999,0.0020000001,0,0.0099999998,0,0,0,0,111.52,0.0049999999,6.4400001,0.23,2.9100001,0.20999999,0.13,0.079999998,3.3299999,100.78,0.66000003,0.50999999,1.52,13.64,101.67,1.72,17.129999,6.1900001,27.65,5.1300001,620.40002,28.75,318.38,184.26109,9.058898,669.02002,181.19,417.76999,0,0,20.49,4.73,43.040001,1.65,6.0900002,419.14001,0.30000001,0,2.5599999,10.73,0.16,0.95999998,4.8899999,84.360001,30.76,120.42,49.07,45.150002,51.580002,0,1.67,5.8800001,0,4.3099999,2.77,11.97,0.85000002,5.0100002,0.0099999998,36.52,0.13,0.02,0.34999999,1.04,0.20999999,0,5.4299998,209.48,4.6100001,0.25,15.34,8.4700003,11.1,2.7,1.71,7.4400001,2.96,0,0,0,0.28999999,13.59,15.58,0.23,16.799999,3.8199999,34.110001,0,0,0,4.4699998,0.0099999998,0.12,0,19.959999,94.239998,0.25,45.549999,2.76,322.67999,53.23,168,39.009998,1.26,0.02,0,69.550003,393.20001,0,0,0,0.1,11.24574,157.85001,0,0.0099999998,7.02,0,14.26,0.79000002,11.91,231.78999,15.82,0,5.1700001,1.92,0.38,1.77,0,0,4.1999998,0,0,0,28.209999,8.2299995,3.4300001,8.1700001,21.58,0.25,4.6500001,0,0,0,0
"German Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10498.75,516.15381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
