"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"Austria",826.40002,114.6,0.40000001,5.3000002,0.30000001,1.6,0.30000001,0.89999998,0.125,0,0,0,0,20.6,12.3,16.799999,21.200001,9.5,18.6,14.2,41.599998,38.700001,0.2,0,19.299999,19.9,153.8,1.3,8.6000004,22.299999,24.5,10.9,672.79999,45.299999,659.79999,485.65271,21.747271,965.40002,1222.2,102.2,64.900002,0,164.7,240.5,0,336,451.10001,2222.3,2,6.6999998,198.8,51.700001,5.0999999,45.799999,105.9,1026.8,112.8,443.79999,82.699997,167.2,1.8,0,0.2,0,0,0.2,0,0.5,0,0.1,0.27000001,19.4,1.9,0,2.7,0,7.5,0,7.9000001,134.8,1.3,0,0.5,0,0.40000001,0,8.1999998,3.0999999,1.9,0.30000001,0,0,1.3,0.40000001,3.2,5.9000001,5.4000001,0.5,100.4,0,0,0,1.2,0,0.028999999,0,3.2,144.39999,9.8999996,304.20001,1.2,30.5,60.400002,541.59998,27.700001,2,1.6,0,59.099998,455.89999,0.40000001,1,11.6,0,0,25.6,0,4.3000002,33.099998,0,69.599998,0.5,68.699997,588.79999,30.6,0,9.1999998,0.2,0,4.6999998,0,0,18.799999,0,0,0.1,65.099998,25.200001,28.200001,17.9,39.200001,1,12,0,0,0
"Hungary",251.69,19.799999,0,25.91,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,9.8900003,0,0,0,38.720001,28.16,212.35001,0,0,0,6.5599999,3.02,189.92,5.5999999,136.78999,80.122169,3.5878291,202.92,254.98,32.779999,5.6500001,0,639.96997,338.32999,497.23001,0,475.14001,287.42999,0.46000001,6.3400002,233.71001,50.110001,1.024,120.6,197.7,2554.9299,99.440002,118.79,20.67,54.040001,1.103,0,0,0,0,0,0,0,0,0,0,15.04,14.63,0,0,0,0.37,0,0,11.62,0,0,0,0,0,0,0.082999997,0.001,0,0,0,0,0.92699999,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61,11.49,0.82999998,0.27000001,3.2,120.4,63.049999,94.550003,19.23,2.5699999,6.02,0,3.5,0,0,0,1.08,0,0,0,0,0,61.27,4.8600001,0,6.4699998,1.2,134,27.99,0,19.389999,2.3399999,0,0.921,0,0,0.1,0,0,6.71,33.959999,10.57,0.02,16.5,47.470001,0,2.48,0,0,0
"Czechoslovakia",338.6636,153.8812,0,112.8226,0,0,0.011,0,0,0,0,0,0,13.0856,0.82200003,0,0,0,0,0,16.6991,2.5999999,0,0,4.79,6.79,179.938,19.9254,0,0,48.6035,13.5641,479.9256,2.6300001,188.3871,143.2934,6.416604,161.47121,430.01859,50.286499,4.4499998,0,1741.5475,1264.879,495.31351,941.55933,0,208.8284,4.29,35.898499,560.61499,67.730301,3.358,355.63989,477.2009,6004.6802,47.335201,111.5664,35.2374,52.119099,7.678,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0.001,0,0,0,0.92699999,0,0,0,0,0,0.146,0,0,0,0.017000001,0,4.6890001,0,0,1.158,0,0,0,0,0,0,0,0,0,0,23.667601,3.1500001,6.9099998,0,2.974,76.222298,77.9757,24.794001,45.8722,24.825899,0,2.8399999,0,0,0,0,0,0,0,0,0,11.7623,128.5658,23.579599,0,23.190201,7.3000002,67.934898,83.453697,0,13.8677,4.5352998,0,1.562,0,0,1.46,0,0,21.364201,49.9631,6.6100001,0,44.464199,53.678902,0,19.4095,0,0,0
"Italy",6924.3999,1016.9,106.2,47.099998,26.200001,1.95,0.69999999,118.8,0.2,0,0.2,0,0.017037038,284,102,16.700001,21.799999,19.799999,52,55.400002,183.89999,941.79999,7.6999998,22.1,37.099998,168.5,974.40002,5.1999998,69.5,293.10001,500.29999,64,4408.3999,262.10001,4164.5,3395.071,152.0295,13821.5,2470,1580.9,299.79999,0,186.3,574.5,1888.1,380.29999,261.79999,0,33.799999,41.700001,894.40002,488.10001,52.099998,255.39999,600.40002,3062.7,376.10001,1235.7,280.5,876.40002,49.400002,0,0.40000001,0,1.2,3.4000001,2,13,11.1,51.099998,2,455.20001,23.9,5.1999998,114.3,0,17.5,13.5,124.3,944.70001,123.3,8.6999998,1,251.10001,153.10001,16.6,73.599998,40,4.6999998,5.0999999,22.299999,1.9,46.799999,0.30000001,9,176.8,18.6,0.1,1463,0,2.9000001,8.3000002,13.4,0,8.8000002,0,160.8,712.5,612.90002,3469.2,100.5,339.10001,281.60001,2874.5,1562.8,981.29999,14.4,10.5,308.39999,6387.6001,5.8000002,94.699997,581.70001,27.5,250.89999,627.40002,0.30000001,9.3000002,436.79999,2.4000001,345.70001,15.1,277.89999,1296.4,265.60001,0,95.300003,43.599998,5.6999998,27,0.30000001,0,150.5,0.1,0.1,1.3,285.5,144.2,87.900002,377.5,574.79999,2.3,120.7,0.30000001,0.1,0
"Malta",56.82,2.1700001,0.14,0.07,0,0,0.17,0,0,0,0,0,0,0.0099999998,0.18000001,0,0.039999999,0,0.2,0,0.17,3.3,0,0,0.79000002,0.15000001,8.0100002,0.60000002,0,0.0099999998,2.49,0,205.75,14.45,27.1,22.43536,1.004644,28.389999,10.52,13.52,2.5699999,0,0.87,9.9300003,8.5500002,1.96,5.0999999,228.25,0,2.1099999,4.8600001,9.1700001,2.3800001,0.16,0.95999998,3.1099999,2.6199999,11.71,2.05,27.32,0.0099999998,0,0,0,0,0,0,0,0,0,0,4.1399999,0,0,0.46000001,0.68000001,2.51,0,1.23,0,0,0,0,0.34999999,0.2,0,0.0099999998,0,0,0,0.011,0,0,0,0,0,0,0.039999999,1.15,0,0,0,0.050000001,0,0.027000001,0,0.36000001,0.02,0.68000001,0.44999999,0,0.039999999,0.76999998,0.07,0.050000001,0,0.0099999998,0,1.61,0,0,0,0.13,0,0,0,0,0.30000001,8.0799999,0,3.1500001,0.37,0.28999999,33.349998,2.0599999,0,2.0899999,0.02,0,0.46000001,0,0,0.15000001,0,0,0,1.1,4.8899999,0.33000001,5.6399999,7.7199998,0,5.2800002,0,0,0
"Albania",6.9000001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000001,0,4.1999998,2.009994,0.0900065,4.9000001,3.0999999,0.86000001,0.029999999,0,0,21.99,6.8000002,9.3000002,31.584999,23.299999,0,0,57.470001,28.780001,0,0,37.720001,0,0.090000004,1.7,0.02,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3199999,0,0,0,0,9.6499996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.18000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
"Yugoslavia",1015.04,74.089996,0,6.6399999,0,0,1.0599999,0.079999998,0,0,0,0,0,59.610001,0.58999997,10.42,11.76,1.53,6.5599999,8.1099997,17.469999,0.02,0.011,0,38.09,160.59,97.970001,3.75,3.3199999,20.99,21.209999,4.6199999,394.67001,13.39,220.00999,144.03999,6.4500341,673.14001,324.59,74.529999,8.5299997,0,348.45999,275.87,539.48999,244.61,538.77002,1116.73,0.89999998,57.849998,0,82.82,4.1199999,159.62,147.03,2697.99,21.219999,276.22,57.080002,68.739998,3.3399999,0,0,0.63999999,0,0.28,0.014,5.1100001,0,4.3299999,0,13.65,7.4899998,0.059999999,9.2700005,0,8.1499996,37.66,18.68,187.3,9.7200003,4.1999998,0,0.83999997,0.82999998,3.8,5.8099999,8.4099998,1.36,0,0.16,0,16.309999,13.6,0,37.07,0,0,0.02,1.33,12.48,2.48,8.0900002,0,0.011,0,33.43,107.62,17.98,256.48999,35.560001,64.059998,28.26,895.09003,58.16,4.73,1.1900001,16.09,31.84,0.13,0.050000001,0,4.98,0,0,9.5,0,0.77999997,56.349998,1.47,0,5.2199998,2.3,167.07001,82.779999,0,4.48,7.9099998,2.7,5.8499999,0,0.02,6.3800001,0.17,0,0.56,37.740002,2.72,2.3399999,21.469999,88.25,0,20.209999,0,0,0
"Greece",481.97,77.519997,83.779999,0.41999999,0.02,0.029999999,0.050000001,6.4099998,0.0089999996,0,0.0099999998,0,0,1.84,0.0099999998,0.050000001,0,0.039999999,0.13,1.08,0.95999998,13.83,0.02,0,4.3699999,0.17,152.24001,3.54,2.9300001,13.34,52.290001,14.52,482.98999,38.189999,408.53,199.1042,8.9157829,655.16998,137.41,95.400002,16.870001,0,79.199997,76.540001,110.77,67.860001,71.629997,898.48999,0.30000001,10.43,158.42,0,5.3299999,92.790001,71.370003,150.19,104.67,183.45,93.699997,63.139999,0.0099999998,0,0,0,0,0.059999999,0.38999999,0.19,0.28999999,0.87,0.38,48.209999,0.039999999,0.14,2.1900001,0.02,4.23,7.25,10.17,0.94,17.360001,0.22,0.25,2.23,8.2600002,0.1,5.7600002,0.12,0,0.07,0.33000001,0,3.3299999,0,0.37,16.42,0.029999999,1.12,55.43,0,0,0,2.22,0,0.0070000002,0,19.879999,1.83,390.26001,265.07001,12.35,39.009998,11.85,53.849998,698.71002,53.849998,0.77999997,0.13,38.82,746.38,0.44999999,0.059999999,3.6900001,0,0,0.12,0,2.6600001,25.870001,0.059999999,33.240002,8.4799995,63.470001,1174.77,9.5900002,0,6.29,1.6,0.0099999998,1.6799999,0,0,1.6900001,0.029999999,0,0,14.82,12.64,4.0100002,9.5100002,18.23,0,48.639999,0,0,0
"Cyprus",71.667,3.744,0,0.124,0,0,0.021,0.0099999998,0.003,0,0,0,0,0.23199999,0,0,0,0,0.248,0,0,0,0,0,0,0,10.046,0,0,0,4.5669999,0.48899999,185.34,5.322,25.139999,17.496519,0.78348482,53.212002,10.723,20.52,5.5479999,0,2.8870001,5.2319999,15.689,6.4710002,15.249,129.733,0.146,0,6.1750002,84.265999,0,4.2480001,7.8660002,47.880001,8.3990002,14.057,2.7409999,14.444,0.0089999996,0,0,0,0,0,0,0,0,0,0,1.477,0,0,0,0,1.151,0,0,0,0,0,0,0,0.1,0,0.003,0.016000001,0,0,0,0,5.5219998,0,0,0.0020000001,0,1.776,0,0,0.64499998,0,0,0,0.012,0,0.123,0.94099998,0.31999999,0.31799999,10.776,0.484,0,122.063,2.9449999,0.094999999,1.874,0.001,26.17,12.023,0,0,0.050000001,0.045000002,0,0.052999999,0.001,0,2.892,0,11.259,0,5.4369998,84.801003,4.427,0,0.84899998,0.089000002,0,0.34999999,0,0,2.286,0,0,0,1.822,3.8510001,0.46799999,0.24600001,1.844,0,6.8130002,0,0,0
"Bulgaria",162.10001,6.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5799999,0,0,4.4099998,0,7.29,15.13,0,0,4.0999999,7.6100001,0,81.900002,5.0999999,38.799999,57.90696,2.5930431,169.3,71.300003,38.09,5.8400002,0,0,394.31,117.5,126.12,381.74799,163.60001,0.34,0,100.57,63.02,2.651,0,216.33,0,16.26,39.5,4.0999999,10.79,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.037,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,1.85,5.96,92.800003,0.054000001,0,12.39,0,12.79,5.71,0,3.76,6.1999998,0,0,0,0,0,0,0,0,0,34.599998,0,0,0,0.60000002,65.900002,13.73,0,5.4400001,5.5,0,0.093000002,0,0,0,0,0,0,13.29,18.280001,0,0.69999999,1.66,0,0.68000001,0,0,0
"Romania",1074.26,38.360001,0,34.23,0,0,0,0,0,0,0,0,0,8.1199999,0,0,0,0,0,3.49,11.86,4.1100001,0,0,1.61,24.98,110.12,0,0,36.400002,7.5799999,0,273.67001,23.33,213.72,190.9973,8.5527563,362.56,120.29,76.309998,12.23,0,648.21002,414.10999,294.56,384.23999,474.76999,303.23001,0,34.080002,228,96.559998,1.13,266.78,0,2269.45,20.15,144.3,9.8400002,21.110001,0.39199999,0,0,0,0,0,0.094999999,0,0.463,0,0,11.37,0,0,14.97,0,7.6300001,0,0,344.42001,22.796,0.37099999,0,0,35.02,0,1.154,0.25,0,0,0.0040000002,0,5.8600001,50.130001,0,0,0,0,0,0,0,0,0,0,0,0,72.870003,119.15,6.3000002,457.73999,17.129999,759.64001,75.010002,1058.3101,237.10001,282.51001,2.49,18.190001,38.169998,179.77,0,0,162.37,0,0,17.6,0,0,688.20001,7.2600002,0,35.759998,0,232.82001,75.720001,0,10.19,4.6300001,0,0.51999998,0,0,25.450001,0,0,6.4000001,52.119999,30.290001,29.309999,6.3699999,39.669998,0,0.38999999,0,0,0
"Russia",1515,1302.6,0,0,0,3.3800001,49.861,0,0,0,0,0,0,3.5999999,0,0,0,8.3190002,0,0,20.23,7.6999998,4.0510001,4.4099998,3.8599999,15.98,370.20999,0,0,0,1614.16,48.273998,1058.1,49.5,508.60001,591.51239,26.48761,2465.3,301.79999,258.81,51.720001,0,0,5298.0601,476.60001,2532.0801,5287.6572,1267.1,0.059999999,0,2489.22,90.889999,20.268999,0,2251.3601,0,2491.2,420.10001,112.2,97.650002,50.34,0,0,0,0,0,0,2.204,0,0,0,105.65,0,0,2.145,0,167.83299,0,4.9419999,0,0,0,0,1.0166664,0,0,4.4689999,15.437,0,0,0.001,0,39.223999,0,0,9.9230003,0,0,0,0,0,0,3.915,0,0.53799999,0,123.41,93.959999,5.3699999,0,9.8400002,0,168.97,0,127.88,117.44,0,0,0,0,0,0,0,0,0,0,0,417.87201,228.3,0,0,0,2.4000001,2795.8,1409.99,0,42.630001,37.25,1.8049999,30.997999,0,0,164.35001,0,0,0,290.26999,235.56,189.3,72.900002,1137.0601,0,225.46001,0,0,0
"Finland",906.62,114.08,0,53.529999,0.0099999998,3.03,0.40000001,0.07,0.19,0,0,0,0,7.7600002,44.240002,5.73,1.87,2.3,48.07,9.2399998,118.67,1.89,0,0.23,3.51,2.21,106.35,0.090000004,0.17,1.63,16.73,2.3099999,1343,31.139999,396.51999,250.50259,11.21738,476.70001,246.92,139.14,75.110001,0,87.940002,268.22,185.85001,58.68,79.480003,356.62,2.3900001,1,20.610001,16.93,2.1199999,18.23,16.74,3290.8,0,1885.2,328.54001,374.28,25.879999,0,0.28999999,0,0,0,0,16.32,1,0,0,2.8,0,0,0.38999999,0.07,4.4400001,1.09,0.81,22.16,0,0.0099999998,0,0.02,3.71,0,26.1,2.23,2.53,2.96,0.029999999,0.029999999,4.02,0.23999999,0.2,5.9200001,35.07,0.54000002,16.98,0,0,0.02,0.22,0,0.07,0.02,19.870001,8.21,0.94999999,0,4.1500001,169.21001,11.07,264.41,6.8699999,0.2,0.039999999,0.11,39.970001,768.45001,0,0.0099999998,0.0099999998,0,0,0,0,1.16,30.629999,0,13.36,0.27000001,38.619999,506.57001,9.5200005,0,3.3599999,0.28999999,0.44,2.04,0,0,10.87,0,0,0.079999998,16.1,13.07,12.35,1.6799999,16.620001,0.37,11.11,0,0.0020000001,0
"Sweden",2443.3,309,14.4,1.1,1.8,9,20.6,29.5,0.055,0,0.0070000002,0,0,42,15,11.9,2.8,1,23.4,11.9,150.5,398.70001,2.0999999,0.2,26.200001,43.299999,257.29999,0.5,2.9000001,67.099998,53.900002,5.5,3960.2,104.8,1243.2,1049.887,47.013371,1444.5,625.29999,265.39999,228.7,0,326.5,277.5,470.5,94.300003,97.699997,938.40002,15.6,6.9000001,86.599998,71.599998,4.8000002,14,62.799999,748.59998,2281.2,0,1734.7,2116.3101,23.700001,0,0,0.0020000001,0,0.021,5.4000001,0.001,0.69999999,0,27.5,7.5999999,0.2,2.3,0.40000001,0,24.299999,0.80000001,0.80000001,564.90002,4.5999999,0,0,0,7.1999998,3.7,23.799999,6.5999999,0.40000001,3.4000001,0,0,0.80000001,0,0.69999999,24.299999,2.0999999,0.171,60.400002,0,0,1.6,0.60000002,0,0.168,0,28.9,11,1.9,256.70001,5.0999999,151.10001,40,221.39999,4.3000002,3.9000001,1.4,0,64.400002,1695.3,0,0,17.1,0,58.700001,219,0.40000001,1.6,107,0.1,128.2,1.3,152.60001,952.40002,53.599998,0,21,8.1000004,3.3,20.299999,0,0,29.700001,0,0,0.2,71.699997,60.599998,31,26.1,83.699997,0.2,15.9,0.5,0.0089999996,2.5
"Norway",1419.15,407.14999,0.0099999998,0.55000001,1.39,0.050000001,88.760002,8.6499996,0,0,0.003,0,0,5.79,8.3599997,4.1300001,6.04,0.43000001,5.27,25.98,54.23,55.57,6.8800001,74.669998,0.87,2.3599999,176.85001,0.07,0.22,3.3900001,25.07,1.41,2483.3501,43.450001,572.44,548.27838,24.55162,612.88,276.59,126.76,98.800003,0,55.66,144.39,209.69,24.26,41.220001,391.73999,1.58,0.02,16.280001,13.09,2.8800001,2.25,9,92.620003,632.25,2834.3,0,1044.24,21.25,0,0,0,0,0,0,0.050000001,0,0.050000001,0,1.51,0,0,24.02,0,19.25,5.6900001,0.07,136.58,19.450001,0,0,0.18000001,0.36000001,0.23,2.48,0.47,0,0,0.0049999999,0,0.18000001,0,0.059999999,0.0070000002,0.1,2,35.060001,0,0,0.02,0.2,0,0.050000001,0,20.85,0.69,0.93000001,10.69,0.87,37.5,7.1399999,0.16,2.05,0.50999999,0.18000001,0,34.73,237.58,0,0,24.209999,0.0099999998,0.090000004,34.669998,172.22,1.34,25.15,0.12,25.33,0.059999999,38.150002,603.87,21.120001,0,6.1799998,0.27000001,2.0599999,2.3800001,0,0,11.77,0,0,0.079999998,27.389999,29.559999,13.87,10.79,119.02,0.94,9.8000002,0,0,0
"Denmark",1240.55,96.209999,1.15,2.97,1.4400001,2.8399999,0.31999999,7.5100002,0.30000001,0,0.02,0,0,11.2,15.61,3.8699999,6.1199999,2.05,6.9699998,5.27,52.209999,44.02,0.14,5.6199999,6.4200001,7.3400002,180.77,0.33000001,10.54,5.9299998,137.7,3.1199999,2353.23,59.18,1370.54,638.15381,28.576191,840.95001,327.59,143.42999,88.059998,0,147.7,330.29999,209.28999,47.299999,52.84,562.14001,4.4099998,0.31999999,22.1,38.279999,4.9200001,5.71,15.55,422.54999,736.70001,2478.6299,798.78003,0,21.690001,0,0,0,0,0,7.0599999,1.14,3.0599999,0,0.028999999,16.27,1.21,8.1599998,3.95,0.75,3.04,3.45,4.6399999,156.97,3.5899999,1.753,0.49000001,2.76,4.27,0.88999999,14.04,4.75,0.2,0,0.0020000001,0.059999999,6.5799999,0.059999999,5.0300002,0.050000001,1.91,1.9400001,133.8,0,0.15000001,0.47,4.0900002,0.050000001,3.3099999,0,17.07,2.9000001,6.3400002,25.459999,1.53,9.5799999,14.98,0.5,8.1899996,1.99,1.74,0.02,31.33,193.83,0,0,47.189999,0,65.519997,53.48,0,1.63,67.099998,0.02,51.919998,0.20999999,81.839996,438.59,73.739998,0,18.82,1.1900001,7.52,4.5100002,0.02,0.079999998,41.299999,0,0.02,0.41,60.73,27.26,25.700001,40.209999,35.619999,3.1600001,19.1,0.15000001,0.0020000001,0
"Iceland",94.25,13.224,0,0,0.0099999998,0.001,0.018999999,0.0020000001,0,0,0,0,0,0.014,0,0.38999999,0.0049999999,0,0.244,0.90600002,0.36500001,0,0.075000003,0,0.029999999,0.003,11.49,0,0,0.046,0.039999999,0.044,94.871002,1.8,90.351997,20.26265,0.90735078,24.190001,9.5489998,8.9519997,26.976,0,2.507,5.0900002,4.7779999,0.53299999,5.7280002,24.153,0.035999998,0,0.264,0.241,0.25999999,0.163,0.093000002,99.075996,27.427999,71.459,75.286003,80.832001,0,0,0,0,0,0,0,0.012,0,0.0020000001,0,0.024,0,0,0,0,0.048999999,0,0,0.0080000004,0.0040000002,0,0,0.02887181,0.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0.0049999999,0,0.73000002,0.0020000001,0.95700002,0,0.1,0.082000002,0.125,0.028000001,0.013,0.001,0,0,1.1,0,0,0,0,0,0,0,0,0.015,1.623,0,3.6470001,0.0060000001,6.0679998,40.688999,1.558,0,0.147,0.061999999,0.133,0.041999999,0,0,0.26300001,0,0,0,0.226,0.63499999,0.354,0.12899999,32.983002,0,4.1009998,0.0089999996,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86142582,0.0385742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9000001,0,1.3,0.5742839,0.0257161,2,0.2,0.77999997,12.73,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0.15000001,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea-Bissau",0.27599999,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,1.247,0.0099999998,4.0949998,0.68914068,0.0308594,6.2779999,1.507,1.488,17.242001,0,0.175,0,0,0,0.33899999,0.73100001,0,0,0.123,0,0,0,0,3.855,0.0099999998,4.6389999,0.028000001,0.24600001,0,0,0,0,0,0.154,0,2.247,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.22400001,0,0,0,0.063000001,0.205,0,0,0,0,0,0,0,0,0.22400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65100002,0,0,0,0,0.29699999,0.029999999,0,0.74599999,0,3.3970001,0,0,0,0.090000004,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0
"Equatorial Guinea",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0.1,0,0.2,0.28714189,0.0128581,2.5,0.1,44.650002,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0,0
"Gambia",3.302,0.068000004,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56400001,0,0,0,0,0,44.498001,0.001,11.178,1.119853,0.050146401,12.19,0.77499998,2.8900001,0.052999999,0,0.50300002,2.859,1.3,3.79,0.759,3.9549999,0,0,0.75999999,0.0040000002,0,0,1.885,3.5209999,0,1.202,0.96799999,0.45199999,0,0,0,0.045000002,0,0,0.027000001,9.1000004,0,0,0.001,0,0.19400001,0,0.25400001,0.722,0.523,0,0,0.50300002,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,2.7090001,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.046,0,0.62900001,0,0.2,5.6900001,1.1059999,0,0.0080000004,0,4.1290002,0,0,0,2.622,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mali",6.816,3.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0.15099999,0,0,0,0,0,5.6459999,0,2.4519999,5.436554,0.24344601,60.037998,1.183,1.969,0,0,3.3840001,0.24600001,0.1,0,0.147,3.7490001,0,0,0.28,0.029999999,0,0,0,5.7659998,0.44999999,0.80000001,0.46000001,0.23199999,0,0,0,0.001,0,0.727,0,20.361,0.014,0,0.104,71.907997,0,2.7260001,0.116,0,0.161,0.018999999,0.028999999,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085000001,0.27500001,0.0099999998,0,0,0,0,0,0.34999999,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3149996,0,0,0.52499998,0.1,3.3510001,0.25099999,0,2.177,0,0.67199999,0.001,0,0,5.4330001,0,0,0,0,0,0,0,0,0,0,0,0,0
